FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,TailStrike,AccidentRisk
297,Type B,83,Average,97,1,Stormy,2,2255,3.735029613205902,Yes,Inconclusive
298,Type B,99,Average,60,4,Stormy,2,3890,1.110956412103985,No,Highly Likely to Crash
299,Type B,56,Good,71,1,Cloudy,2,6316,3.6618110723787676,No,Highly Likely to Crash
300,Type C,93,Good,53,5,Stormy,2,18100,13.415793251418215,No,Highly Likely to Crash
301,Type A,83,Poor,66,2,Clear,2,18087,3.0320859001585045,Yes,Highly Likely to Crash
302,Type A,69,Poor,57,4,Clear,3,2390,7.705646924292971,No,Highly Likely to Crash
303,Type A,99,Poor,95,2,Stormy,2,11723,6.869866530100274,No,Highly Likely to Crash
304,Type A,87,Poor,83,4,Cloudy,2,14329,10.320154498075805,Yes,Highly Likely to Crash
305,Type B,73,Good,60,0,Cloudy,2,8188,1.7643382098723412,Yes,Inconclusive
306,Type A,59,Good,80,5,Clear,1,7000,10.222502394927165,Yes,Highly Likely to Crash
307,Type C,81,Good,60,4,Stormy,0,7216,5.966523015752696,No,Highly Likely to Crash
308,Type C,64,Average,87,5,Cloudy,0,4246,13.964553827154983,No,Highly Likely to Crash
309,Type A,86,Average,70,4,Cloudy,0,19079,12.884422614202682,Yes,Highly Likely to Crash
310,Type A,69,Poor,95,2,Stormy,3,13514,6.593087478686205,No,Highly Likely to Crash
311,Type C,52,Average,79,2,Stormy,3,16175,14.900485809249936,No,Highly Likely to Crash
312,Type C,86,Good,59,4,Cloudy,3,9693,1.7272125371874605,No,Highly Likely to Crash
313,Type B,89,Poor,75,4,Stormy,2,4129,12.04085108089867,Yes,Highly Likely to Crash
314,Type C,57,Poor,76,3,Stormy,0,8266,7.073711336383076,No,Highly Likely to Crash
315,Type B,89,Average,57,5,Stormy,2,6647,7.066272024226196,Yes,Highly Likely to Crash
316,Type B,93,Poor,88,5,Cloudy,1,15613,3.381873174034798,Yes,Highly Likely to Crash
317,Type B,72,Average,57,5,Clear,0,14942,8.208318879611653,Yes,Highly Likely to Crash
318,Type B,89,Average,57,5,Stormy,1,14910,2.186058956321194,No,Highly Likely to Crash
319,Type B,60,Poor,83,0,Cloudy,1,1563,9.632080506005282,No,Highly Likely to Crash
320,Type A,95,Average,65,0,Clear,2,9330,4.382266171954422,No,Inconclusive
321,Type C,57,Average,90,1,Cloudy,0,11434,11.148012640771181,Yes,Highly Likely to Crash
322,Type B,78,Average,62,4,Cloudy,1,9834,9.503061255592018,Yes,Highly Likely to Crash
323,Type C,79,Average,72,4,Cloudy,0,10812,11.449670122520242,No,Highly Likely to Crash
324,Type C,59,Poor,61,4,Clear,1,3775,11.496388983278958,No,Highly Likely to Crash
325,Type B,88,Good,76,4,Cloudy,1,1476,3.7539266330861767,Yes,Highly Likely to Crash
326,Type A,77,Good,71,5,Clear,2,12883,1.0094462128123451,No,Highly Likely to Crash
327,Type B,98,Average,81,5,Stormy,0,11906,6.120657631498327,Yes,Highly Likely to Crash
328,Type A,85,Average,98,0,Clear,2,12239,13.866969021151126,Yes,Inconclusive
329,Type C,62,Average,76,2,Cloudy,2,4569,9.090591384901678,Yes,Highly Likely to Crash
330,Type A,81,Good,51,3,Clear,2,16104,11.185028078750236,Yes,Inconclusive
331,Type A,85,Average,94,5,Cloudy,2,15112,13.31398472532974,No,Highly Likely to Crash
332,Type A,86,Poor,82,5,Stormy,2,16834,13.684815468145759,Yes,Highly Likely to Crash
333,Type C,75,Poor,75,5,Clear,1,6902,8.40635220233198,Yes,Highly Likely to Crash
334,Type C,71,Poor,77,2,Stormy,0,12833,8.573189188768772,No,Highly Likely to Crash
335,Type A,53,Good,68,2,Clear,0,845,12.91314377726363,Yes,Highly Likely to Crash
336,Type A,80,Average,92,0,Cloudy,2,5442,12.304796094060192,Yes,Inconclusive
337,Type B,67,Average,54,5,Clear,0,19826,10.784020398676235,Yes,Highly Likely to Crash
338,Type A,87,Average,82,3,Stormy,1,17960,9.462500117628291,Yes,Inconclusive
339,Type B,73,Good,69,4,Clear,2,9863,9.641011436099841,No,Highly Likely to Crash
340,Type A,72,Good,79,5,Stormy,3,4270,6.080758824727392,No,Highly Likely to Crash
341,Type B,71,Good,94,0,Stormy,3,11853,12.772848463623676,No,Inconclusive
342,Type C,51,Good,57,0,Cloudy,1,8924,9.648915871221652,No,Highly Likely to Crash
343,Type A,80,Poor,87,3,Clear,1,12490,4.129392871381434,Yes,Highly Likely to Crash
344,Type A,60,Good,66,1,Stormy,3,8548,4.357805899133536,Yes,Highly Likely to Crash
345,Type A,77,Good,93,0,Cloudy,2,12599,13.062442192825214,No,Inconclusive
346,Type A,95,Good,50,2,Cloudy,1,12391,9.759905638912244,Yes,Inconclusive
347,Type B,81,Average,52,2,Cloudy,3,16073,6.581857797991045,No,Inconclusive
348,Type A,54,Average,95,4,Stormy,2,17334,3.619410629294026,Yes,Highly Likely to Crash
349,Type C,87,Average,75,0,Clear,1,10054,9.543023625432824,No,Inconclusive
350,Type C,59,Poor,80,4,Stormy,0,850,3.5803453202730706,No,Highly Likely to Crash
351,Type A,89,Poor,57,0,Cloudy,0,10000,7.582338437056215,No,Highly Likely to Crash
352,Type C,95,Good,92,3,Stormy,0,4504,10.485147479377309,No,Inconclusive
353,Type A,73,Average,95,5,Stormy,2,11617,8.915816080495691,Yes,Highly Likely to Crash
354,Type A,84,Poor,57,0,Cloudy,1,17128,13.909398601767757,Yes,Highly Likely to Crash
355,Type C,93,Average,84,1,Clear,3,13515,1.5560968259247656,Yes,Inconclusive
356,Type A,97,Poor,88,2,Cloudy,1,5234,4.91712826191964,No,Highly Likely to Crash
357,Type C,72,Poor,77,3,Cloudy,0,13371,1.7992054173317351,No,Highly Likely to Crash
358,Type B,66,Good,100,5,Stormy,0,15662,3.724459220300993,Yes,Highly Likely to Crash
359,Type A,50,Good,53,5,Cloudy,2,17324,2.7357667018374294,Yes,Highly Likely to Crash
360,Type B,80,Poor,65,2,Stormy,3,12237,11.25726277828324,Yes,Highly Likely to Crash
361,Type C,80,Good,62,5,Cloudy,2,10159,6.171263178121572,Yes,Highly Likely to Crash
362,Type B,91,Poor,69,4,Cloudy,3,17295,13.950619796842288,No,Highly Likely to Crash
363,Type B,91,Poor,100,3,Clear,1,1313,1.3272881036889874,No,Highly Likely to Crash
364,Type C,83,Average,54,1,Cloudy,2,18614,10.140938589218493,Yes,Inconclusive
365,Type B,58,Good,86,2,Clear,2,7143,14.587627203716837,Yes,Highly Likely to Crash
366,Type B,71,Good,69,0,Cloudy,2,13769,3.461742077340261,Yes,Inconclusive
367,Type C,62,Good,73,0,Cloudy,0,18858,7.194051223998146,No,Highly Likely to Crash
368,Type B,74,Average,85,0,Cloudy,0,1049,10.826458476383838,Yes,Inconclusive
369,Type C,97,Average,83,3,Clear,3,14952,9.86393199052435,No,Inconclusive
370,Type B,67,Average,94,1,Stormy,1,18821,8.924379827919392,No,Highly Likely to Crash
371,Type C,100,Good,97,5,Clear,2,703,5.574585778761672,Yes,Highly Likely to Crash
372,Type C,61,Good,83,1,Cloudy,0,16218,11.194799349460617,Yes,Highly Likely to Crash
373,Type B,89,Good,68,1,Stormy,2,4088,10.145573878956709,Yes,Inconclusive
374,Type B,66,Average,66,2,Cloudy,3,3036,3.2792039962125203,No,Highly Likely to Crash
375,Type B,64,Average,54,3,Clear,3,8798,14.497270238279746,Yes,Highly Likely to Crash
376,Type A,91,Poor,74,0,Clear,1,3201,8.779420725161671,Yes,Highly Likely to Crash
377,Type A,64,Average,67,2,Stormy,3,12589,8.356462414502623,No,Highly Likely to Crash
378,Type A,64,Poor,99,5,Clear,2,10911,12.875313486224574,No,Highly Likely to Crash
379,Type C,88,Good,57,1,Cloudy,1,8325,9.965789148805673,No,Inconclusive
380,Type B,62,Average,76,0,Stormy,1,6474,2.0427100124892537,Yes,Highly Likely to Crash
381,Type C,66,Good,64,3,Cloudy,0,4590,8.092251233063639,No,Highly Likely to Crash
382,Type A,81,Good,94,4,Stormy,2,11059,11.928350900516186,No,Highly Likely to Crash
383,Type B,58,Good,62,1,Stormy,3,9752,10.799721682476477,No,Highly Likely to Crash
384,Type C,89,Good,65,1,Cloudy,0,3046,14.590762137998455,No,Inconclusive
385,Type B,69,Average,71,1,Clear,2,4236,1.3488279156030343,No,Highly Likely to Crash
386,Type C,75,Good,69,1,Cloudy,2,15100,4.657065392965626,Yes,Inconclusive
387,Type B,76,Poor,62,0,Clear,1,2172,8.688190387953956,No,Highly Likely to Crash
388,Type A,70,Average,69,3,Clear,1,901,9.67285718629049,No,Inconclusive
389,Type A,67,Good,51,2,Cloudy,2,15822,4.8409838027084175,No,Highly Likely to Crash
390,Type B,62,Average,84,0,Stormy,0,11691,12.575223329262098,Yes,Highly Likely to Crash
391,Type C,65,Poor,96,3,Cloudy,1,4813,3.30086910082418,Yes,Highly Likely to Crash
392,Type A,58,Good,68,2,Stormy,1,15165,1.011887534704054,No,Highly Likely to Crash
393,Type A,61,Poor,94,1,Clear,2,12144,14.333479577265814,No,Highly Likely to Crash
394,Type A,93,Good,86,3,Stormy,2,12326,6.481795122021396,No,Inconclusive
395,Type B,87,Poor,55,1,Cloudy,1,16971,14.404857213385311,No,Highly Likely to Crash
396,Type B,68,Good,63,3,Stormy,0,16803,4.8910424048331365,Yes,Highly Likely to Crash
397,Type C,56,Average,53,5,Clear,1,6779,1.8882808918371625,Yes,Highly Likely to Crash
398,Type C,84,Good,71,4,Clear,2,19089,11.815274463742323,Yes,Highly Likely to Crash
399,Type C,97,Average,100,1,Stormy,1,3467,12.701473445559776,No,Inconclusive
400,Type B,67,Good,88,1,Clear,2,4750,7.889216583866903,No,Highly Likely to Crash
401,Type B,65,Good,85,1,Clear,1,3738,2.0339047624901045,Yes,Highly Likely to Crash
402,Type C,88,Poor,83,5,Stormy,2,9013,10.157877049626729,Yes,Highly Likely to Crash
403,Type C,53,Poor,76,0,Clear,2,3238,3.550015642652202,No,Highly Likely to Crash
404,Type B,74,Poor,56,2,Stormy,0,5436,12.891341674187979,Yes,Highly Likely to Crash
405,Type C,81,Good,52,1,Stormy,2,2336,4.836323673590677,Yes,Inconclusive
406,Type A,89,Good,96,1,Clear,1,19443,12.867889464394988,Yes,Inconclusive
407,Type B,62,Good,82,0,Stormy,2,2068,6.976943586509271,Yes,Highly Likely to Crash
408,Type C,94,Average,51,0,Clear,3,11014,9.350829749474109,Yes,Inconclusive
409,Type B,66,Average,91,4,Clear,1,14547,12.053875235493528,No,Highly Likely to Crash
410,Type A,98,Good,65,3,Clear,0,5220,1.5661494017610387,No,Inconclusive
411,Type B,86,Poor,74,1,Cloudy,1,8457,12.496324086656989,No,Highly Likely to Crash
412,Type B,55,Poor,64,3,Clear,0,11655,2.9410725847169665,No,Highly Likely to Crash
413,Type B,68,Poor,73,0,Stormy,3,9044,6.017856972841811,Yes,Highly Likely to Crash
414,Type B,62,Good,64,0,Stormy,0,7025,7.618934421554883,No,Highly Likely to Crash
415,Type A,75,Poor,80,4,Stormy,2,16583,13.5359721713608,Yes,Highly Likely to Crash
416,Type B,63,Good,63,2,Cloudy,3,8435,1.3141687905382753,Yes,Highly Likely to Crash
417,Type B,80,Average,63,5,Cloudy,3,7237,8.828836516154995,No,Highly Likely to Crash
418,Type C,53,Poor,55,5,Stormy,0,3040,9.995315000873523,No,Highly Likely to Crash
419,Type B,88,Average,63,5,Stormy,1,17718,5.432152327387029,No,Highly Likely to Crash
420,Type C,57,Poor,66,0,Cloudy,0,17513,5.0668147983324365,No,Highly Likely to Crash
421,Type A,74,Good,67,1,Stormy,0,3486,7.866568219146546,Yes,Inconclusive
422,Type A,62,Good,69,4,Clear,3,15458,3.619405850105416,Yes,Highly Likely to Crash
423,Type A,81,Good,100,2,Clear,2,6985,7.553665014469428,Yes,Inconclusive
424,Type A,87,Good,66,5,Stormy,1,12272,11.710354528862064,No,Highly Likely to Crash
425,Type C,87,Poor,65,4,Clear,0,10652,12.835537058247207,No,Highly Likely to Crash
426,Type B,77,Average,89,0,Stormy,2,13031,6.39225938858461,Yes,Inconclusive
427,Type A,79,Good,88,5,Cloudy,2,6367,9.642223984011597,Yes,Highly Likely to Crash
428,Type B,52,Poor,81,2,Stormy,1,5126,1.0002872514525296,No,Highly Likely to Crash
429,Type C,77,Average,93,3,Cloudy,2,2762,8.704934771400332,No,Inconclusive
430,Type C,52,Good,58,2,Clear,0,2914,14.653308275494858,Yes,Highly Likely to Crash
431,Type C,94,Average,76,1,Clear,3,10853,5.3717103802569595,Yes,Inconclusive
432,Type A,83,Good,95,5,Clear,2,16059,9.326865738929445,Yes,Highly Likely to Crash
433,Type B,65,Average,82,5,Stormy,3,12812,11.671971207038583,No,Highly Likely to Crash
434,Type B,71,Average,59,3,Cloudy,1,5740,9.525062293854997,Yes,Inconclusive
435,Type B,81,Good,66,3,Cloudy,1,14553,6.858999586535751,Yes,Inconclusive
436,Type C,87,Poor,98,5,Clear,2,9549,3.1360580263334397,No,Highly Likely to Crash
437,Type A,57,Average,98,1,Clear,3,5622,7.4918195644152314,Yes,Highly Likely to Crash
438,Type C,57,Good,85,3,Cloudy,0,5493,5.126978928500282,Yes,Highly Likely to Crash
439,Type C,55,Average,66,0,Stormy,3,19376,10.742884042658165,Yes,Highly Likely to Crash
440,Type B,63,Average,67,5,Clear,2,16113,7.186778748002673,No,Highly Likely to Crash
441,Type C,81,Poor,72,2,Stormy,3,8711,12.898316704502502,No,Highly Likely to Crash
442,Type B,84,Average,83,2,Clear,3,14015,3.7065141165044695,Yes,Inconclusive
443,Type A,59,Average,57,1,Clear,1,9497,6.84808170875003,No,Highly Likely to Crash
444,Type B,52,Good,62,0,Stormy,2,16835,8.805069669527315,Yes,Highly Likely to Crash
445,Type A,61,Good,72,3,Stormy,3,2675,2.7642054643961327,Yes,Highly Likely to Crash
446,Type B,98,Poor,69,5,Stormy,2,2905,9.230741089682844,No,Highly Likely to Crash
447,Type C,80,Average,71,2,Stormy,0,7841,5.072899674586065,Yes,Inconclusive
448,Type C,78,Average,96,2,Cloudy,2,11656,4.213520522081233,No,Inconclusive
449,Type A,54,Average,72,2,Cloudy,0,16463,2.986750356210827,No,Highly Likely to Crash
450,Type A,74,Poor,90,2,Clear,2,18489,5.898346958869157,Yes,Highly Likely to Crash
451,Type A,90,Average,84,4,Clear,2,19441,14.005753812718893,Yes,Highly Likely to Crash
452,Type B,80,Good,52,1,Clear,3,16279,1.4340820306348188,No,Inconclusive
453,Type B,70,Poor,83,3,Cloudy,3,18926,12.930186916311149,No,Highly Likely to Crash
454,Type A,69,Good,82,5,Stormy,0,1278,6.563052568991972,Yes,Highly Likely to Crash
455,Type C,88,Good,95,5,Clear,0,3659,8.862422942169385,No,Highly Likely to Crash
456,Type B,71,Poor,66,5,Cloudy,1,6895,8.179372156955202,Yes,Highly Likely to Crash
457,Type B,53,Good,94,3,Clear,3,2246,13.96036366250127,Yes,Highly Likely to Crash
458,Type B,62,Average,68,1,Cloudy,0,6474,11.78180976887999,No,Highly Likely to Crash
459,Type A,94,Poor,79,0,Stormy,3,5650,14.787529494591288,Yes,Highly Likely to Crash
460,Type A,91,Good,72,1,Cloudy,2,12632,12.122019322703764,No,Inconclusive
461,Type A,99,Average,64,2,Stormy,1,17304,5.142438918893622,Yes,Inconclusive
462,Type A,98,Average,63,2,Clear,3,10543,14.480371511030397,Yes,Inconclusive
463,Type A,69,Good,51,1,Stormy,3,18992,14.769921071310927,Yes,Highly Likely to Crash
464,Type C,62,Average,88,1,Cloudy,3,5174,2.7233118506337926,Yes,Highly Likely to Crash
465,Type C,66,Poor,98,3,Clear,3,4496,13.61461857296168,Yes,Highly Likely to Crash
466,Type A,85,Good,67,3,Clear,0,10050,10.29883056050427,Yes,Inconclusive
467,Type B,82,Average,55,4,Cloudy,0,3126,13.907912780463594,No,Highly Likely to Crash
468,Type A,50,Average,81,5,Stormy,1,990,13.820346283065815,No,Highly Likely to Crash
469,Type C,64,Good,70,4,Cloudy,2,9987,13.479222436621034,Yes,Highly Likely to Crash
470,Type C,62,Good,89,5,Stormy,2,10773,13.393858311553304,No,Highly Likely to Crash
471,Type B,66,Good,77,2,Stormy,1,14184,2.64704734590506,No,Highly Likely to Crash
472,Type C,73,Good,76,4,Clear,2,11866,3.0092199158956676,No,Highly Likely to Crash
473,Type A,57,Poor,51,4,Stormy,0,16406,2.6489118712775337,No,Highly Likely to Crash
474,Type B,99,Good,82,0,Clear,3,5489,2.274407243203994,No,Less Likely to Crash
475,Type A,76,Poor,65,1,Cloudy,2,12521,5.945993991035837,Yes,Highly Likely to Crash
476,Type A,94,Poor,88,3,Cloudy,3,3880,10.57541780054499,Yes,Highly Likely to Crash
477,Type B,72,Good,71,4,Clear,3,6189,5.965696583016189,Yes,Highly Likely to Crash
478,Type A,95,Poor,92,3,Clear,0,9103,11.084204665851328,Yes,Highly Likely to Crash
479,Type C,57,Good,96,5,Stormy,3,7973,12.483963750282838,Yes,Highly Likely to Crash
480,Type A,57,Good,62,4,Clear,2,2176,10.327006362049838,No,Highly Likely to Crash
481,Type B,75,Average,51,5,Cloudy,0,8290,7.511466167961562,No,Highly Likely to Crash
482,Type B,96,Good,63,4,Clear,1,5782,5.137244154273397,Yes,Highly Likely to Crash
483,Type B,62,Average,87,2,Clear,0,19595,2.7416470743732324,Yes,Highly Likely to Crash
484,Type A,88,Poor,90,0,Clear,2,13876,7.911125590759372,No,Highly Likely to Crash
485,Type B,86,Average,77,5,Stormy,0,9931,11.074385347178564,Yes,Highly Likely to Crash
486,Type B,98,Poor,56,1,Clear,2,1102,8.675404961056676,Yes,Highly Likely to Crash
487,Type A,77,Good,67,1,Stormy,2,2437,11.100746870066478,No,Inconclusive
488,Type C,74,Poor,90,2,Stormy,0,7312,5.6930754128090095,Yes,Highly Likely to Crash
489,Type A,65,Poor,85,2,Clear,2,1567,1.9351448827748723,Yes,Highly Likely to Crash
490,Type B,51,Good,90,1,Stormy,1,13901,11.795370964456072,Yes,Highly Likely to Crash
491,Type B,67,Poor,85,5,Clear,2,5752,4.0761375656137835,Yes,Highly Likely to Crash
492,Type A,66,Good,93,1,Cloudy,1,13972,9.627990843304335,Yes,Highly Likely to Crash
493,Type C,79,Average,53,0,Cloudy,1,879,12.260098423766266,No,Inconclusive
494,Type B,88,Good,79,4,Stormy,2,5696,2.947540025825474,Yes,Highly Likely to Crash
495,Type B,62,Good,73,0,Cloudy,3,14381,9.378925940185862,Yes,Highly Likely to Crash
496,Type B,81,Poor,69,1,Clear,1,12619,10.651241065761313,No,Highly Likely to Crash
497,Type A,99,Average,95,4,Stormy,1,9237,11.451432135464943,Yes,Highly Likely to Crash
498,Type B,78,Good,80,1,Clear,0,5759,3.067332555980826,Yes,Inconclusive
499,Type C,95,Average,73,0,Stormy,1,12133,12.5516262677112,No,Inconclusive
500,Type B,79,Average,56,0,Stormy,1,10961,2.3180799261065794,No,Inconclusive
501,Type B,67,Poor,75,5,Stormy,1,3422,8.274168554195303,No,Highly Likely to Crash
502,Type C,62,Good,62,5,Stormy,1,3887,7.207777746770319,No,Highly Likely to Crash
503,Type B,92,Poor,57,0,Cloudy,3,15053,4.104725039297746,No,Highly Likely to Crash
504,Type A,70,Good,54,4,Cloudy,1,10562,5.227030380261349,Yes,Highly Likely to Crash
505,Type A,79,Average,93,5,Cloudy,2,7459,3.302100966044626,No,Highly Likely to Crash
506,Type A,70,Good,62,5,Stormy,3,10447,6.960166727497548,No,Highly Likely to Crash
507,Type C,97,Good,78,3,Cloudy,1,10059,1.4971529859878425,No,Inconclusive
508,Type B,66,Average,69,3,Stormy,2,1051,13.444813854146176,No,Highly Likely to Crash
509,Type A,89,Average,63,5,Cloudy,2,633,3.288822690512334,Yes,Highly Likely to Crash
510,Type C,68,Good,81,1,Stormy,3,7107,13.40424859038328,No,Highly Likely to Crash
511,Type B,64,Poor,99,4,Cloudy,3,11603,13.090083601876046,Yes,Highly Likely to Crash
512,Type C,58,Good,76,2,Cloudy,2,10705,7.323480900207615,Yes,Highly Likely to Crash
513,Type A,59,Average,74,5,Cloudy,3,7099,7.968159971011293,No,Highly Likely to Crash
514,Type A,93,Poor,53,3,Stormy,3,13872,5.226789567482739,Yes,Highly Likely to Crash
515,Type A,80,Average,70,4,Stormy,0,5624,14.956244399657422,Yes,Highly Likely to Crash
516,Type C,72,Average,67,4,Cloudy,3,1560,10.390810668263128,Yes,Highly Likely to Crash
517,Type C,79,Poor,88,3,Stormy,0,14548,14.325316003097731,No,Highly Likely to Crash
518,Type A,82,Average,64,4,Clear,3,19070,6.807155821434494,No,Highly Likely to Crash
519,Type C,58,Average,87,4,Cloudy,3,19549,13.362232112059008,Yes,Highly Likely to Crash
520,Type A,96,Average,97,3,Cloudy,2,3670,7.275284865038938,No,Inconclusive
521,Type A,50,Average,73,0,Clear,0,11419,13.135604209418375,No,Highly Likely to Crash
522,Type B,93,Average,57,5,Stormy,3,19530,2.832971832928035,No,Highly Likely to Crash
523,Type C,84,Average,77,1,Stormy,1,17479,9.915961974759128,Yes,Inconclusive
524,Type A,60,Average,70,2,Stormy,3,16083,10.501849207748053,No,Highly Likely to Crash
525,Type A,83,Average,65,1,Cloudy,2,4606,10.186389762009984,No,Inconclusive
526,Type C,65,Average,65,0,Cloudy,2,3921,7.258386652550811,Yes,Highly Likely to Crash
527,Type B,58,Good,84,0,Cloudy,2,16803,10.574825540431142,No,Highly Likely to Crash
528,Type B,81,Good,66,4,Cloudy,0,2778,4.352483411432303,Yes,Highly Likely to Crash
529,Type A,64,Average,58,1,Cloudy,0,18048,9.341880322959206,No,Highly Likely to Crash
530,Type C,61,Good,84,0,Stormy,0,17501,8.75928894229061,No,Highly Likely to Crash
531,Type B,82,Poor,78,1,Clear,1,13552,5.456753309825977,No,Highly Likely to Crash
532,Type C,94,Good,88,0,Stormy,0,950,11.904093325737211,No,Less Likely to Crash
533,Type C,63,Average,67,2,Stormy,2,10490,2.1322089164215337,Yes,Highly Likely to Crash
534,Type A,57,Average,61,0,Cloudy,0,13278,3.4001552580889802,No,Highly Likely to Crash
535,Type B,57,Good,68,1,Clear,0,7872,7.596100554672129,Yes,Highly Likely to Crash
536,Type A,76,Average,97,4,Clear,3,2392,13.48431377095134,Yes,Highly Likely to Crash
537,Type B,61,Poor,71,1,Stormy,0,19338,9.052233763391262,No,Highly Likely to Crash
538,Type B,50,Poor,98,3,Clear,3,13862,12.788935913148704,No,Highly Likely to Crash
539,Type B,92,Average,64,1,Stormy,0,4308,8.245976068066305,No,Inconclusive
540,Type B,89,Poor,50,2,Stormy,3,9976,11.996383560553243,No,Highly Likely to Crash
541,Type B,91,Poor,51,5,Stormy,2,18641,5.561163526438753,No,Highly Likely to Crash
542,Type C,100,Good,57,2,Stormy,0,17106,12.411992440626932,No,Inconclusive
543,Type A,60,Poor,71,2,Cloudy,2,19249,6.623604987920762,No,Highly Likely to Crash
544,Type C,88,Good,74,0,Clear,0,2109,8.823636259765985,No,Inconclusive
545,Type B,92,Average,51,2,Cloudy,1,1723,3.4623408814222536,No,Inconclusive
546,Type A,80,Good,100,1,Cloudy,1,2407,13.886062337477792,Yes,Inconclusive
547,Type B,66,Average,58,5,Cloudy,2,15478,10.82042767212185,No,Highly Likely to Crash
548,Type A,82,Average,58,4,Stormy,2,11443,13.023967468091305,No,Highly Likely to Crash
549,Type C,81,Average,62,2,Stormy,1,6310,3.910080700176054,Yes,Inconclusive
550,Type A,78,Average,55,1,Cloudy,1,12661,1.9475809737693102,No,Inconclusive
