FlightID,AircraftType,EngineThrust,PressurizationCycles,ErrorsDetected,MaintenanceHistory,FlightHoursSinceLastCheck,MaintenanceRequired
513,A380,5.69,2.46,No,2.38,9.46,No
514,A380,1.13,9.56,Yes,9.36,0.85,No
515,A380,9.09,4.52,Yes,5.34,9.99,Yes
516,A320,1.5,0.75,Yes,6.77,5.27,No
517,A350,4.32,4.42,No,1.82,9.74,No
518,B737,0.26,5.29,No,8.15,1.94,No
519,A320,9.51,1.74,No,4.08,1.12,No
520,B737,7.27,5.76,No,6.42,5.34,No
521,B787,7.71,4.04,No,3.91,2.85,Yes
522,A350,3.66,4.72,Yes,8.73,1.19,Yes
523,A320,9.01,7.04,No,7.4,4.6,Yes
524,A350,1.2,9.6,No,9.64,3.87,Yes
525,A380,3.35,6.27,No,4.55,0.13,Yes
526,B737,7.76,5.41,Yes,0.12,1.01,Yes
527,A350,0.35,0.54,Yes,5.3,2.46,Yes
528,A320,1.07,3.5,No,0.24,9.98,Yes
529,A380,2.93,4.62,No,5.8,1.21,No
530,A380,0.37,1.62,No,8.67,0.07,Yes
531,A380,5.97,9.15,No,0.75,4.25,Yes
532,A320,6.06,3.54,No,9.66,9.34,Yes
533,B737,0.29,4.88,Yes,2.14,4.46,No
534,B737,9.93,8.62,Yes,3.5,4.01,No
535,A320,6.66,7.04,No,0.98,3.95,No
536,A350,4.38,0.65,Yes,1.22,9.65,No
537,A380,6.42,10.0,No,4.86,4.17,Yes
538,A350,7.39,8.17,No,8.59,9.69,No
539,A350,7.81,6.51,Yes,9.57,9.71,No
540,B787,3.28,4.19,No,0.12,4.12,Yes
541,A320,6.54,3.83,Yes,9.99,4.5,No
542,A320,7.2,9.97,No,0.21,0.16,Yes
543,B787,6.6,3.71,No,3.73,5.66,Yes
544,A320,1.43,4.5,Yes,0.44,3.69,Yes
545,A320,7.59,3.62,Yes,4.77,5.88,Yes
546,B737,4.88,6.36,No,3.91,1.77,No
547,A320,3.06,4.67,Yes,7.84,2.92,No
548,A320,8.71,5.57,No,3.39,6.15,No
549,A380,4.11,2.22,Yes,3.76,2.13,Yes
550,A320,7.76,1.98,Yes,2.58,6.39,No
551,B787,1.39,7.85,Yes,9.98,5.2,Yes
552,B737,2.91,9.7,Yes,3.95,7.08,No
553,A350,2.04,3.14,Yes,5.67,5.02,Yes
554,B737,4.81,8.16,No,4.03,2.4,Yes
555,B737,2.08,6.88,Yes,4.46,1.83,No
556,A320,6.47,9.78,Yes,8.8,3.16,Yes
557,B787,9.92,1.2,No,1.08,2.06,No
558,B787,8.01,0.23,Yes,6.14,9.64,No
559,A320,8.07,5.3,No,9.36,3.39,Yes
560,B787,1.45,2.09,Yes,0.61,8.76,No
561,A380,7.71,6.6,No,3.83,0.13,Yes
562,A320,4.69,8.04,Yes,0.38,0.09,No
563,A350,2.82,5.54,Yes,6.25,4.83,No
564,B787,3.79,2.0,No,9.61,2.5,Yes
565,B787,1.57,8.58,Yes,8.14,6.51,Yes
566,A320,0.95,0.77,No,0.41,9.68,No
567,A380,8.78,0.71,No,8.66,8.16,Yes
568,A350,1.73,3.86,Yes,0.01,5.69,Yes
569,B737,5.23,7.41,Yes,4.06,7.41,No
570,A320,0.4,1.7,No,2.22,4.96,Yes
571,B787,9.62,2.12,Yes,8.62,4.64,No
572,A380,9.15,8.02,Yes,0.71,0.88,Yes
573,A320,8.32,9.37,No,2.83,5.92,No
574,A320,8.75,5.72,Yes,9.27,8.29,Yes
575,A320,8.23,6.34,Yes,8.2,5.73,Yes
576,A350,6.47,4.6,No,7.3,1.95,Yes
577,B787,4.31,4.07,No,9.66,6.82,No
578,B737,8.6,3.21,No,1.18,8.77,No
579,A320,4.46,5.08,No,6.4,3.72,Yes
580,A380,7.38,0.36,Yes,5.45,1.97,No
581,A380,6.24,7.17,Yes,4.42,7.26,Yes
582,B787,6.48,4.98,No,5.54,9.14,Yes
583,B737,9.83,1.51,No,9.96,4.63,Yes
584,B787,2.38,6.14,No,5.58,5.46,Yes
585,A350,2.8,9.16,Yes,8.42,8.92,No
586,B787,6.62,4.23,No,2.61,6.51,Yes
587,A320,4.75,1.91,No,3.21,9.91,Yes
588,A350,3.4,2.04,No,4.92,5.88,No
589,A320,8.0,0.69,Yes,0.11,7.45,Yes
590,B737,9.76,1.7,Yes,4.85,8.22,No
591,B737,2.01,0.52,No,9.29,4.08,Yes
592,B787,8.89,7.81,Yes,4.87,8.04,No
593,A320,9.2,4.58,Yes,7.26,1.87,Yes
594,A320,0.15,3.26,No,2.74,8.14,No
595,B737,8.99,0.92,Yes,3.83,5.58,No
596,A350,4.02,7.87,Yes,8.53,9.22,No
597,A380,3.46,3.42,No,7.4,8.63,Yes
598,A350,2.64,5.72,No,7.58,2.07,Yes
599,B787,8.22,5.27,No,1.89,3.51,No
600,B787,0.63,8.06,No,5.31,3.18,Yes
601,A380,7.76,3.02,Yes,9.44,5.02,Yes
602,B737,8.51,2.11,No,6.56,5.6,Yes
603,A320,6.65,6.56,No,2.9,3.1,No
604,A320,8.21,9.78,No,0.69,3.09,No
605,A380,2.89,9.83,Yes,7.35,7.06,No
606,A320,2.31,3.06,Yes,7.26,5.38,No
607,A380,2.07,0.91,Yes,7.2,4.57,Yes
608,B737,4.4,5.45,No,9.93,2.09,Yes
609,A380,0.98,0.66,No,4.32,9.4,No
610,B737,6.37,4.05,Yes,2.84,8.1,No
611,B737,9.66,7.72,Yes,3.25,5.84,No
612,A350,9.51,3.25,No,5.88,7.92,No
613,A380,9.57,3.22,No,2.08,8.75,No
614,A320,3.7,1.73,No,0.67,5.78,Yes
615,B787,7.86,7.08,Yes,1.3,3.73,Yes
616,B737,10.0,0.41,Yes,8.6,9.3,Yes
617,B737,4.49,8.16,No,9.4,1.46,No
618,A350,0.64,2.5,No,0.65,8.61,No
619,B737,1.56,6.22,No,3.81,2.21,No
620,B787,7.17,5.51,Yes,8.12,5.86,No
621,A380,1.61,9.13,Yes,3.27,2.12,Yes
622,A320,4.65,4.33,No,5.47,6.62,No
623,A350,6.97,4.73,No,7.23,1.41,Yes
624,A320,2.04,0.66,No,0.27,7.07,No
625,A350,4.62,5.26,No,6.63,6.97,No
626,B787,1.39,9.08,Yes,7.3,7.28,Yes
627,A350,1.4,4.88,No,2.97,6.53,Yes
628,A380,6.43,9.1,Yes,5.58,7.83,No
629,A320,4.04,2.06,No,4.77,1.79,No
630,B737,6.05,8.25,No,5.04,2.98,Yes
631,B787,0.75,3.31,No,5.94,7.24,No
632,A320,3.04,7.97,Yes,6.08,9.87,Yes
633,A350,5.12,7.21,No,8.25,9.34,Yes
634,A320,2.86,4.38,No,0.42,7.11,Yes
635,A380,8.95,1.62,Yes,0.55,3.19,No
636,B737,7.44,4.98,Yes,3.75,0.21,No
637,A380,6.28,8.59,Yes,0.3,6.79,No
638,A350,1.44,8.14,No,3.89,2.05,No
639,B737,4.26,1.33,Yes,9.12,0.5,Yes
640,B787,6.39,0.55,No,4.94,4.66,Yes
641,A350,4.26,7.43,No,8.7,8.35,Yes
642,A380,7.41,1.57,No,3.71,6.23,Yes
643,B787,6.84,4.68,No,8.47,1.48,No
644,B787,5.53,8.32,No,0.54,7.99,Yes
645,B787,7.81,2.62,No,9.39,8.3,Yes
646,A350,0.3,6.82,No,3.67,0.39,Yes
647,A380,9.73,0.41,Yes,9.01,7.68,No
648,A350,7.45,4.42,No,0.39,1.33,Yes
649,B737,8.6,3.46,Yes,1.78,3.72,No
650,B787,2.87,2.88,Yes,3.89,8.5,Yes
651,A350,3.71,7.35,No,3.42,4.83,Yes
652,B737,0.96,8.72,Yes,5.04,6.54,No
653,A320,5.47,1.02,Yes,7.38,7.26,Yes
654,B787,8.51,1.8,Yes,7.69,6.79,Yes
655,A350,8.85,4.4,Yes,3.13,2.62,Yes
656,A320,9.13,7.25,Yes,3.67,4.14,Yes
657,A380,8.33,1.58,No,3.37,4.85,No
658,B787,8.65,1.71,Yes,8.72,0.22,No
659,B737,2.4,1.11,No,3.74,7.52,Yes
660,A350,5.45,8.46,Yes,2.45,5.13,Yes
661,B737,6.87,5.15,No,9.34,1.57,No
662,A320,7.87,5.58,Yes,1.93,3.2,Yes
663,A320,6.5,9.3,No,7.04,0.82,No
664,A350,9.86,3.37,No,8.5,8.98,No
665,B737,9.08,2.59,Yes,0.26,0.88,Yes
666,A320,1.56,4.41,Yes,5.45,3.82,Yes
667,A320,3.5,1.18,No,2.96,9.06,No
668,A320,9.61,3.29,No,4.34,0.26,No
669,A380,0.66,8.82,Yes,0.55,5.17,No
670,A380,2.65,2.23,Yes,3.44,9.09,Yes
671,B787,4.88,6.1,Yes,7.58,2.71,Yes
672,A380,4.5,9.3,Yes,9.41,6.48,No
673,A320,3.04,0.97,No,0.86,6.52,Yes
674,A320,4.22,4.2,Yes,1.27,0.73,No
675,A380,5.48,0.76,No,5.52,7.09,No
676,B787,2.24,2.15,Yes,3.8,2.89,Yes
677,B737,7.74,2.91,No,2.71,3.97,No
678,B787,4.19,0.98,No,5.98,5.71,No
679,A380,7.56,3.5,No,4.59,8.02,Yes
680,A380,1.32,0.94,Yes,8.22,6.07,Yes
681,A350,8.61,9.87,Yes,1.68,5.59,No
682,B737,5.1,2.33,No,7.38,5.27,No
683,B787,9.96,9.7,Yes,4.69,6.0,Yes
684,B787,9.87,3.4,Yes,2.56,0.24,No
685,A320,9.35,9.56,Yes,4.47,5.13,Yes
686,A320,7.95,0.35,Yes,1.21,0.43,No
687,B737,8.49,1.31,No,7.91,7.9,No
688,B787,8.9,8.38,Yes,2.25,6.77,No
689,A350,8.83,1.95,No,1.33,4.04,Yes
690,A320,7.75,8.05,Yes,1.55,8.67,Yes
691,A320,1.9,0.8,Yes,8.55,3.53,No
692,A380,9.03,9.81,No,1.35,5.81,No
693,B787,2.34,1.89,No,9.79,7.07,No
694,A380,6.04,0.27,Yes,7.66,8.35,No
695,B737,8.23,0.51,Yes,2.31,9.71,Yes
696,A380,1.47,1.42,No,4.47,0.53,Yes
697,A380,0.38,8.57,Yes,6.11,0.13,Yes
698,A350,5.55,8.43,No,5.35,7.63,No
699,A380,0.33,5.75,No,4.99,4.07,Yes
700,B737,7.63,0.68,No,6.79,6.45,No
701,B787,6.52,4.1,Yes,1.19,10.0,No
702,B737,7.25,1.07,Yes,3.62,6.92,Yes
703,B737,7.08,7.6,No,5.7,1.24,Yes
704,A350,6.12,7.54,No,1.82,3.79,Yes
705,B787,1.29,3.09,Yes,0.19,6.59,No
706,B787,9.39,2.51,Yes,6.15,5.46,Yes
707,A350,2.2,7.48,Yes,6.0,8.48,No
708,B787,7.6,8.24,Yes,3.81,0.68,No
709,B737,5.76,9.36,Yes,4.05,4.24,Yes
710,B737,7.16,0.2,No,6.84,7.65,No
711,B787,0.39,5.71,No,6.74,9.9,Yes
712,A350,5.6,2.64,No,4.05,7.0,No
713,A320,1.31,4.96,No,9.77,3.72,No
714,A380,1.85,7.15,No,9.57,4.03,No
715,A320,2.68,4.33,No,0.42,6.32,No
716,A350,8.75,2.17,No,0.32,9.07,Yes
717,A350,6.92,5.45,No,7.36,9.73,No
718,A320,6.19,8.02,No,3.43,2.79,Yes
719,A320,5.34,6.44,Yes,3.04,1.65,Yes
720,B787,9.9,0.48,Yes,5.76,6.86,No
721,A320,8.0,1.27,Yes,4.44,0.68,Yes
722,B737,8.13,4.84,No,5.75,2.88,No
723,B737,1.3,1.36,No,9.98,7.06,Yes
724,B787,0.38,8.58,Yes,6.91,8.19,No
725,A350,7.01,0.05,Yes,3.57,8.55,No
726,B787,4.96,5.23,No,5.46,0.49,Yes
727,B787,8.82,1.62,Yes,6.4,0.99,Yes
728,A380,5.26,9.97,Yes,0.43,2.27,Yes
729,A380,8.8,4.64,No,9.99,0.45,Yes
730,A350,1.83,8.29,No,3.06,4.53,Yes
731,A380,3.45,7.76,Yes,0.05,9.77,Yes
732,B737,1.2,0.04,No,3.91,0.13,Yes
733,A380,1.32,4.7,No,0.97,6.22,No
734,B787,5.11,5.4,Yes,2.32,3.21,No
735,A350,7.79,7.34,No,6.69,8.59,Yes
736,A320,0.49,6.89,No,3.85,2.72,No
737,B787,6.41,8.92,Yes,1.28,1.33,No
738,A350,4.5,6.1,No,6.41,6.63,Yes
739,B737,3.88,8.83,Yes,3.97,8.37,Yes
740,A320,4.45,4.01,Yes,8.92,2.07,No
741,A380,9.65,5.41,Yes,1.47,0.66,Yes
742,A320,0.0,9.48,Yes,7.64,0.08,No
743,B737,5.09,8.74,Yes,1.31,0.32,No
744,B787,7.82,3.12,No,6.89,2.81,No
745,A350,7.5,9.57,No,1.16,4.16,Yes
746,B737,6.26,9.75,No,3.9,1.55,Yes
747,A380,9.62,8.62,No,6.37,8.54,Yes
748,A350,2.35,2.16,Yes,1.33,5.73,Yes
749,B737,8.91,1.68,Yes,7.62,8.72,No
750,A380,6.17,5.67,Yes,0.48,9.72,Yes
751,A320,8.3,1.81,Yes,8.67,4.66,Yes
752,A320,1.02,2.4,No,7.62,6.01,No
753,A380,9.71,6.62,No,0.66,3.28,Yes
754,B787,7.46,9.67,Yes,3.21,8.07,Yes
755,B737,2.48,9.18,Yes,9.3,5.44,No
756,A380,4.81,5.43,No,1.59,8.87,Yes
757,A320,2.88,4.77,Yes,7.37,6.65,Yes
758,A320,5.99,9.54,No,2.78,5.96,Yes
759,B787,7.9,1.21,No,0.81,6.3,Yes
760,B787,4.05,3.94,Yes,3.16,5.25,Yes
761,A380,8.38,6.32,No,0.28,3.94,Yes
762,A320,2.48,6.4,No,9.77,0.62,No
763,A350,6.72,5.96,Yes,2.26,6.57,Yes
764,A320,6.82,9.75,Yes,1.92,4.65,No
765,A350,2.13,4.53,No,8.83,6.36,No
766,A320,1.88,0.94,No,5.73,8.61,Yes
767,A380,6.18,2.47,No,8.38,7.83,No
768,B787,0.19,9.71,Yes,0.17,0.26,No
769,A320,3.49,2.94,No,6.67,7.72,Yes
770,A380,5.75,1.25,No,1.63,9.52,Yes
771,A320,3.16,5.66,No,4.93,8.36,Yes
772,B737,5.55,4.53,Yes,2.41,7.34,Yes
773,B787,1.52,2.6,No,5.83,6.74,Yes
774,A380,0.95,1.36,Yes,1.61,6.6,Yes
775,B737,3.23,5.47,Yes,1.31,9.17,Yes
776,A320,4.02,3.46,No,4.99,7.95,Yes
777,B737,3.36,6.34,No,0.79,0.15,No
778,B787,5.43,8.25,Yes,9.19,5.45,Yes
779,B737,1.59,4.67,Yes,1.28,0.86,Yes
780,B787,2.86,9.78,No,3.67,9.28,Yes
781,A350,5.37,7.51,No,0.59,5.53,Yes
782,A380,8.65,2.51,No,4.42,4.04,Yes
783,A320,8.53,6.14,Yes,1.04,0.94,No
784,A320,6.93,6.74,Yes,5.45,6.93,No
785,B737,3.32,4.15,No,0.63,8.64,Yes
786,A350,5.21,0.16,No,7.68,1.1,No
787,B787,2.84,5.96,No,8.95,7.61,Yes
788,A320,1.37,7.69,No,3.48,4.7,Yes
789,A320,6.52,8.51,Yes,5.51,9.94,Yes
790,A350,1.63,0.59,Yes,9.71,1.93,Yes
791,A320,0.52,6.96,Yes,1.1,0.89,No
792,B737,1.46,9.88,No,6.44,7.79,Yes
793,A320,8.35,7.55,No,8.91,2.3,No
794,B737,5.32,2.03,Yes,9.72,0.45,No
795,A350,8.56,3.68,Yes,8.34,8.56,No
796,B787,3.27,3.66,Yes,7.63,6.64,Yes
797,A320,6.81,0.18,Yes,3.52,9.1,No
798,A320,4.78,3.72,Yes,6.62,0.78,Yes
799,A320,4.21,9.06,No,7.26,8.08,Yes
800,A320,4.16,7.43,No,2.1,5.02,Yes
801,A320,1.39,4.08,Yes,0.54,8.25,Yes
802,B737,4.51,3.9,No,2.46,8.1,Yes
803,A350,8.15,10.0,No,7.66,1.01,No
804,B737,2.44,6.42,Yes,9.66,5.28,Yes
805,A380,3.56,7.89,No,4.65,4.31,No
806,A380,4.06,5.67,No,5.31,8.04,No
807,A350,2.46,9.46,No,9.11,2.92,Yes
808,A350,8.0,7.49,Yes,9.3,6.66,No
809,B737,8.02,7.97,Yes,6.84,7.05,Yes
810,A320,4.43,5.93,Yes,8.03,6.72,Yes
811,A350,7.51,6.06,Yes,5.44,2.03,No
812,A380,1.92,8.66,Yes,4.53,9.34,Yes
813,A320,6.06,2.2,Yes,0.55,5.59,No
814,B737,0.69,1.08,Yes,9.07,7.78,Yes
815,B737,5.95,4.68,No,2.57,6.66,No
816,B787,0.61,8.1,Yes,6.46,7.79,No
817,B737,6.28,3.25,Yes,8.0,8.03,Yes
818,B737,7.2,1.14,No,9.95,3.96,Yes
819,A320,9.82,2.77,No,9.96,4.83,Yes
820,B737,4.27,2.2,Yes,8.78,1.94,Yes
821,B787,5.35,7.27,No,9.65,5.33,No
822,B787,3.67,8.61,Yes,7.92,0.32,No
823,A320,3.27,0.43,No,7.43,7.11,Yes
824,B737,8.16,8.01,Yes,5.86,1.55,Yes
825,A350,1.65,3.02,Yes,5.85,2.86,Yes
826,A380,9.61,6.65,Yes,0.23,3.3,Yes
827,A320,9.89,1.82,Yes,1.32,1.17,Yes
828,A380,0.39,1.15,Yes,0.25,5.1,No
829,A350,5.44,9.67,No,8.55,5.2,No
830,B737,0.6,1.7,No,0.99,5.4,Yes
831,B737,8.47,7.36,No,0.89,4.75,Yes
832,A380,4.2,6.9,Yes,4.23,5.01,Yes
833,A350,6.49,4.05,No,5.08,9.21,No
834,B787,9.94,0.92,No,4.31,2.71,No
835,A320,1.81,0.49,No,9.88,9.92,No
836,A320,4.55,9.96,Yes,7.19,4.69,Yes
837,A320,8.55,4.5,No,4.07,5.02,Yes
838,A320,0.94,3.71,No,0.63,7.09,No
839,B737,9.93,4.07,No,6.8,4.62,No
840,A350,8.06,3.63,No,5.96,2.66,Yes
841,B787,4.29,0.55,Yes,3.73,7.14,No
842,A350,7.16,0.54,Yes,1.27,7.3,No
843,B787,6.09,3.65,No,3.85,0.07,Yes
844,B737,3.26,5.36,Yes,3.89,7.91,Yes
845,B787,9.31,1.58,No,0.48,7.96,Yes
846,A380,8.43,1.65,No,0.13,8.58,No
847,B787,4.8,3.96,No,7.74,8.35,No
848,A350,8.78,8.02,No,4.27,9.25,No
849,B787,8.0,4.41,Yes,8.84,1.64,Yes
850,A320,4.33,0.28,No,6.8,4.76,No
851,B737,1.03,6.5,Yes,4.19,9.03,No
852,A320,7.96,8.75,Yes,5.7,4.56,No
853,B737,7.58,3.87,No,1.97,1.13,Yes
854,B737,4.86,7.48,Yes,8.37,3.44,Yes
855,A320,0.3,3.82,Yes,4.17,2.62,No
856,A380,3.13,3.19,No,2.88,6.69,No
857,A320,4.3,1.11,No,7.12,3.3,No
858,A380,5.77,4.37,Yes,7.16,9.52,Yes
859,A350,4.36,2.47,No,2.16,1.94,Yes
860,B787,7.89,6.52,No,9.5,4.98,No
861,A320,8.89,0.74,No,7.06,9.78,No
862,A350,4.89,5.77,Yes,4.4,6.65,No
863,B737,4.96,4.99,Yes,2.93,3.83,No
864,A320,1.92,4.42,No,4.87,5.37,Yes
865,A380,1.06,6.26,No,9.04,1.93,No
866,B737,2.06,7.97,No,6.12,4.07,Yes
867,B737,9.0,6.81,No,1.6,0.59,No
868,A320,2.15,7.09,No,2.04,5.25,No
869,B787,2.36,0.13,No,4.78,3.38,Yes
870,A320,6.2,2.18,Yes,6.27,10.0,Yes
871,A380,1.4,3.95,No,9.23,8.45,Yes
872,B787,4.48,9.0,No,7.5,6.41,No
873,A320,6.0,5.34,Yes,9.27,6.93,No
874,A380,6.13,1.77,No,6.6,3.16,Yes
875,A350,9.12,1.6,Yes,4.35,8.63,Yes
876,A380,7.3,2.3,Yes,7.36,8.06,Yes
877,A320,6.32,7.68,No,7.88,4.07,No
878,B737,6.2,9.67,No,5.42,3.77,No
879,A350,8.38,5.67,No,1.54,9.55,No
880,B787,7.78,1.27,No,6.88,2.13,No
881,A350,1.94,9.4,Yes,4.37,6.53,No
882,A320,2.44,4.0,No,2.04,4.65,No
883,B737,3.65,7.23,No,4.37,7.85,No
884,B787,8.89,4.26,No,4.12,3.38,No
885,B737,0.75,1.65,Yes,8.77,9.17,Yes
886,A320,5.29,2.41,No,2.07,0.36,No
887,A350,7.66,2.92,No,1.57,8.41,No
888,A350,4.36,7.08,No,2.33,7.78,No
889,B787,4.78,8.01,Yes,6.97,7.26,Yes
890,A320,1.0,3.74,Yes,2.38,7.45,No
891,A380,3.17,6.38,Yes,4.28,3.67,No
892,B787,9.16,2.09,Yes,5.49,6.75,No
893,B737,2.42,3.18,No,7.17,1.06,Yes
894,A380,2.8,6.37,Yes,1.06,0.74,Yes
895,B787,5.76,7.92,No,3.31,9.85,No
896,A380,0.58,8.36,No,7.3,7.58,No
897,A320,3.41,2.82,Yes,3.06,5.1,No
898,A320,0.81,3.06,Yes,4.93,6.36,No
899,A350,3.09,5.55,No,0.02,1.76,No
900,B737,4.85,5.09,Yes,5.29,3.64,Yes
901,A380,8.31,4.01,No,2.15,1.5,Yes
902,A380,3.9,3.48,No,6.95,1.47,No
903,A320,6.36,7.33,No,1.37,1.84,Yes
904,A380,1.2,9.28,No,8.57,1.31,Yes
905,A380,8.86,2.22,Yes,1.35,0.09,Yes
906,A320,8.04,6.52,No,8.81,6.6,No
907,B737,2.82,1.73,No,4.07,7.76,Yes
908,A350,1.88,2.8,Yes,8.77,5.15,No
909,A380,2.93,6.45,Yes,2.38,8.92,No
910,A320,6.99,4.9,Yes,1.12,1.53,No
911,A380,7.46,2.66,Yes,2.17,8.28,No
912,A320,8.59,5.87,Yes,3.4,6.17,Yes
913,A350,0.84,8.72,No,9.81,5.73,No
914,B787,3.85,6.93,No,6.15,4.21,Yes
915,A350,6.28,5.12,No,4.32,4.53,Yes
916,A350,8.72,2.12,No,6.51,7.93,No
917,B737,5.12,2.59,Yes,6.46,0.45,No
918,A350,6.49,9.36,No,1.89,5.95,No
919,A350,9.16,8.36,Yes,1.94,2.75,No
920,A350,7.4,5.87,No,1.38,2.91,No
921,A350,2.08,4.45,Yes,7.91,6.77,No
922,A380,2.41,6.51,Yes,5.57,1.41,Yes
923,A350,9.85,9.87,No,1.91,6.7,No
924,A380,6.28,7.5,No,4.12,0.28,Yes
925,A350,0.34,5.07,Yes,8.11,7.75,Yes
926,A380,9.43,4.79,Yes,5.84,3.78,No
927,A380,5.98,2.22,Yes,6.58,1.71,No
928,B787,9.64,7.1,Yes,3.49,3.09,No
929,A350,7.47,7.48,Yes,7.77,8.52,No
930,B787,8.82,4.29,Yes,6.92,2.83,Yes
931,A320,4.6,6.28,Yes,0.39,6.8,No
932,B787,6.13,7.31,Yes,7.73,1.17,No
933,A320,7.06,1.75,Yes,8.68,5.54,Yes
934,A380,5.36,0.82,No,2.67,8.95,Yes
935,B737,9.38,3.92,Yes,8.96,1.15,No
936,A350,1.46,1.38,Yes,3.25,6.41,No
937,A350,8.21,7.64,No,1.09,2.2,Yes
938,A350,6.4,3.87,Yes,7.41,8.43,No
939,B737,6.37,0.01,No,3.05,8.64,No
940,A350,1.18,9.33,No,0.88,5.65,Yes
941,A380,9.13,1.23,Yes,9.26,2.62,No
942,A320,5.12,6.96,Yes,6.6,7.51,Yes
943,A350,8.98,8.51,Yes,2.6,7.87,No
944,B737,1.74,7.7,No,5.21,1.64,Yes
945,A380,7.21,2.48,Yes,4.3,6.63,No
946,B787,1.26,3.42,Yes,3.95,9.03,Yes
947,B787,8.39,3.34,No,9.85,2.75,No
948,B737,7.02,3.96,No,9.19,2.57,Yes
949,A350,9.86,5.18,Yes,9.88,4.73,Yes
950,A380,4.43,9.62,No,3.14,2.84,No
951,B737,7.49,2.82,Yes,6.36,8.99,No
952,A350,8.82,7.35,Yes,4.61,1.49,Yes
953,A350,1.85,7.12,No,1.96,6.06,No
954,A380,4.5,2.24,No,5.65,1.48,Yes
955,A350,6.0,8.62,Yes,3.09,0.68,Yes
956,A380,2.0,0.36,No,3.68,0.12,Yes
957,A350,6.93,7.12,Yes,9.28,5.65,No
958,B787,3.14,9.37,Yes,0.26,0.98,Yes
959,B787,1.34,9.78,Yes,1.54,4.09,Yes
960,B787,2.65,0.65,Yes,1.34,8.95,Yes
961,B787,3.38,9.95,Yes,0.47,4.18,Yes
962,A380,4.75,8.27,No,9.58,0.36,No
963,A350,0.86,2.78,Yes,5.46,3.89,Yes
964,B787,2.74,6.08,No,0.39,1.95,Yes
965,A350,3.81,8.04,No,0.03,7.98,Yes
966,A380,6.12,2.05,Yes,1.75,3.64,Yes
967,A320,3.03,6.75,Yes,5.49,4.09,Yes
968,A380,5.21,4.15,Yes,2.68,6.05,Yes
969,A350,3.5,6.98,No,2.09,2.61,Yes
970,B737,6.55,9.77,No,2.84,6.65,No
971,B787,0.78,1.2,Yes,5.94,3.78,No
972,A350,5.18,7.14,No,3.66,8.58,Yes
973,B737,4.63,6.58,No,4.1,0.76,Yes
974,B787,5.23,1.82,Yes,5.76,3.01,No
975,B737,0.78,5.62,No,5.3,3.88,Yes
976,B737,9.07,1.3,Yes,1.21,6.88,Yes
977,B737,4.38,5.15,No,0.41,8.68,Yes
978,B737,1.98,1.53,No,6.58,8.02,Yes
979,B787,7.78,4.52,Yes,6.29,4.11,Yes
980,A320,0.94,9.07,No,2.84,5.7,No
981,A380,1.36,1.11,No,7.01,0.64,Yes
982,A320,0.46,2.64,No,1.06,2.6,No
983,A320,9.2,9.54,No,0.99,3.11,No
984,A350,0.34,8.25,No,7.92,9.34,Yes
985,A380,6.93,9.27,Yes,1.25,9.78,Yes
986,B737,4.38,7.7,No,9.71,9.27,Yes
987,B787,3.16,5.14,Yes,1.75,8.38,No
988,B737,2.85,4.74,No,4.87,3.05,No
989,B737,2.29,7.5,No,4.12,2.87,Yes
990,B737,8.91,1.48,No,0.36,7.14,No
991,A320,3.38,9.47,No,8.95,2.26,Yes
992,A320,6.11,7.64,No,4.32,6.17,No
993,B737,5.83,8.79,Yes,1.21,4.58,Yes
994,A380,0.7,8.94,No,0.44,5.21,No
995,A350,9.1,8.42,Yes,4.24,0.47,No
996,A320,9.23,3.25,Yes,9.63,6.42,Yes
997,B737,2.35,9.51,No,3.94,2.78,No
998,A320,0.79,6.46,No,5.26,2.06,Yes
999,A380,3.09,4.09,Yes,4.9,7.66,Yes
1000,A320,6.57,3.92,Yes,1.61,8.29,Yes
1001,A320,9.42,7.32,Yes,3.7,4.08,Yes
1002,B787,0.51,1.18,Yes,5.74,3.19,Yes
1003,B737,5.43,8.68,No,5.76,4.29,No
1004,A350,7.1,9.49,No,1.5,3.26,No
1005,B787,6.91,2.98,Yes,2.09,3.26,Yes
1006,A320,6.19,7.76,No,9.38,0.56,Yes
1007,A350,2.29,2.16,No,3.43,3.88,Yes
1008,A380,5.44,2.83,No,3.25,4.5,No
1009,B737,1.71,4.78,No,8.02,6.7,No
1010,A320,7.22,1.88,Yes,2.35,5.13,No
1011,A320,5.59,5.81,Yes,7.26,9.08,No
1012,A320,5.72,3.07,Yes,8.73,8.89,Yes
1013,A320,2.2,8.28,Yes,7.74,5.13,No
1014,B787,2.56,0.53,No,3.67,7.27,Yes
1015,B787,9.9,4.41,No,9.4,4.62,Yes
1016,A320,3.4,5.6,Yes,6.3,4.29,No
1017,B787,9.34,7.05,Yes,8.93,0.17,No
1018,A320,0.24,0.12,Yes,4.92,4.26,Yes
1019,B787,9.27,8.23,No,5.63,1.58,No
1020,B787,4.5,4.36,No,8.58,6.97,No
1021,A380,7.57,6.46,Yes,1.39,9.78,No
1022,B787,1.01,5.42,Yes,1.99,0.54,No
1023,A380,1.73,7.11,Yes,9.11,0.32,No
1024,A320,4.82,1.9,No,1.84,9.83,No
1025,A350,9.21,4.67,Yes,9.05,3.95,No
1026,A320,4.73,9.65,No,3.64,5.76,Yes
1027,A320,9.11,1.0,Yes,7.08,5.02,No
