FlightID,AircraftType,FuelPlanned,FuelActual,RouteAdherence,PerformanceRating,GoAround,WeatherConditions,PilotEfficiency,OptimizedOperation
387,A350,4.31,5.51,0.55,4.21,No,Fog,2.19,Yes
388,A320,5.95,3.84,2.06,9.85,No,Fog,0.54,No
389,A350,7.92,4.91,0.48,7.69,Yes,Clear,3.46,No
390,A350,2.46,1.18,6.86,1.49,No,Fog,4.78,No
391,A350,8.49,9.49,6.17,9.95,Yes,Thunderstorm,4.13,No
392,A350,8.97,3.09,5.17,9.55,No,Fog,6.54,Yes
393,A320,9.13,0.98,1.16,6.0,No,Thunderstorm,0.96,Yes
394,A320,4.36,1.04,1.23,6.58,Yes,Thunderstorm,3.59,Yes
395,A380,6.2,0.61,8.31,3.01,No,Thunderstorm,4.99,No
396,A350,7.2,4.93,7.15,8.44,No,Clear,9.0,Yes
397,A380,3.79,8.05,5.13,0.57,No,Thunderstorm,0.15,No
398,A350,5.88,5.9,4.38,3.74,Yes,Clear,9.07,Yes
399,B787,2.9,6.88,9.52,3.05,Yes,Rain,1.32,Yes
400,A350,0.66,8.41,8.29,3.66,No,Thunderstorm,7.69,No
401,A320,6.96,9.92,0.4,4.74,No,Rain,7.43,No
402,B737,4.39,0.91,9.8,7.03,No,Thunderstorm,3.38,Yes
403,B737,5.67,6.33,4.06,7.46,Yes,Clear,9.61,No
404,B787,7.59,5.45,7.11,7.14,No,Rain,2.54,Yes
405,B737,4.65,1.81,1.01,8.6,Yes,Snow,2.22,Yes
406,A380,5.2,4.08,0.15,4.29,Yes,Snow,1.41,Yes
407,B787,2.64,8.7,5.89,7.21,No,Clear,7.8,No
408,A380,9.74,2.97,9.7,4.8,No,Snow,9.67,No
409,A320,5.42,3.8,0.7,8.0,Yes,Thunderstorm,7.51,Yes
410,A380,9.52,5.31,2.74,5.19,No,Rain,2.75,Yes
411,B737,2.36,0.21,2.24,0.02,No,Clear,9.69,Yes
412,A380,5.57,1.93,2.57,3.94,No,Clear,6.83,Yes
413,A350,3.19,4.09,2.77,2.54,No,Fog,1.9,No
414,A380,9.91,5.29,6.46,5.21,Yes,Rain,4.96,No
415,B787,9.91,2.58,5.5,5.59,No,Rain,4.08,Yes
416,A320,2.0,4.2,2.62,1.81,No,Rain,2.16,Yes
417,A320,8.65,6.0,3.1,8.56,No,Snow,8.78,No
418,A350,0.32,3.44,7.69,4.8,Yes,Thunderstorm,3.05,Yes
419,A380,4.99,8.71,8.07,8.42,No,Snow,4.7,Yes
420,A350,0.58,1.54,4.98,6.82,Yes,Thunderstorm,4.98,Yes
421,A320,5.34,3.57,6.05,1.06,Yes,Rain,2.2,No
422,B787,0.35,3.3,3.47,4.72,No,Fog,8.29,No
423,B737,9.25,9.83,7.47,4.76,Yes,Thunderstorm,4.9,Yes
424,A350,5.79,4.52,5.31,0.93,No,Rain,3.3,No
425,B737,0.08,8.71,7.03,6.06,Yes,Snow,5.27,Yes
426,A320,0.99,1.14,9.57,0.57,Yes,Clear,5.15,Yes
427,A350,9.75,8.7,4.87,2.18,Yes,Fog,2.28,Yes
428,A320,9.1,4.26,9.15,0.11,No,Rain,8.49,No
429,B787,7.68,4.5,3.95,7.88,Yes,Snow,6.79,No
430,A350,9.53,1.14,0.9,9.19,Yes,Fog,2.21,No
431,B787,7.63,3.5,9.41,9.63,Yes,Snow,6.99,Yes
432,A320,0.54,4.6,1.69,8.62,Yes,Snow,7.51,Yes
433,B737,0.05,8.31,3.01,7.99,Yes,Clear,2.25,Yes
434,B787,1.47,8.34,5.71,6.57,No,Clear,7.86,No
435,B787,1.24,9.61,4.83,1.53,Yes,Fog,2.08,No
436,B787,8.35,3.32,9.71,8.41,Yes,Thunderstorm,5.02,Yes
437,A320,4.45,3.35,1.84,5.37,No,Thunderstorm,9.78,Yes
438,A380,1.55,4.34,6.25,7.71,Yes,Thunderstorm,8.49,Yes
439,A350,0.09,4.01,5.31,1.62,Yes,Thunderstorm,3.13,No
440,A350,9.52,5.76,0.09,9.18,Yes,Snow,5.04,Yes
441,A320,7.85,1.23,1.4,9.01,Yes,Thunderstorm,1.44,No
442,B737,9.29,2.49,3.47,1.7,Yes,Snow,0.88,Yes
443,A350,4.98,2.42,5.0,9.18,Yes,Snow,3.72,Yes
444,A320,8.69,6.22,2.27,9.28,No,Snow,4.61,Yes
445,B737,6.1,3.93,2.27,4.91,No,Snow,8.1,No
446,B737,1.71,6.85,8.61,2.1,No,Rain,2.19,Yes
447,B787,4.62,8.76,4.71,8.26,No,Clear,8.77,No
448,B737,4.47,4.44,5.67,8.75,Yes,Fog,5.1,Yes
449,A350,7.26,7.64,3.07,3.61,No,Fog,2.89,No
450,A380,8.32,7.84,6.7,1.28,No,Snow,8.45,Yes
451,A380,3.73,9.3,6.93,5.14,No,Thunderstorm,1.25,No
452,A350,7.6,7.0,5.3,2.64,No,Clear,5.12,No
453,A320,3.19,2.14,1.75,2.74,No,Rain,4.73,Yes
454,A380,4.69,9.59,8.12,0.55,Yes,Snow,9.2,No
455,A350,3.93,2.19,9.33,3.51,Yes,Fog,1.94,No
456,A380,5.11,3.69,1.86,7.86,Yes,Rain,4.62,Yes
457,A350,7.71,7.77,3.33,4.48,No,Clear,0.15,No
458,A380,7.03,3.28,6.4,8.24,Yes,Thunderstorm,8.02,Yes
459,A380,8.75,8.26,8.23,1.59,No,Rain,3.93,Yes
460,A320,2.62,0.18,1.89,1.96,No,Thunderstorm,5.32,No
461,A320,9.99,2.95,6.52,0.73,Yes,Rain,4.09,No
462,B787,9.43,4.2,3.0,1.78,Yes,Snow,3.88,No
463,A350,3.69,4.77,0.1,8.58,No,Snow,3.24,No
464,A380,3.93,4.62,6.64,3.73,No,Rain,7.74,No
465,B737,2.91,5.81,8.66,3.41,No,Rain,3.84,No
466,B787,7.68,6.16,9.57,0.09,Yes,Snow,7.74,Yes
467,B737,4.54,5.36,8.42,7.16,No,Thunderstorm,0.52,No
468,A350,4.6,4.87,9.74,3.61,No,Thunderstorm,9.64,Yes
469,A350,3.63,8.58,7.56,0.19,Yes,Fog,6.34,Yes
470,A350,3.63,8.08,2.61,4.26,Yes,Clear,3.09,Yes
471,B787,6.36,9.41,6.81,5.43,Yes,Snow,6.06,No
472,A380,7.64,3.26,6.11,9.08,No,Thunderstorm,2.66,Yes
473,B737,8.41,9.65,9.26,2.43,Yes,Rain,3.52,No
474,A350,4.68,5.19,8.04,2.06,Yes,Fog,6.84,Yes
475,B787,6.1,5.29,5.58,1.12,No,Clear,3.43,Yes
476,A350,2.07,4.46,5.99,7.53,Yes,Rain,5.47,No
477,B737,7.57,9.21,6.31,8.35,Yes,Snow,8.37,No
478,B787,0.71,4.04,9.66,8.63,No,Fog,9.19,No
479,B787,6.27,5.75,3.1,1.89,No,Thunderstorm,9.22,No
480,B787,2.38,2.17,4.36,0.1,No,Rain,1.33,Yes
481,A380,6.77,1.79,5.36,5.04,No,Rain,3.27,No
482,B787,1.67,9.94,7.07,6.72,Yes,Thunderstorm,3.54,Yes
483,B787,7.37,6.33,3.71,1.0,Yes,Snow,4.1,Yes
484,A380,2.07,9.74,8.14,0.13,No,Rain,2.78,Yes
485,A350,6.93,2.85,5.83,1.48,Yes,Thunderstorm,8.09,No
486,A380,4.5,9.05,8.91,4.4,Yes,Thunderstorm,9.04,Yes
487,A350,8.78,4.65,2.26,1.55,No,Fog,0.09,Yes
488,B787,1.25,7.32,9.16,2.86,No,Thunderstorm,2.67,Yes
489,A380,3.4,3.5,9.81,8.92,No,Fog,9.79,Yes
490,A380,4.48,9.53,7.59,6.11,No,Fog,8.34,No
491,B787,4.04,6.92,7.44,3.1,No,Clear,2.93,No
492,A320,4.57,7.08,9.36,9.09,Yes,Snow,4.41,Yes
493,A380,4.95,4.74,3.74,6.27,No,Rain,6.49,Yes
494,B737,3.72,9.44,9.63,4.91,Yes,Fog,4.83,Yes
495,B737,2.8,4.85,7.69,9.56,Yes,Clear,3.79,No
496,B787,2.11,8.69,0.01,2.14,Yes,Snow,4.61,No
497,A350,4.64,6.96,1.71,5.34,Yes,Fog,2.45,No
498,B787,8.72,7.1,3.79,8.38,Yes,Thunderstorm,6.56,No
499,A320,4.91,1.85,4.96,9.65,Yes,Rain,8.78,No
500,B737,7.16,4.06,5.4,6.82,No,Thunderstorm,0.05,Yes
501,A380,7.04,6.34,2.3,7.29,Yes,Fog,2.65,Yes
502,B737,4.96,7.61,7.05,6.92,Yes,Snow,7.49,Yes
503,A320,3.3,7.13,3.78,9.14,Yes,Clear,7.66,Yes
504,A380,1.2,4.86,5.55,5.09,Yes,Snow,6.27,Yes
505,B737,6.24,2.14,5.89,9.02,No,Clear,0.99,No
506,A320,6.75,6.72,9.46,6.92,No,Clear,0.2,No
507,A350,9.37,2.99,6.14,2.03,No,Fog,9.12,Yes
508,B737,2.68,3.7,0.6,4.48,No,Thunderstorm,4.09,No
509,A380,8.57,5.05,2.02,4.75,Yes,Thunderstorm,9.68,No
510,B737,8.03,5.14,3.68,7.17,No,Snow,5.61,No
511,B787,4.99,6.9,7.12,3.31,No,Rain,3.84,Yes
512,A320,8.81,0.75,6.78,8.87,No,Snow,5.26,No
513,A380,4.43,0.87,5.65,9.29,Yes,Snow,7.93,Yes
514,B787,0.87,5.71,2.19,3.24,Yes,Clear,8.33,Yes
515,A380,8.23,9.67,5.72,2.81,No,Thunderstorm,7.27,No
516,A350,9.06,3.86,2.78,3.56,Yes,Thunderstorm,8.46,Yes
517,B787,7.58,2.7,7.61,3.52,No,Snow,0.44,Yes
518,B787,8.62,6.49,5.54,3.69,No,Fog,4.56,Yes
519,B787,4.37,2.44,7.55,6.41,Yes,Thunderstorm,5.52,Yes
520,B787,4.44,4.12,4.88,6.66,Yes,Clear,3.04,No
521,B787,1.45,6.1,8.35,0.25,No,Clear,6.15,No
522,A350,0.22,2.32,2.92,1.55,No,Rain,1.05,Yes
523,B737,8.25,9.64,0.12,7.01,No,Fog,2.09,No
524,A380,7.12,0.15,9.0,0.74,No,Thunderstorm,6.69,No
525,B787,8.22,2.25,4.07,0.01,Yes,Snow,1.5,Yes
526,B737,1.64,5.79,2.45,7.9,No,Snow,6.11,No
527,A350,4.62,7.22,4.42,1.66,No,Clear,5.2,Yes
528,A320,0.45,9.01,5.49,9.38,No,Rain,5.06,No
529,A320,2.77,4.31,8.97,8.03,No,Snow,4.56,Yes
530,B787,4.51,3.21,4.58,8.28,No,Snow,4.5,Yes
531,A380,3.74,7.12,6.14,8.24,Yes,Thunderstorm,5.1,Yes
532,A380,7.72,8.3,9.58,5.65,Yes,Fog,5.3,No
533,B737,5.66,2.7,8.14,3.31,Yes,Fog,8.19,No
534,B737,9.86,4.36,7.92,1.09,Yes,Thunderstorm,5.23,No
535,A320,6.6,7.66,7.14,8.31,Yes,Thunderstorm,4.75,Yes
536,B787,1.87,4.0,5.91,9.98,No,Thunderstorm,7.15,Yes
537,B737,5.76,8.84,6.84,0.57,No,Clear,2.9,No
538,B787,1.96,8.5,5.8,2.4,Yes,Snow,6.31,No
539,A320,3.86,2.79,3.34,4.79,Yes,Clear,1.24,Yes
540,B787,1.4,8.88,8.67,5.54,Yes,Clear,6.56,Yes
541,B787,9.0,6.44,5.92,4.44,Yes,Clear,0.92,No
542,B787,6.64,8.85,9.17,8.28,Yes,Rain,9.66,No
543,A380,1.13,2.68,6.43,4.91,No,Thunderstorm,6.08,Yes
544,A380,9.61,0.1,6.49,0.87,No,Rain,9.33,No
545,B787,0.65,2.55,6.35,3.21,Yes,Clear,2.92,No
546,B787,2.19,6.7,8.39,5.35,Yes,Clear,7.79,Yes
547,A380,3.51,7.0,4.58,8.18,No,Clear,9.25,No
548,A380,7.65,0.05,9.06,7.01,No,Thunderstorm,6.03,No
549,A320,1.94,4.32,3.76,9.6,No,Thunderstorm,8.25,No
550,B787,8.14,3.08,6.26,4.11,Yes,Snow,0.55,No
551,A350,9.35,8.81,7.77,6.48,Yes,Clear,5.07,Yes
552,A350,9.28,4.23,7.76,9.2,Yes,Fog,5.5,No
553,A320,5.66,3.13,6.8,7.66,Yes,Fog,2.26,No
554,A350,8.29,5.28,3.04,5.8,No,Snow,0.97,Yes
555,A380,0.64,7.55,6.52,8.17,Yes,Fog,1.13,Yes
556,B787,5.1,9.5,3.33,6.88,No,Thunderstorm,1.59,Yes
557,B737,3.5,2.4,6.98,2.77,No,Rain,3.69,Yes
558,B737,5.58,5.91,8.21,9.79,Yes,Thunderstorm,2.21,Yes
559,B737,5.24,2.56,6.27,3.1,No,Snow,2.39,Yes
560,A350,5.13,8.74,0.21,6.93,Yes,Snow,0.24,Yes
561,A320,0.27,8.97,1.07,3.75,Yes,Clear,2.11,Yes
562,A320,2.58,6.25,4.12,8.72,No,Rain,7.74,No
563,A320,6.54,7.91,1.72,8.81,Yes,Snow,2.18,Yes
564,A380,7.3,4.22,2.95,9.7,Yes,Rain,2.81,Yes
565,A380,1.87,9.8,7.39,0.04,No,Fog,2.91,No
566,A320,7.7,0.39,1.42,8.95,Yes,Thunderstorm,3.67,Yes
567,A350,4.94,1.78,6.33,1.72,Yes,Clear,1.38,Yes
568,A380,0.88,6.65,8.65,1.05,Yes,Clear,2.84,No
569,A350,9.42,6.5,4.26,8.68,No,Clear,1.94,No
570,B787,0.3,2.17,2.86,5.22,Yes,Clear,5.22,Yes
571,A350,6.42,4.01,2.11,6.75,No,Snow,8.21,Yes
572,B737,5.45,7.88,8.99,2.7,No,Rain,8.71,No
573,A380,5.38,2.83,5.49,9.58,No,Clear,6.81,No
574,A320,4.99,5.99,1.76,2.5,No,Clear,7.17,No
575,A380,0.58,0.44,9.79,4.76,Yes,Clear,7.35,No
576,A380,0.76,6.24,7.16,1.82,No,Thunderstorm,7.15,Yes
577,A380,3.13,1.35,2.3,8.97,Yes,Thunderstorm,6.27,Yes
578,A320,1.63,5.72,6.81,0.02,Yes,Fog,4.06,No
579,A320,9.03,9.26,0.39,9.21,No,Fog,6.26,No
580,B787,1.23,4.66,7.82,0.03,No,Clear,2.26,No
581,A350,5.26,4.45,6.04,4.1,No,Thunderstorm,4.27,No
582,B787,9.7,4.39,1.16,2.19,No,Thunderstorm,6.55,No
583,B737,8.42,1.27,0.67,4.6,No,Clear,6.74,Yes
584,A350,8.52,3.87,6.65,9.52,No,Thunderstorm,8.73,No
585,B787,0.8,5.84,7.05,7.45,Yes,Thunderstorm,9.45,Yes
586,B737,7.55,1.48,3.91,9.66,No,Snow,4.75,No
587,A320,7.86,3.72,1.97,2.44,Yes,Snow,2.97,No
588,A380,3.62,7.37,4.9,3.99,Yes,Thunderstorm,2.67,Yes
589,A320,0.92,5.56,5.34,9.65,Yes,Thunderstorm,6.22,No
590,A320,4.22,5.01,5.6,3.53,Yes,Rain,9.89,Yes
591,A350,0.61,0.35,7.62,8.0,No,Fog,2.58,No
592,A350,3.59,4.65,6.9,2.31,No,Clear,8.5,Yes
593,A350,7.47,8.64,8.43,3.03,No,Rain,9.62,Yes
594,B737,8.8,0.84,1.41,5.04,No,Rain,1.97,Yes
595,A320,8.27,6.45,1.93,1.77,Yes,Clear,2.92,No
596,A350,7.58,4.32,5.36,4.89,Yes,Snow,1.46,No
597,A380,6.81,6.46,0.08,6.44,Yes,Fog,3.57,Yes
598,B737,5.8,6.89,6.72,1.29,Yes,Thunderstorm,7.87,Yes
599,A380,0.58,6.2,7.73,5.46,Yes,Thunderstorm,2.55,No
600,A380,0.19,7.5,7.62,9.35,No,Thunderstorm,9.54,No
601,B737,8.76,7.96,1.01,6.67,Yes,Clear,1.75,No
602,A320,4.92,1.65,4.19,1.05,Yes,Fog,4.54,Yes
603,A350,8.69,8.72,2.28,4.1,Yes,Thunderstorm,1.94,Yes
604,A350,5.39,6.55,3.35,7.54,Yes,Clear,6.95,Yes
605,A350,4.77,1.32,5.05,3.29,No,Snow,0.11,Yes
606,B787,4.8,8.18,9.15,9.75,Yes,Fog,2.0,Yes
607,B737,7.21,2.31,0.35,1.7,No,Snow,6.98,Yes
608,B737,8.34,0.1,7.65,3.15,Yes,Thunderstorm,9.63,Yes
609,B787,2.84,5.04,7.5,3.7,Yes,Fog,5.32,Yes
610,A320,4.75,3.86,4.91,5.99,No,Fog,1.72,No
611,A350,3.34,7.53,2.45,5.0,No,Clear,3.36,No
612,A380,1.52,0.02,7.44,0.34,No,Rain,0.0,No
613,A350,4.93,2.85,6.65,7.99,Yes,Snow,4.59,No
614,B787,6.49,5.55,8.05,7.48,Yes,Fog,1.24,Yes
615,B737,0.34,5.13,8.61,3.17,No,Thunderstorm,5.48,Yes
616,A380,6.56,4.32,3.21,0.73,Yes,Clear,7.04,Yes
617,A380,0.02,5.46,7.87,6.58,Yes,Thunderstorm,9.11,No
618,A350,5.92,4.33,0.78,8.75,Yes,Clear,8.2,Yes
619,B737,5.35,6.2,0.19,2.25,Yes,Clear,7.92,No
620,A320,3.01,8.18,8.13,9.38,No,Fog,6.8,No
621,A350,2.94,4.22,0.01,4.05,Yes,Clear,2.67,Yes
622,B737,5.88,8.38,8.02,8.36,Yes,Rain,6.62,No
623,A350,6.09,9.48,8.37,2.48,No,Clear,9.61,Yes
624,B737,3.01,0.68,3.71,0.95,Yes,Clear,3.92,No
625,A320,4.06,3.81,1.1,2.65,Yes,Snow,0.65,No
626,A350,7.78,4.04,8.36,2.48,No,Clear,2.58,No
627,A350,2.6,8.78,2.79,2.66,No,Snow,0.73,Yes
628,A380,3.1,1.85,5.54,5.38,Yes,Fog,7.19,No
629,A320,7.66,0.35,6.72,7.32,Yes,Thunderstorm,0.3,No
630,A380,8.92,1.64,2.76,3.2,No,Thunderstorm,4.76,No
631,A350,7.39,3.51,0.46,4.69,No,Clear,6.74,Yes
632,B737,9.08,7.07,3.59,9.89,Yes,Snow,4.82,No
633,A380,0.75,1.6,1.35,2.44,No,Thunderstorm,1.92,Yes
634,B787,1.95,9.12,5.22,9.21,No,Fog,7.3,Yes
635,A350,4.4,0.19,4.41,3.34,No,Rain,4.89,Yes
636,A350,4.65,5.2,8.86,4.22,Yes,Rain,5.55,No
637,B737,8.15,4.7,9.69,0.12,No,Clear,2.99,No
638,A350,7.95,4.79,2.48,3.32,No,Fog,7.88,No
639,A380,4.81,6.92,3.05,4.15,No,Thunderstorm,3.79,Yes
640,A350,3.23,8.97,8.75,5.6,No,Clear,9.09,Yes
641,B787,1.98,5.19,6.0,7.39,Yes,Thunderstorm,8.18,No
642,A320,7.98,7.27,5.95,2.9,No,Snow,9.56,Yes
643,B787,0.71,6.18,9.23,6.81,Yes,Rain,6.63,Yes
644,A320,6.6,0.9,3.05,8.94,Yes,Fog,1.99,Yes
645,A380,6.2,4.48,4.43,4.95,No,Clear,8.86,No
646,B787,3.11,2.63,8.7,8.32,No,Snow,8.15,No
647,B787,7.85,0.34,1.31,7.31,No,Rain,8.75,No
648,A350,8.69,4.49,6.98,5.52,No,Thunderstorm,1.81,Yes
649,A380,5.78,1.99,3.29,6.93,Yes,Rain,0.16,Yes
650,A350,1.08,3.55,3.77,9.05,Yes,Rain,8.77,No
651,A350,7.23,3.24,2.1,5.1,Yes,Thunderstorm,5.7,Yes
652,A320,7.71,8.73,2.38,2.07,Yes,Snow,7.6,Yes
653,B787,8.34,3.08,5.77,0.78,No,Thunderstorm,9.5,Yes
654,B787,5.66,6.87,9.57,1.86,Yes,Rain,5.89,No
655,B787,4.42,9.29,1.15,6.02,No,Fog,3.44,Yes
656,A380,3.21,7.68,2.48,6.4,No,Rain,7.69,Yes
657,B737,9.7,2.4,5.48,0.13,Yes,Snow,3.96,No
658,A320,8.06,6.89,3.6,7.6,No,Rain,4.46,Yes
659,B737,6.06,0.6,8.35,3.6,Yes,Rain,8.84,Yes
660,A350,0.43,2.24,7.05,6.88,No,Rain,0.07,No
661,B737,7.11,0.7,5.75,8.75,No,Thunderstorm,9.7,No
662,B787,8.26,9.86,9.75,4.73,No,Rain,7.69,Yes
663,A380,0.62,5.36,5.58,8.59,No,Thunderstorm,3.17,No
664,A380,4.24,9.83,3.09,7.23,No,Rain,1.24,No
665,B737,0.31,3.9,9.87,9.25,No,Clear,4.63,Yes
666,A320,8.62,8.39,2.48,5.47,Yes,Clear,2.0,No
667,B737,8.8,6.69,3.79,1.49,Yes,Fog,2.93,Yes
668,A350,2.05,9.32,7.2,2.55,Yes,Clear,1.69,Yes
669,B737,9.83,8.6,9.35,2.3,Yes,Clear,6.02,Yes
670,A350,7.51,6.56,6.79,1.69,No,Fog,6.43,No
671,A350,7.85,6.63,2.03,8.07,Yes,Snow,6.68,No
672,B737,5.34,2.94,3.23,8.14,Yes,Thunderstorm,2.13,Yes
673,B787,7.28,1.81,2.88,5.43,No,Snow,8.49,No
674,B737,3.55,2.45,6.41,3.63,No,Thunderstorm,2.24,No
675,A380,1.53,5.01,7.16,8.23,No,Clear,7.08,Yes
676,A320,9.01,7.39,8.46,8.91,No,Clear,8.0,Yes
677,A380,4.89,7.38,2.92,7.4,Yes,Snow,3.97,No
678,A320,2.43,3.18,3.51,4.81,No,Fog,1.92,No
679,A320,2.39,5.17,0.3,8.46,No,Clear,2.37,No
680,A380,0.58,5.02,7.53,1.67,No,Thunderstorm,2.09,No
681,A380,7.16,2.34,2.09,2.56,Yes,Thunderstorm,4.3,No
682,B737,0.51,2.95,7.38,5.92,No,Clear,4.63,Yes
683,B787,9.73,2.88,0.79,0.21,No,Clear,5.86,No
684,A320,6.31,6.24,1.92,9.2,No,Clear,7.71,Yes
685,A350,3.21,0.71,7.93,9.7,Yes,Clear,1.05,No
686,A380,1.72,8.67,9.27,8.37,Yes,Fog,7.4,Yes
687,B787,0.14,2.21,4.46,0.66,No,Rain,7.24,No
688,A350,9.22,8.92,1.81,3.65,No,Fog,8.02,Yes
689,B787,5.44,9.86,1.79,1.24,No,Snow,0.98,No
690,A380,6.29,0.23,7.26,8.05,Yes,Clear,1.76,Yes
691,A350,2.1,8.16,8.99,8.89,No,Fog,3.17,Yes
692,A320,2.42,9.88,6.03,9.12,Yes,Clear,5.73,No
693,A320,5.87,0.48,5.02,3.69,No,Fog,8.8,No
694,B787,2.19,4.2,4.2,2.0,No,Fog,2.13,Yes
695,B787,2.09,0.5,3.56,9.43,Yes,Clear,1.76,Yes
696,A380,7.36,1.13,5.51,7.75,Yes,Clear,0.66,Yes
697,A380,0.35,9.11,5.17,8.33,No,Fog,2.98,Yes
698,A380,4.39,2.64,3.14,6.93,No,Thunderstorm,7.84,Yes
699,A320,3.87,7.3,9.56,7.44,Yes,Rain,3.79,No
700,A320,9.01,9.66,9.35,9.35,Yes,Thunderstorm,3.0,Yes
701,B787,6.9,9.79,5.19,4.79,No,Rain,5.4,No
702,A320,9.32,5.49,8.14,5.25,Yes,Thunderstorm,8.68,No
703,B787,8.06,8.43,9.74,4.95,No,Snow,8.57,Yes
704,B737,3.54,9.51,1.96,5.97,No,Fog,2.04,Yes
705,A350,1.33,3.48,6.81,1.09,Yes,Rain,8.12,Yes
706,A380,7.25,2.52,5.03,9.26,No,Thunderstorm,3.56,Yes
707,A350,1.31,8.24,4.5,4.27,No,Rain,7.36,No
708,A350,2.45,0.95,6.72,7.48,No,Clear,3.69,Yes
709,A320,7.59,7.75,8.5,4.33,Yes,Clear,2.49,Yes
710,A320,9.23,8.05,5.16,3.18,Yes,Rain,2.09,Yes
711,B737,2.79,8.87,3.81,3.02,No,Rain,0.87,No
712,A320,5.59,3.03,4.27,6.52,No,Snow,1.59,No
713,A320,4.37,7.39,9.81,1.93,Yes,Snow,5.8,No
714,A320,2.51,1.66,4.77,3.91,No,Clear,2.79,No
715,A350,5.31,6.46,4.97,4.04,Yes,Thunderstorm,9.07,Yes
716,A350,5.57,8.14,3.86,2.08,No,Rain,9.78,No
717,A350,9.11,1.73,9.26,7.55,Yes,Clear,8.56,Yes
718,A350,8.02,3.67,8.02,8.62,Yes,Clear,2.3,No
719,A380,0.38,1.14,3.11,1.03,Yes,Fog,8.7,Yes
720,B787,1.33,0.5,9.32,3.37,No,Thunderstorm,9.2,Yes
721,B787,5.1,0.84,5.03,8.62,No,Fog,4.22,Yes
722,B737,6.35,3.67,3.76,4.15,Yes,Clear,3.9,Yes
723,A380,1.96,1.51,7.27,7.65,Yes,Clear,8.4,No
724,A350,8.89,1.48,8.55,9.52,No,Clear,8.0,No
725,B787,2.53,4.9,5.31,7.44,No,Fog,3.58,Yes
726,A350,1.29,9.06,0.15,8.81,Yes,Thunderstorm,3.79,No
727,A350,6.88,2.11,0.8,1.89,Yes,Thunderstorm,2.7,No
728,A380,6.82,7.57,0.1,9.62,Yes,Rain,4.26,No
729,B737,5.49,9.82,2.33,9.4,No,Snow,0.32,Yes
730,B787,5.57,6.52,4.82,7.68,Yes,Snow,9.83,No
731,B737,2.81,7.82,4.9,1.21,Yes,Fog,6.72,No
732,B787,5.34,0.55,7.54,0.78,No,Rain,3.11,No
733,B787,7.24,4.39,5.72,7.31,Yes,Fog,7.99,Yes
734,B737,2.98,5.26,1.79,4.43,No,Snow,8.2,No
735,A380,2.34,9.54,6.73,7.07,Yes,Thunderstorm,6.03,Yes
736,A380,3.88,4.56,3.33,4.13,No,Thunderstorm,3.28,Yes
737,A380,6.44,0.37,7.49,5.34,Yes,Rain,7.27,No
738,A380,9.75,5.62,9.21,8.39,No,Rain,3.83,Yes
739,A380,6.13,5.53,4.48,9.95,No,Fog,2.24,No
740,A350,8.85,4.55,6.43,3.76,Yes,Thunderstorm,8.2,Yes
741,A350,0.65,0.78,2.07,2.28,No,Fog,6.92,No
742,B737,2.38,0.43,2.36,1.68,No,Fog,4.62,No
743,A380,5.91,3.04,1.09,7.08,No,Rain,4.84,No
744,B787,5.38,8.94,8.6,9.91,Yes,Fog,9.76,Yes
745,A350,4.88,6.17,6.83,6.38,Yes,Thunderstorm,0.56,Yes
746,B787,5.85,7.97,5.58,0.75,Yes,Snow,5.08,Yes
747,A380,7.49,4.91,0.73,9.15,No,Snow,4.54,Yes
748,B787,5.05,6.62,4.49,1.35,No,Fog,0.47,Yes
749,B787,3.3,3.36,4.0,8.93,Yes,Thunderstorm,9.16,No
750,B737,7.42,2.19,7.05,8.99,Yes,Rain,7.6,No
751,A380,4.13,8.11,5.13,5.57,No,Fog,8.56,No
752,A350,8.19,2.47,3.41,1.23,No,Rain,3.17,No
753,B787,10.0,4.79,2.68,2.07,No,Clear,2.77,No
754,A350,2.1,9.83,4.55,7.48,Yes,Thunderstorm,6.6,Yes
755,A320,5.59,3.8,9.91,5.91,No,Thunderstorm,2.1,No
756,A320,9.12,6.22,5.7,3.36,No,Thunderstorm,0.84,No
757,A380,6.85,5.41,0.79,7.07,No,Snow,6.3,No
758,A350,2.71,4.17,4.24,7.08,Yes,Clear,8.84,Yes
759,A350,9.69,9.7,5.57,6.15,No,Fog,9.48,No
760,B787,0.22,9.11,8.14,0.13,Yes,Snow,5.49,No
761,A380,3.72,2.95,5.33,9.62,Yes,Clear,4.27,No
762,A350,5.41,4.42,0.77,3.66,No,Thunderstorm,5.44,Yes
763,A350,9.67,0.31,1.35,6.5,Yes,Rain,9.74,Yes
764,B737,4.51,2.11,2.71,4.13,Yes,Rain,1.33,No
765,B787,3.41,6.33,1.46,1.29,Yes,Snow,3.53,No
766,B737,5.5,9.9,3.75,2.7,Yes,Clear,3.99,Yes
767,A350,8.23,8.66,0.26,9.38,Yes,Clear,7.03,Yes
768,B787,6.26,6.12,4.0,9.05,Yes,Rain,2.07,No
769,A320,6.44,4.36,9.79,4.17,No,Fog,4.37,No
770,B737,1.57,8.69,7.21,9.22,Yes,Thunderstorm,0.29,No
771,A320,3.3,2.46,0.35,8.85,No,Thunderstorm,7.03,Yes
772,B787,1.95,3.86,0.47,5.08,Yes,Thunderstorm,3.25,No
773,A350,0.54,1.89,9.43,3.48,Yes,Fog,1.16,Yes
