FlightID,AircraftType,RouteAdherence,LandingQuality,PerformanceRating,ErrorsDetected,WeatherConditions,AirTrafficControlIssues,PilotExperience,FlightDuration,AccidentOccurred
358,B787,9.61,7.26,9.83,No,Fog,Yes,4.28,3.27,No
359,A320,0.47,6.57,2.12,No,Thunderstorm,No,9.99,7.83,No
360,A320,3.51,4.24,5.8,Yes,Fog,Yes,3.3,1.18,No
361,A380,6.81,1.95,5.34,No,Fog,No,7.9,3.71,Yes
362,B737,4.85,3.3,0.33,No,Snow,No,5.95,5.92,No
363,A320,9.6,0.61,9.71,No,Thunderstorm,Yes,4.63,9.27,No
364,B737,4.71,8.7,5.67,No,Snow,Yes,1.68,3.88,No
365,A350,1.78,9.65,7.87,Yes,Rain,No,2.79,1.78,No
366,A320,7.48,7.1,2.55,Yes,Snow,Yes,6.18,2.18,No
367,A320,4.62,7.03,3.85,No,Snow,No,3.58,2.61,No
368,A380,3.0,0.87,9.84,Yes,Clear,Yes,2.12,8.73,Yes
369,B787,3.22,3.77,7.17,No,Fog,Yes,2.54,3.51,No
370,A380,6.81,7.73,6.86,No,Rain,No,0.02,4.73,Yes
371,B787,7.32,7.61,4.24,No,Fog,Yes,6.12,4.09,No
372,B787,2.85,0.81,8.81,No,Fog,Yes,5.32,6.88,No
373,A350,3.14,2.09,4.64,Yes,Fog,No,3.35,8.25,Yes
374,B737,8.52,2.85,1.67,Yes,Thunderstorm,Yes,8.63,7.4,Yes
375,B787,4.32,0.35,5.77,Yes,Thunderstorm,No,9.17,3.21,Yes
376,A350,6.03,8.67,2.77,No,Fog,Yes,3.05,1.22,Yes
377,A380,2.92,6.25,9.16,Yes,Snow,Yes,1.97,8.77,Yes
378,A320,1.22,0.51,5.35,Yes,Fog,No,4.94,3.03,Yes
379,A320,2.13,7.63,6.45,Yes,Rain,Yes,3.33,4.02,Yes
380,B737,8.26,2.52,2.28,No,Rain,No,3.91,1.44,No
381,A320,1.05,8.83,7.23,Yes,Rain,No,9.13,3.31,No
382,A350,0.91,9.83,4.67,Yes,Rain,No,6.35,9.25,Yes
383,A350,3.4,2.74,0.53,No,Clear,Yes,2.8,2.84,No
384,B737,9.82,7.08,6.06,Yes,Snow,Yes,8.06,9.34,No
385,B737,5.61,5.09,3.01,No,Thunderstorm,Yes,9.41,6.63,No
386,B787,5.71,6.62,9.2,No,Fog,Yes,6.38,9.21,Yes
387,B787,8.76,0.73,3.82,Yes,Fog,No,4.57,8.21,No
388,A320,0.39,0.95,4.22,Yes,Rain,No,2.96,0.18,No
389,A380,8.53,1.07,4.16,Yes,Fog,No,5.55,9.57,No
390,A380,1.77,7.66,7.19,Yes,Fog,No,6.7,1.14,Yes
391,A350,5.49,1.87,5.71,No,Snow,Yes,0.93,9.32,No
392,A320,7.58,3.46,0.53,Yes,Thunderstorm,Yes,4.38,8.01,Yes
393,B787,0.79,7.25,1.98,No,Rain,No,3.53,8.77,No
394,B737,5.74,1.8,2.25,Yes,Snow,Yes,9.17,1.93,Yes
395,B787,6.64,7.99,1.03,No,Fog,Yes,1.33,5.0,Yes
396,B787,4.48,4.61,4.37,No,Snow,No,8.31,1.63,Yes
397,A380,0.02,7.38,7.65,Yes,Rain,No,2.35,8.44,Yes
398,A320,1.35,7.49,7.15,Yes,Thunderstorm,No,1.15,8.33,Yes
399,B787,6.57,5.48,3.2,Yes,Fog,No,1.2,8.02,Yes
400,B787,4.26,6.39,7.26,Yes,Fog,Yes,2.13,5.59,Yes
401,B737,3.45,7.63,4.72,Yes,Fog,No,7.25,0.19,Yes
402,A320,7.61,4.09,6.41,Yes,Rain,Yes,9.16,2.62,Yes
403,B787,7.95,0.28,7.42,No,Snow,Yes,5.07,2.05,Yes
404,A350,7.83,2.58,9.27,No,Snow,Yes,0.57,7.28,No
405,B787,2.68,7.64,5.97,Yes,Thunderstorm,Yes,6.95,2.39,No
406,A380,8.0,9.06,6.42,Yes,Thunderstorm,Yes,0.55,3.88,Yes
407,A380,7.98,5.54,7.07,Yes,Rain,Yes,4.56,7.79,No
408,A320,0.74,5.37,2.38,Yes,Snow,Yes,9.75,8.4,No
409,A320,5.84,0.44,9.67,No,Clear,No,3.07,5.09,No
410,A380,0.32,0.24,7.1,Yes,Fog,Yes,2.61,5.41,Yes
411,B787,8.27,3.1,4.39,No,Thunderstorm,Yes,5.12,6.29,Yes
412,B737,1.35,4.18,2.75,No,Thunderstorm,Yes,4.79,9.87,No
413,A320,2.62,6.91,2.26,No,Snow,No,6.57,6.5,No
414,A320,5.54,0.92,0.14,No,Thunderstorm,Yes,5.29,4.85,Yes
415,B737,6.26,2.0,1.79,No,Thunderstorm,Yes,2.03,4.99,Yes
416,B787,3.28,5.73,8.1,Yes,Rain,Yes,1.03,6.05,No
417,B737,5.84,1.12,1.17,Yes,Snow,Yes,5.43,5.94,Yes
418,A320,2.17,2.34,7.93,Yes,Thunderstorm,Yes,4.42,2.57,No
419,A320,1.12,9.39,6.75,Yes,Thunderstorm,Yes,7.7,0.64,Yes
420,A320,4.91,6.65,9.58,No,Thunderstorm,Yes,1.1,4.28,Yes
421,B737,7.64,3.72,4.87,No,Thunderstorm,Yes,6.01,7.31,No
422,B787,3.53,2.23,8.74,Yes,Clear,Yes,4.94,6.25,Yes
423,A380,0.88,1.44,1.82,Yes,Snow,No,5.26,1.72,No
424,A320,6.83,6.65,9.52,No,Thunderstorm,No,2.26,5.73,No
425,A350,1.52,0.78,6.71,No,Rain,No,9.67,3.56,No
426,B787,6.34,7.24,7.06,Yes,Rain,No,8.52,0.8,No
427,A380,6.17,5.26,6.48,Yes,Rain,No,3.77,7.44,No
428,A350,5.15,3.6,1.88,No,Rain,Yes,9.83,9.29,No
429,A380,6.94,1.91,3.03,Yes,Rain,No,5.32,3.66,Yes
430,A380,6.9,0.69,9.03,No,Rain,Yes,3.83,0.88,No
431,B737,9.09,3.76,2.39,Yes,Fog,Yes,5.77,8.77,Yes
432,A380,9.36,5.59,7.27,No,Clear,No,9.61,5.67,Yes
433,A320,2.68,1.75,5.99,No,Thunderstorm,No,9.68,3.57,No
434,B737,0.31,4.53,9.66,No,Fog,Yes,8.99,6.96,No
435,B787,3.62,1.04,5.42,Yes,Snow,Yes,3.1,5.36,Yes
436,A320,5.18,1.4,2.47,No,Clear,No,1.54,4.4,Yes
437,B787,7.66,4.83,0.35,Yes,Snow,Yes,4.9,1.28,No
438,A350,9.92,2.63,9.43,Yes,Thunderstorm,No,5.39,5.63,Yes
439,A380,0.25,3.07,8.53,Yes,Clear,No,4.29,1.37,No
440,B787,8.87,9.23,0.82,Yes,Thunderstorm,No,4.48,6.82,Yes
441,A380,2.03,6.45,9.55,No,Clear,No,8.64,6.6,Yes
442,B737,5.53,7.12,2.39,No,Rain,No,7.96,9.53,No
443,B737,2.02,6.87,2.62,Yes,Thunderstorm,No,8.21,3.97,No
444,B787,6.43,3.26,7.68,Yes,Thunderstorm,No,6.21,3.69,Yes
445,A320,2.5,5.96,3.07,Yes,Rain,No,9.57,9.69,Yes
446,A350,1.97,3.15,8.38,Yes,Clear,No,1.39,4.41,No
447,A320,0.34,8.82,8.05,Yes,Thunderstorm,Yes,0.11,3.3,Yes
448,A380,5.86,4.51,8.43,Yes,Rain,Yes,8.44,7.61,Yes
449,A380,4.4,3.84,2.43,Yes,Fog,No,9.57,3.41,No
450,A380,9.26,2.42,2.19,No,Clear,Yes,4.98,8.67,No
451,A380,0.11,1.69,5.17,No,Thunderstorm,No,1.36,6.0,Yes
452,B737,6.84,0.52,8.55,No,Fog,Yes,4.47,9.31,No
453,A350,8.67,4.79,5.1,No,Clear,Yes,2.41,3.2,Yes
454,A350,8.69,4.24,4.0,Yes,Fog,No,9.61,2.62,Yes
455,B787,7.55,6.41,9.45,No,Fog,No,5.82,9.59,Yes
456,B787,4.36,4.54,0.3,No,Fog,Yes,7.3,3.02,No
457,B787,5.34,0.52,0.44,No,Fog,Yes,5.84,4.69,No
458,B737,7.68,2.69,0.12,Yes,Rain,Yes,1.3,6.42,Yes
459,B787,3.73,5.63,3.4,Yes,Thunderstorm,Yes,7.68,5.03,No
460,A320,1.13,6.09,4.46,Yes,Clear,No,6.3,7.61,No
461,B737,2.54,1.87,4.72,No,Clear,Yes,1.66,8.36,Yes
462,A380,9.95,3.18,0.98,No,Rain,Yes,7.44,9.95,Yes
463,B787,4.92,3.31,1.48,Yes,Clear,No,0.71,3.91,No
464,A380,7.06,2.47,7.68,Yes,Snow,No,4.02,3.36,Yes
465,B737,0.18,0.75,2.67,No,Thunderstorm,Yes,0.98,8.19,No
466,A320,5.41,5.67,7.6,No,Rain,No,0.17,6.96,Yes
467,A350,7.96,6.11,6.62,No,Snow,Yes,9.33,4.34,No
468,A350,6.94,9.45,2.98,No,Fog,Yes,3.52,0.45,Yes
469,A350,0.03,7.16,3.25,No,Clear,No,8.93,3.14,No
470,A380,2.7,4.74,7.73,Yes,Thunderstorm,No,4.97,1.43,Yes
471,B787,7.2,8.34,7.7,No,Fog,Yes,4.18,7.29,Yes
472,B787,5.0,1.7,6.77,No,Thunderstorm,No,3.31,7.21,Yes
473,A350,9.35,4.99,4.72,No,Clear,Yes,2.69,9.57,Yes
474,A320,2.87,9.49,7.66,Yes,Fog,No,0.92,1.15,No
475,A350,3.34,5.69,6.34,Yes,Fog,Yes,1.75,2.65,No
476,A320,8.36,6.91,7.47,No,Rain,Yes,7.92,2.4,No
477,B737,2.0,9.36,8.14,No,Fog,Yes,1.21,8.45,Yes
478,B787,1.07,4.78,5.19,No,Snow,No,5.67,9.22,No
479,B737,8.03,8.05,3.83,Yes,Fog,No,2.31,5.95,No
480,A350,0.88,3.75,1.17,Yes,Fog,Yes,3.38,8.52,No
481,A320,4.22,7.93,6.03,Yes,Snow,Yes,6.02,7.91,Yes
482,A350,9.05,1.5,5.53,Yes,Fog,Yes,3.13,4.67,Yes
483,A320,6.67,0.25,9.69,Yes,Rain,Yes,4.41,6.99,Yes
484,A380,1.69,8.46,7.23,No,Rain,Yes,1.16,9.36,No
485,A320,5.01,8.83,2.58,Yes,Thunderstorm,No,5.25,0.54,No
486,B737,5.4,8.47,8.14,No,Fog,Yes,4.25,4.58,Yes
487,A380,5.79,4.39,1.27,Yes,Thunderstorm,No,9.24,4.29,No
488,A350,7.56,7.7,3.8,No,Fog,Yes,5.6,0.43,No
489,A320,7.23,6.33,3.46,No,Clear,Yes,1.58,0.17,Yes
490,B737,4.25,0.21,4.18,No,Fog,No,6.67,4.91,Yes
491,B787,0.75,1.59,6.68,No,Snow,Yes,8.12,1.21,No
492,B787,3.28,4.54,9.8,No,Thunderstorm,No,7.45,0.11,No
493,B787,3.0,5.83,3.39,Yes,Rain,No,8.92,4.77,No
494,A320,4.18,7.78,6.09,No,Snow,Yes,4.85,7.13,No
495,B787,9.87,2.85,2.89,No,Fog,Yes,2.02,7.49,Yes
496,A320,1.8,2.08,4.49,Yes,Fog,Yes,8.58,5.43,No
497,B787,7.11,3.32,5.26,No,Snow,No,1.86,4.82,No
498,B787,0.87,7.51,2.04,No,Rain,No,1.22,1.56,No
499,A320,2.59,9.26,9.98,No,Rain,Yes,1.2,9.42,Yes
500,B737,8.95,1.91,5.03,Yes,Thunderstorm,Yes,1.03,4.66,No
501,B787,7.71,7.09,4.84,No,Thunderstorm,Yes,0.18,6.3,Yes
502,B787,8.16,7.4,5.45,No,Clear,Yes,7.85,5.52,Yes
503,B787,6.38,0.76,7.76,No,Thunderstorm,No,3.59,4.27,No
504,B737,1.86,4.53,2.97,Yes,Fog,No,8.78,6.51,Yes
505,B737,0.26,7.42,8.56,No,Fog,Yes,7.73,1.22,No
506,A380,7.08,1.21,0.73,No,Clear,Yes,3.73,3.11,No
507,A350,7.4,7.11,9.46,Yes,Rain,No,3.68,5.87,No
508,A350,2.79,4.59,5.9,No,Rain,No,3.58,6.32,No
509,B787,7.34,5.23,2.76,No,Snow,Yes,6.86,6.55,Yes
510,B787,5.86,4.97,2.77,No,Rain,Yes,1.91,8.16,Yes
511,A380,1.85,0.98,0.54,No,Thunderstorm,Yes,3.24,1.56,Yes
512,A380,3.76,3.66,3.72,No,Thunderstorm,Yes,0.75,9.5,No
513,B787,8.95,1.6,0.77,No,Clear,No,4.94,4.23,Yes
514,B787,0.16,3.12,7.15,No,Thunderstorm,Yes,3.32,6.24,No
515,A350,8.11,6.9,9.56,Yes,Thunderstorm,Yes,1.05,9.26,Yes
516,B737,9.52,8.4,0.36,Yes,Rain,No,1.98,8.36,Yes
517,A320,5.1,0.06,5.33,Yes,Snow,No,9.48,9.68,No
518,B787,8.17,2.79,0.97,Yes,Fog,Yes,6.73,6.96,No
519,A350,2.56,5.57,0.27,Yes,Clear,No,7.13,6.14,Yes
520,B787,5.23,8.05,5.56,Yes,Clear,No,3.94,5.58,No
521,B787,2.03,6.46,9.95,Yes,Snow,No,3.57,4.18,No
522,A350,6.47,8.41,4.22,Yes,Thunderstorm,Yes,5.94,6.56,No
523,A380,5.46,5.56,4.38,Yes,Snow,No,6.33,6.88,Yes
524,B787,4.79,8.7,0.21,No,Rain,Yes,5.13,6.61,Yes
525,A380,5.18,2.57,8.28,Yes,Thunderstorm,No,9.56,5.17,Yes
526,B787,6.87,2.65,6.2,Yes,Rain,Yes,6.26,4.67,No
527,A380,5.75,0.42,6.33,No,Snow,Yes,9.73,2.42,No
528,B787,7.86,2.05,0.78,No,Thunderstorm,Yes,9.07,3.84,Yes
529,B787,5.69,3.44,4.29,Yes,Rain,Yes,5.57,3.05,Yes
530,B787,7.6,1.76,1.53,No,Snow,Yes,4.78,1.53,Yes
531,A380,4.6,0.62,0.2,Yes,Fog,No,5.74,3.6,No
532,A350,5.26,7.97,0.34,No,Rain,Yes,6.0,7.59,Yes
533,A320,6.53,5.06,2.94,No,Thunderstorm,Yes,6.6,7.67,No
534,A350,3.3,7.31,9.98,No,Clear,Yes,8.11,0.92,Yes
535,A380,0.0,2.1,3.54,No,Fog,Yes,8.13,4.27,No
536,A350,3.87,3.25,3.17,Yes,Thunderstorm,No,6.96,7.77,Yes
537,B737,9.65,6.41,0.28,No,Snow,No,6.79,0.71,Yes
538,A350,0.22,0.82,3.6,Yes,Fog,No,3.91,6.23,No
539,A320,4.62,4.5,0.5,Yes,Thunderstorm,Yes,3.77,6.55,Yes
540,A350,3.85,3.66,9.67,Yes,Fog,No,6.51,9.53,Yes
541,A320,3.18,1.98,4.92,Yes,Clear,No,1.58,1.26,No
542,B737,5.64,1.77,6.87,Yes,Snow,No,8.45,1.85,No
543,A320,6.45,0.83,6.59,No,Fog,No,5.67,8.6,No
544,B737,9.62,8.67,4.01,Yes,Fog,Yes,6.95,4.97,No
545,A380,0.61,7.29,3.67,No,Rain,Yes,1.53,0.95,No
546,A350,3.96,3.12,6.73,No,Rain,No,6.12,4.51,No
547,A350,0.28,6.59,1.24,No,Fog,Yes,2.54,7.33,Yes
548,A320,1.65,0.04,0.05,No,Rain,No,5.83,5.81,No
549,A320,9.45,4.92,9.18,Yes,Fog,No,3.22,7.26,No
550,A350,3.09,0.71,3.72,Yes,Clear,Yes,6.0,9.46,No
551,B737,3.52,4.78,0.46,Yes,Thunderstorm,Yes,0.74,5.95,No
552,B787,0.93,5.06,7.57,No,Fog,Yes,5.44,5.24,No
553,A350,4.36,8.26,3.39,No,Snow,No,8.94,4.19,No
554,A320,4.25,6.49,7.4,No,Snow,No,2.83,4.92,Yes
555,B787,2.2,5.27,4.09,Yes,Clear,No,9.27,1.49,No
556,A380,9.23,7.94,0.21,No,Clear,No,5.02,2.06,No
557,A350,6.06,7.44,7.83,No,Snow,No,4.69,3.17,No
558,A380,0.72,6.79,5.75,No,Rain,No,2.5,8.88,Yes
559,A380,4.45,9.28,2.23,Yes,Fog,No,4.48,0.22,Yes
560,B787,7.53,2.3,2.44,No,Fog,No,6.46,0.39,No
561,A380,5.98,6.03,4.12,Yes,Snow,Yes,5.61,2.11,No
562,A380,4.07,0.52,8.68,No,Rain,No,8.02,4.81,Yes
563,A380,3.57,2.92,3.59,No,Snow,Yes,8.68,2.09,No
564,A380,7.34,6.37,7.1,No,Rain,Yes,9.19,0.63,Yes
565,B737,2.55,6.2,0.58,Yes,Snow,No,3.13,5.2,No
566,B787,8.68,2.01,1.05,Yes,Snow,No,6.36,3.79,No
567,A380,8.76,9.58,6.01,Yes,Clear,No,1.51,3.9,No
568,A380,9.06,9.98,4.71,No,Clear,No,0.49,5.61,Yes
569,A380,5.13,1.76,3.46,Yes,Thunderstorm,Yes,9.08,6.28,Yes
570,B737,2.47,4.44,0.29,Yes,Thunderstorm,No,2.21,2.32,Yes
571,A380,4.39,7.72,6.53,No,Fog,Yes,7.81,7.63,Yes
572,A350,7.31,5.06,0.49,No,Clear,Yes,1.48,3.6,No
573,A350,1.38,6.5,0.34,No,Rain,No,4.4,2.31,No
574,B787,9.9,5.8,9.46,Yes,Clear,No,0.1,8.16,No
575,B737,8.89,2.94,1.6,No,Rain,Yes,4.23,5.95,Yes
576,B737,4.68,1.58,1.0,Yes,Thunderstorm,No,1.41,9.26,Yes
577,A350,8.2,3.11,1.95,No,Thunderstorm,Yes,3.53,0.93,No
578,A320,7.41,5.57,4.88,No,Snow,Yes,4.56,9.31,No
579,B737,9.43,9.94,6.09,Yes,Thunderstorm,Yes,3.26,4.09,No
580,A320,6.07,3.05,3.49,Yes,Fog,No,5.06,7.22,Yes
581,A350,1.73,3.13,5.84,Yes,Clear,No,2.65,8.39,Yes
582,B787,5.56,9.87,8.34,Yes,Snow,Yes,3.42,2.3,Yes
583,B787,1.14,7.94,5.86,Yes,Rain,Yes,6.55,2.47,Yes
584,B737,0.59,8.79,5.72,Yes,Fog,Yes,8.35,7.32,No
585,A320,8.06,1.54,2.29,Yes,Clear,No,8.59,1.61,Yes
586,A380,5.04,7.42,8.38,No,Rain,No,8.96,4.67,No
587,B737,8.75,7.46,9.23,No,Rain,Yes,2.41,3.3,No
588,A380,9.43,5.16,6.46,Yes,Fog,Yes,0.82,4.64,No
589,A380,5.04,3.08,7.24,No,Rain,No,5.25,3.92,Yes
590,A380,6.31,6.97,5.23,No,Rain,No,5.42,4.36,Yes
591,A380,5.01,1.35,9.47,Yes,Snow,No,5.76,7.98,No
592,A380,7.66,6.4,9.1,Yes,Fog,Yes,8.28,9.58,Yes
593,B787,9.31,2.13,7.79,No,Rain,No,7.14,7.78,No
594,B737,3.17,7.8,2.7,Yes,Thunderstorm,No,7.49,6.52,Yes
595,A350,9.5,5.34,2.08,No,Fog,Yes,7.05,9.34,Yes
596,B737,2.34,6.56,5.48,Yes,Snow,No,4.42,5.48,Yes
597,A380,4.06,3.72,2.9,Yes,Clear,Yes,3.16,5.29,Yes
598,A320,4.92,9.79,3.55,No,Clear,No,1.43,4.55,Yes
599,A350,0.1,6.89,5.2,Yes,Rain,No,8.51,8.51,No
600,B737,8.67,8.92,1.83,Yes,Snow,Yes,2.38,6.42,No
601,B787,9.08,5.08,8.57,No,Clear,Yes,6.09,9.22,No
602,A380,8.06,6.11,4.41,Yes,Snow,Yes,5.8,2.4,No
603,B787,9.97,4.79,4.84,No,Clear,Yes,6.92,8.12,No
604,B787,8.0,1.92,6.89,Yes,Thunderstorm,No,8.28,7.63,Yes
605,A380,4.5,3.49,4.83,Yes,Thunderstorm,No,5.34,0.52,Yes
606,B787,9.95,4.14,6.1,No,Clear,Yes,8.22,2.23,Yes
607,B737,7.45,7.19,7.32,Yes,Fog,No,4.2,6.97,Yes
608,A320,5.83,3.6,3.53,No,Rain,No,2.73,3.39,Yes
609,A320,4.06,2.28,3.43,Yes,Thunderstorm,No,2.98,7.35,No
610,A380,2.93,0.5,4.01,Yes,Thunderstorm,Yes,3.73,8.85,Yes
611,A350,4.49,9.67,2.05,No,Rain,Yes,3.53,6.54,No
612,A350,9.14,4.19,7.26,No,Clear,No,0.44,9.89,No
613,A380,3.59,7.3,9.45,No,Snow,No,0.25,1.42,Yes
614,B787,3.95,0.53,2.66,No,Snow,Yes,3.94,5.97,No
615,B737,8.67,8.3,0.9,Yes,Rain,Yes,2.73,9.98,No
616,A380,6.61,2.3,2.63,No,Snow,Yes,2.47,1.27,Yes
617,A350,6.28,4.15,1.63,No,Rain,No,7.98,1.6,No
618,B737,5.52,0.5,1.52,Yes,Snow,No,3.9,5.54,No
619,B787,4.73,5.87,7.91,Yes,Fog,Yes,8.91,6.72,Yes
620,A320,4.49,3.3,7.57,Yes,Rain,Yes,5.54,8.0,No
621,B787,0.02,9.03,3.44,No,Clear,No,5.99,2.3,No
622,A320,2.57,7.2,0.8,Yes,Clear,No,0.13,5.61,No
623,A380,5.28,4.38,7.2,Yes,Thunderstorm,No,8.75,0.04,Yes
624,A380,6.87,9.86,9.51,Yes,Fog,No,6.22,3.24,No
625,B737,8.17,9.83,1.38,No,Clear,Yes,8.09,2.01,No
626,B737,5.16,9.96,7.09,Yes,Snow,Yes,9.34,9.03,Yes
627,B787,2.3,9.22,1.78,No,Snow,No,3.86,8.31,Yes
628,A320,1.21,7.0,4.47,Yes,Fog,Yes,2.06,0.69,Yes
629,B787,5.66,6.89,3.58,No,Fog,Yes,9.45,7.22,Yes
630,A350,5.21,3.48,0.6,No,Snow,No,6.01,6.47,No
631,A350,9.58,1.56,3.89,Yes,Rain,Yes,4.3,9.97,Yes
632,A350,8.89,5.86,9.39,No,Thunderstorm,Yes,0.62,1.66,No
633,B787,5.75,0.22,9.66,Yes,Snow,Yes,1.0,0.64,No
634,B737,0.28,2.59,4.31,Yes,Fog,Yes,9.13,1.08,No
635,B787,5.49,6.75,7.02,Yes,Clear,Yes,6.59,0.3,Yes
636,A350,2.21,5.27,6.3,No,Clear,No,7.22,3.15,Yes
637,A380,5.68,5.11,7.4,Yes,Clear,Yes,3.57,0.37,Yes
638,A350,6.24,4.39,3.12,No,Snow,Yes,5.16,2.05,Yes
639,A380,4.16,4.35,6.78,No,Snow,Yes,6.19,1.82,Yes
640,A320,2.13,8.65,8.22,Yes,Fog,No,0.48,9.26,No
641,A320,6.97,2.75,9.68,No,Thunderstorm,No,9.63,9.52,Yes
642,A320,1.54,6.55,3.24,No,Rain,No,6.2,6.85,Yes
643,A320,4.9,0.71,5.46,No,Snow,No,1.36,6.47,No
644,A320,5.54,2.55,6.92,No,Fog,No,3.52,1.11,Yes
645,B737,8.99,9.74,1.87,No,Thunderstorm,No,1.15,2.2,No
646,B787,5.62,8.91,4.26,No,Clear,Yes,6.5,2.21,No
647,B737,6.6,0.01,6.16,Yes,Thunderstorm,Yes,5.86,6.79,Yes
648,A380,0.65,3.0,8.73,Yes,Snow,No,9.02,7.08,No
649,B787,3.43,9.73,1.52,Yes,Snow,No,6.03,7.57,Yes
650,A350,6.22,8.16,7.27,Yes,Snow,Yes,1.3,5.49,No
651,A380,7.18,7.76,8.87,No,Rain,No,1.44,2.1,Yes
652,B737,5.83,1.74,3.88,No,Thunderstorm,No,5.47,2.36,Yes
653,B787,8.23,1.13,4.46,No,Fog,No,7.23,9.27,Yes
654,A320,4.69,3.42,6.79,Yes,Clear,Yes,1.27,3.54,Yes
655,A350,8.96,1.86,6.78,No,Snow,No,6.94,3.05,No
656,B787,5.88,1.76,4.74,Yes,Clear,Yes,5.01,2.86,Yes
657,B787,1.48,2.05,2.22,No,Fog,No,8.32,4.02,No
658,A350,8.86,9.62,3.85,No,Thunderstorm,No,9.18,6.95,Yes
659,A350,8.62,7.28,6.55,Yes,Clear,Yes,6.32,1.82,Yes
660,B737,9.52,6.65,8.21,No,Thunderstorm,Yes,4.24,2.43,Yes
661,A320,8.12,9.66,9.61,Yes,Snow,Yes,7.48,6.77,No
662,A380,5.38,8.04,7.94,Yes,Snow,Yes,1.2,7.38,No
663,A320,4.89,1.14,1.47,No,Fog,No,1.77,2.94,Yes
664,A320,6.25,3.03,9.51,No,Rain,Yes,5.53,4.63,Yes
665,B737,7.1,5.35,3.78,No,Thunderstorm,Yes,6.91,2.57,No
666,A380,6.83,9.89,0.66,No,Clear,Yes,7.67,6.0,Yes
667,B787,0.43,1.36,7.44,No,Thunderstorm,No,8.9,8.67,No
668,B787,3.56,7.04,7.23,No,Rain,No,0.17,9.13,Yes
669,A380,6.54,0.06,5.37,Yes,Thunderstorm,Yes,7.22,5.78,Yes
670,A350,4.65,9.41,7.86,Yes,Thunderstorm,Yes,4.15,2.96,No
671,B737,4.81,2.99,7.82,No,Thunderstorm,Yes,3.8,0.27,No
672,B737,0.88,8.24,3.22,Yes,Thunderstorm,No,5.58,2.67,No
673,B787,6.06,0.98,7.85,Yes,Thunderstorm,Yes,0.4,7.63,No
674,B737,8.73,0.53,6.66,Yes,Thunderstorm,No,6.76,6.21,Yes
675,B787,4.52,2.36,7.12,Yes,Snow,Yes,2.3,1.89,No
676,B737,9.11,1.73,5.84,Yes,Fog,No,0.66,5.05,Yes
677,A320,5.13,4.25,4.43,No,Rain,Yes,6.34,0.43,Yes
678,A320,3.72,7.53,5.08,Yes,Clear,Yes,8.86,4.48,Yes
679,A350,6.45,6.83,4.54,Yes,Fog,Yes,4.39,8.59,No
680,A320,7.62,2.92,6.99,No,Snow,No,5.33,9.1,Yes
681,B787,3.25,7.43,1.8,No,Thunderstorm,No,8.32,8.16,No
682,B787,1.23,1.01,9.18,No,Thunderstorm,No,5.95,2.24,No
683,A350,1.99,1.6,9.51,Yes,Snow,No,3.75,8.93,Yes
684,A380,3.85,7.47,5.26,No,Clear,Yes,9.07,2.6,No
685,A380,2.09,2.25,6.6,Yes,Rain,Yes,9.42,5.18,Yes
686,A380,7.05,7.66,8.15,Yes,Clear,No,4.51,3.84,Yes
687,A380,1.05,7.51,6.68,Yes,Snow,Yes,6.61,9.42,No
688,B787,3.33,7.96,0.98,Yes,Clear,Yes,6.59,5.9,No
689,A380,7.17,4.49,5.85,Yes,Thunderstorm,No,2.77,8.94,Yes
690,B787,3.92,4.18,0.56,Yes,Thunderstorm,Yes,4.33,9.62,Yes
691,A320,7.83,5.01,6.06,Yes,Snow,No,4.68,0.38,No
692,B787,5.48,4.57,9.35,No,Clear,Yes,3.43,2.43,No
693,B737,9.93,7.48,0.76,Yes,Thunderstorm,No,6.87,9.82,Yes
694,A380,1.89,7.72,0.61,No,Clear,Yes,6.37,1.28,No
695,A320,1.6,2.97,5.66,Yes,Thunderstorm,No,3.34,1.26,No
696,A380,3.93,5.65,3.49,No,Thunderstorm,No,4.1,4.78,No
697,B787,2.71,9.62,1.45,Yes,Fog,Yes,8.52,1.62,No
698,B787,4.69,8.71,2.33,Yes,Rain,No,8.25,7.52,No
699,A350,1.98,2.98,2.72,No,Rain,Yes,8.19,7.59,No
700,B787,0.75,6.83,6.27,No,Snow,Yes,0.63,7.86,Yes
701,A380,2.01,4.62,4.17,No,Clear,No,3.82,6.02,Yes
702,B737,6.31,3.4,5.58,No,Rain,Yes,9.5,7.82,No
703,B787,0.92,6.01,9.4,Yes,Thunderstorm,No,1.0,1.19,Yes
704,A320,9.84,3.48,6.38,No,Rain,Yes,4.65,8.66,Yes
705,A380,9.69,7.78,1.21,No,Fog,No,0.14,8.54,No
706,A380,9.36,5.82,0.56,Yes,Fog,No,3.0,9.86,No
707,A350,7.97,2.38,8.45,Yes,Snow,Yes,4.7,0.31,Yes
708,A320,7.63,5.76,8.36,Yes,Fog,Yes,9.19,3.54,No
709,A320,0.05,3.01,1.36,Yes,Snow,No,3.87,4.46,Yes
710,A350,2.92,2.07,5.83,No,Thunderstorm,Yes,3.94,2.55,No
711,B737,3.82,8.88,6.99,Yes,Fog,No,9.25,3.01,No
712,A320,3.24,6.37,6.58,Yes,Clear,Yes,5.5,5.68,No
713,A320,5.19,6.3,7.23,No,Fog,No,5.22,9.6,No
714,B787,9.01,0.89,3.13,No,Clear,Yes,3.49,9.41,No
