Aircraft_ID,Aircraft_Age,Total_Flight_Hours,Total_Cycles,Days_Since_Last_Maintenance,Last_Maintenance_Type,Unresolved_Issues,Total_Logged_Issues,Pressurization_Cycles,Wear_Tear_Score,Environmental_Exposure,Maintenance_Priority,Engine_Type,Structural_Integrity_Score,Operational_Region,Maintenance_Cost_Per_Hour,Overall_Aircraft_Usage,Aircraft_Rating
AC-0706,7,28076.207554510518,12951,207,Routine Check,8,42,7330,0.7738049577258918,4,High,Turbofan,0.5770378662365417,Africa,1663,3.09,1.0
AC-0707,4,20510.79172390204,16845,29,Component Replacement,3,34,2934,0.8451324590907812,2,High,Turbofan,0.8232675493903663,Europe,1000,2.23,1.92
AC-0708,26,25674.985358750087,18438,117,Major Overhaul,1,33,3368,0.7941187666298603,1,Low,Turbofan,0.5913258093718861,Africa,2576,2.28,1.05
AC-0709,21,26975.659901723822,16747,282,Major Overhaul,7,40,1938,0.1349316530306219,1,Low,Piston,0.8752619903483745,North America,2547,2.76,1.73
AC-0710,18,29492.284349197453,6744,144,Component Replacement,3,13,4043,0.27471589340137503,5,Low,Turbofan,0.6695438066313399,Oceania,2173,5.21,2.84
AC-0711,13,14233.394918223343,19284,25,Inspection,8,3,2281,0.582946758337397,3,Low,Turbofan,0.8549477166907268,Europe,1968,1.72,3.26
AC-0712,11,31684.07960942365,10649,156,Inspection,3,28,6843,0.9413398363994211,4,Low,Piston,0.5239327994530536,South America,1283,4.12,1.0
AC-0713,29,14104.069017053473,7980,73,Major Overhaul,7,40,2763,0.8514610975469051,2,Medium,Turbofan,0.7039300127954566,South America,2324,2.81,1.6
AC-0714,24,41311.258522818716,8069,120,Major Overhaul,8,44,711,0.8582810575166215,1,Medium,Piston,0.8525172611316664,Europe,2246,6.04,1.27
AC-0715,4,17283.716775831217,10591,93,Major Overhaul,8,49,9199,0.37288737438370745,5,High,Piston,0.6134352581657471,South America,1549,2.6,2.45
AC-0716,25,27966.283196761757,1442,86,Routine Check,9,14,6659,0.48650310737083236,3,Low,Turboprop,0.8976435223986112,Europe,2698,20.48,2.68
AC-0717,21,35051.425732780175,5652,118,Major Overhaul,3,27,7527,0.5236353525843437,3,High,Turbofan,0.8153898665524659,Asia,2464,7.39,1.98
AC-0718,29,22476.199565355502,10370,233,Routine Check,0,41,831,0.24163442501491939,2,Medium,Turboprop,0.7937808860748992,South America,2146,3.32,2.23
AC-0719,25,28406.000190998584,8597,199,Component Replacement,2,15,7360,0.1279613172200107,1,Low,Turboprop,0.6767744271021685,Europe,1774,4.24,2.6
AC-0720,4,39351.81549190052,15325,206,Inspection,8,11,8544,0.9522126095144652,2,Low,Piston,0.7412257351905588,Europe,1094,3.77,1.0
AC-0721,10,30644.029878932663,5458,147,Major Overhaul,3,4,8669,0.3166413270971561,2,Low,Turbofan,0.7986746504889266,South America,1713,6.42,2.45
AC-0722,5,28555.506296743526,7591,271,Inspection,4,33,9242,0.31595401335126816,5,Low,Turboprop,0.7362310569574453,Asia,1534,4.57,1.23
AC-0723,9,8152.146051795378,17346,139,Inspection,6,41,6220,0.1750411483918836,3,Low,Turbofan,0.8491566619702801,South America,1000,1.6,3.47
AC-0724,24,15662.777472597772,12826,181,Major Overhaul,4,0,9633,0.9356569767494007,4,Medium,Turbofan,0.7168484665534798,Europe,2173,2.1,1.0
AC-0725,3,35469.20127650012,19693,30,Major Overhaul,3,38,1227,0.6217634034457947,3,Low,Turbofan,0.6011365908710151,Asia,1000,2.63,2.61
AC-0726,17,30699.503053413824,15138,57,Component Replacement,1,31,5475,0.7003331714128185,3,High,Turboprop,0.6069668914005236,Africa,2213,2.92,2.27
AC-0727,3,32214.66273785074,18294,232,Routine Check,1,25,3743,0.9204191985367473,5,Low,Turbofan,0.5029018844214705,North America,1438,2.73,1.0
AC-0728,16,31353.969322148972,3169,146,Routine Check,3,16,1148,0.4110581520107106,4,High,Turbofan,0.6504788577793362,South America,1829,10.99,2.39
AC-0729,4,37897.56528375374,19556,48,Inspection,9,47,5595,0.6593565800242757,1,Low,Piston,0.8744588202392598,Oceania,1000,2.99,2.53
AC-0730,18,22386.000750448773,7313,194,Major Overhaul,9,26,7114,0.13491950925599872,4,Medium,Turbofan,0.8970813544188048,Europe,1801,3.96,2.47
AC-0731,17,26204.99958789301,9315,224,Component Replacement,8,23,7635,0.2680952754080164,1,Low,Turboprop,0.601233771047875,Asia,1606,3.81,1.0
AC-0732,7,14713.25666870916,9036,136,Component Replacement,7,34,1509,0.8481212245809483,4,Low,Turbofan,0.9795219984357039,Asia,1503,2.8,1.38
AC-0733,24,12219.77416563624,1785,22,Component Replacement,2,45,2050,0.7900915207045022,2,High,Turbofan,0.7512013967400634,Africa,1835,7.97,2.73
AC-0734,23,8562.592844119423,7139,6,Component Replacement,8,41,9495,0.41557842231143216,4,Low,Turboprop,0.9584893745092513,South America,2611,2.13,4.16
AC-0735,30,16148.365010001524,7344,204,Component Replacement,4,38,7992,0.43912956499679123,5,Medium,Piston,0.8533826409308156,Oceania,2818,3.39,2.09
AC-0736,5,40525.61815489642,19800,239,Routine Check,10,25,3901,0.5801989901982215,1,Medium,Turbofan,0.8612167115112066,Asia,1340,3.13,1.0
AC-0737,12,9472.729321839624,15973,185,Routine Check,2,48,7947,0.1002169042166211,3,Low,Turboprop,0.5425218106530356,Africa,1543,1.42,2.38
AC-0738,17,21964.640144228022,6619,292,Routine Check,4,37,5924,0.31711990243422505,5,Low,Turbofan,0.6099955634484653,Europe,1767,4.13,1.0
AC-0739,23,12068.546763538421,2936,220,Major Overhaul,9,22,4741,0.287408627747393,1,Medium,Turbofan,0.5044074166472363,Africa,1941,4.98,1.0
AC-0740,13,18990.26036996639,4807,116,Inspection,3,21,3661,0.3254346520747871,1,Low,Turbofan,0.8580638202383688,South America,1723,5.04,2.84
AC-0741,23,26696.937923520196,8151,49,Component Replacement,7,3,4655,0.8253152582800972,3,Medium,Turbofan,0.672219144214255,Africa,1778,4.15,1.0
AC-0742,25,17998.841267949916,10493,173,Major Overhaul,4,48,7978,0.35170647089179885,2,High,Turbofan,0.8933262580381733,Asia,2090,2.72,2.84
AC-0743,3,35896.648650164614,13355,82,Component Replacement,9,8,9219,0.27236918984513336,5,Low,Turbofan,0.6694681099685131,Asia,1459,3.53,2.23
AC-0744,9,40339.78120849567,4236,45,Routine Check,7,3,9715,0.5538371147137284,3,Low,Turbofan,0.9096668761494305,North America,1206,10.69,2.7
AC-0745,30,5000.0,16848,20,Major Overhaul,8,6,7117,0.8790805327354587,3,Medium,Turbofan,0.5653491268741565,Africa,2991,1.23,1.52
AC-0746,17,18170.076696488773,3352,221,Routine Check,3,22,6160,0.3172147334537499,2,Low,Turbofan,0.586686578378754,Europe,2073,6.58,1.18
AC-0747,17,25591.421222724224,2932,123,Component Replacement,6,1,9124,0.17068261851351885,5,Low,Turbofan,0.6704382697919682,Oceania,1915,9.91,2.18
AC-0748,30,36261.170260153805,11913,234,Component Replacement,1,48,1676,0.4207642622646982,3,Low,Piston,0.7042436944411367,Oceania,2686,3.85,1.19
AC-0749,20,20457.557248467376,9556,221,Inspection,5,23,8456,0.77288664210848,2,Medium,Turboprop,0.6743514054214892,South America,1599,3.13,1.0
AC-0750,16,24800.646047541897,6498,3,Component Replacement,7,39,9092,0.5956214902253152,5,Low,Turbofan,0.8818235162616099,North America,1338,4.63,2.73
AC-0751,25,13432.557749480513,11582,182,Routine Check,6,30,2733,0.8351140326169127,4,Low,Piston,0.5484756963133574,Africa,2675,2.32,1.0
AC-0752,22,9672.041477376544,18330,206,Component Replacement,6,46,5200,0.9636329328483105,1,Medium,Turboprop,0.675608509819244,Europe,1862,1.54,1.0
AC-0753,13,39453.84689582934,14865,40,Inspection,7,30,6406,0.8133962290764554,2,Low,Turbofan,0.9186199997577297,North America,1299,3.48,1.91
AC-0754,27,6759.301261070632,10569,59,Inspection,6,46,8360,0.643422770959378,1,Low,Turbofan,0.533398538631086,Asia,2482,1.48,1.34
AC-0755,19,48286.19008421566,18823,62,Routine Check,4,39,8026,0.5440074292471424,4,High,Turboprop,0.9711717538356788,South America,2139,3.52,3.62
AC-0756,17,32251.513993817414,5857,132,Major Overhaul,6,47,6059,0.13606217771344,3,Medium,Turbofan,0.9931584211360065,Africa,2162,6.68,3.58
AC-0757,4,31799.73075516756,1340,60,Component Replacement,9,42,7232,0.9858897809326371,3,High,Turboprop,0.54428408691254,Oceania,1029,24.81,1.0
AC-0758,12,30754.6866749443,12181,122,Inspection,2,33,3013,0.44513301031753827,5,Low,Turboprop,0.6456362611278685,Europe,1219,3.67,2.18
AC-0759,29,22473.14311999036,17766,107,Component Replacement,4,23,8330,0.23700539252518013,2,Medium,Turboprop,0.686200333017678,Asia,2533,2.21,2.78
AC-0760,9,28920.845297008695,9491,96,Component Replacement,6,48,7444,0.7000379698568111,2,Low,Piston,0.888195684326363,North America,1168,3.86,2.25
AC-0761,19,23111.033122155248,1138,235,Major Overhaul,8,25,8410,0.3558594601859134,5,Low,Turbofan,0.7979634060583669,South America,2355,21.5,1.0
AC-0762,12,30530.732764404795,1358,62,Inspection,1,15,6149,0.6272004438379428,1,Low,Turbofan,0.8221828502462837,North America,2009,23.29,2.45
AC-0763,9,24663.13473091284,10714,256,Component Replacement,3,46,1596,0.6280911170601321,3,Low,Turboprop,0.878754911409253,Oceania,1763,3.48,1.04
AC-0764,7,15496.518168982653,2627,49,Inspection,6,12,9620,0.5011568388125822,3,High,Turbofan,0.5589894997185129,North America,1000,6.85,2.07
AC-0765,28,16294.273837382438,16996,159,Routine Check,0,14,2451,0.8525067539905383,2,Low,Turboprop,0.9166047284551312,Europe,2143,1.76,1.89
AC-0766,14,15157.276247074964,6004,124,Routine Check,1,26,9686,0.3384703553998987,2,Medium,Piston,0.852809902090072,Asia,2085,3.6,3.62
AC-0767,20,34709.007319343094,14283,207,Component Replacement,8,3,8299,0.5037693324559608,5,Medium,Turboprop,0.7886708625981851,Africa,2086,3.62,1.0
AC-0768,19,18825.53387540902,7652,48,Inspection,9,15,9304,0.5839229157318744,4,Medium,Turbofan,0.9448676673915284,Europe,1967,3.65,2.8
AC-0769,26,5878.968389151396,3151,136,Component Replacement,6,29,1095,0.6972622486905696,1,Low,Turbofan,0.8501531769419035,Oceania,1820,2.73,1.5
AC-0770,15,28968.386658488052,10429,201,Inspection,9,43,8375,0.8055746654550305,4,Medium,Turbofan,0.6008499813155127,South America,1439,3.65,1.0
AC-0771,16,40145.17562589581,15072,250,Inspection,6,29,9533,0.4553265545904305,4,Low,Turbofan,0.7148726905378333,Oceania,1524,3.69,1.01
AC-0772,21,32730.83189177527,12927,295,Major Overhaul,5,35,4939,0.6814422496869365,2,Low,Turboprop,0.7470214334678666,Oceania,2464,3.59,1.0
AC-0773,5,18966.764347782875,7905,209,Major Overhaul,2,2,6472,0.23554985776166723,2,High,Turboprop,0.5276088133752028,North America,1364,3.5,1.34
AC-0774,3,9131.882844049109,13452,211,Major Overhaul,9,21,1358,0.9393832904882308,2,Low,Turboprop,0.9773187566800279,South America,1505,1.55,1.0
AC-0775,12,23657.318966424893,17212,192,Component Replacement,2,48,6019,0.44475292577890324,4,Low,Turbofan,0.5642886303984392,Europe,1565,2.56,1.0
AC-0776,25,23407.7612190329,19951,44,Major Overhaul,1,21,7885,0.7565692797787946,1,High,Turbofan,0.8487306336133634,Oceania,1848,2.23,2.45
AC-0777,20,15308.00389686234,2307,29,Major Overhaul,10,49,9136,0.11830697369395989,2,Low,Turboprop,0.7531155180454401,Europe,2329,7.77,4.06
AC-0778,27,30510.373022425374,15852,59,Routine Check,5,49,4817,0.2846684286143263,3,Medium,Turbofan,0.5128161249422113,Africa,2212,2.94,2.11
AC-0779,21,43466.26500830473,3660,71,Inspection,3,48,3954,0.5383742898912203,1,Low,Turbofan,0.9623737379321808,North America,2546,12.84,3.73
AC-0780,4,27222.82717458284,11403,92,Inspection,4,11,1530,0.8904272209591119,3,Low,Turboprop,0.9259184044094666,Europe,1000,3.58,1.44
AC-0781,21,26604.762069988457,11238,265,Major Overhaul,2,20,9987,0.5745296349556094,1,Low,Turboprop,0.7621289639519178,South America,2242,3.4,1.03
AC-0782,23,15627.719511661773,7207,220,Inspection,5,3,8406,0.9368834340644911,2,Low,Turbofan,0.6144711680697226,Oceania,2313,3.32,1.0
AC-0783,16,38974.14703060372,2140,215,Routine Check,10,30,1947,0.5354172069245168,5,Low,Turboprop,0.5608114453400471,Africa,1355,19.39,1.0
AC-0784,25,24248.558331899832,2708,277,Routine Check,2,43,3350,0.5414041870623549,2,Medium,Turbofan,0.6816962397160633,South America,2451,10.02,1.0
AC-0785,7,19210.367448058292,4630,64,Major Overhaul,7,30,8606,0.2077721096504787,4,Medium,Piston,0.6277141405230453,North America,1779,5.17,3.01
AC-0786,13,25636.88393651616,11485,292,Routine Check,8,22,7651,0.8223906197369978,4,High,Turbofan,0.7533456005031494,Africa,1171,3.03,1.0
AC-0787,21,29719.61333246609,13021,245,Inspection,3,19,7452,0.32226887122035625,1,Low,Turbofan,0.9832046480617145,Africa,2129,3.1,2.39
AC-0788,10,26392.15408644903,17859,62,Component Replacement,8,14,4555,0.9096512404350836,4,Medium,Turboprop,0.7874767466148207,Africa,1184,2.36,1.0
AC-0789,26,37061.53395670591,8684,170,Inspection,6,22,5902,0.9197417982973565,2,Medium,Turbofan,0.944965527945049,Oceania,2321,5.14,1.0
AC-0790,7,28839.715525468622,2207,269,Component Replacement,2,27,9781,0.9489791006867347,3,High,Turboprop,0.8254394187478886,Asia,1427,13.97,1.0
AC-0791,14,22160.58189117465,14331,267,Major Overhaul,6,15,2172,0.568207440192781,2,Low,Turboprop,0.7376232632936002,Africa,1463,2.47,1.0
AC-0792,26,29011.9221632689,2960,54,Component Replacement,0,36,5032,0.7093844063052799,1,Medium,Turboprop,0.9273037813666856,South America,2024,10.75,3.43
AC-0793,5,29996.371011259573,1557,16,Routine Check,2,20,5424,0.8006642920554972,4,High,Piston,0.7356840550864987,South America,1384,20.23,2.83
AC-0794,3,12036.24080736158,16883,8,Inspection,5,14,6585,0.21791315678541906,3,Low,Turbofan,0.9343140852551806,North America,1000,1.55,4.31
AC-0795,23,36494.19728263715,14893,104,Component Replacement,3,16,8234,0.6408614754977475,5,High,Turboprop,0.6457883847878827,Europe,1772,3.27,1.75
AC-0796,29,21990.95980638641,1882,59,Inspection,6,49,5364,0.1308681111729805,3,Low,Turbofan,0.5644065368814941,Europe,2779,12.75,3.38
AC-0797,11,22246.7677649457,5761,40,Major Overhaul,2,36,9816,0.5478094750498533,3,Medium,Turbofan,0.9276572321814691,Asia,1205,4.88,3.33
AC-0798,11,32513.75987075946,6867,237,Major Overhaul,0,12,1721,0.2393584134582047,2,High,Turboprop,0.7937075818963334,Oceania,1955,5.71,2.2
AC-0799,18,32471.652242595814,13869,94,Routine Check,8,18,3360,0.2646306333658762,5,Medium,Turbofan,0.9445461991244801,Oceania,1700,3.4,3.32
AC-0800,15,17991.683211339143,8166,222,Major Overhaul,5,29,8928,0.4285428100233414,1,Low,Turbofan,0.9689136034961916,Africa,2082,3.33,1.54
AC-0801,12,33029.016181456864,13982,204,Component Replacement,7,44,9836,0.4891934500448527,1,Low,Turbofan,0.5268141951857246,Asia,2093,3.33,1.0
AC-0802,9,19395.51848510476,8929,138,Major Overhaul,2,17,3753,0.6608551820789685,3,High,Turboprop,0.7504846509294342,North America,1016,3.23,1.34
AC-0803,10,43195.730466986555,6347,300,Routine Check,7,13,4282,0.16698557659466412,3,Low,Piston,0.6874822745372646,North America,1904,7.99,1.0
AC-0804,26,16718.060187342362,8269,207,Inspection,1,35,7457,0.5533225851137001,4,Low,Turbofan,0.8129291985350586,Europe,2444,3.16,1.18
AC-0805,12,27394.774617058967,14527,81,Inspection,3,35,1266,0.26436261722779103,5,Medium,Turbofan,0.8967955986011618,North America,1973,2.86,3.48
AC-0806,17,17179.823630923926,3454,218,Major Overhaul,2,19,3181,0.6165776575285677,3,Low,Turboprop,0.6402951079871845,Africa,1743,6.03,1.0
AC-0807,29,47226.956291350754,19330,2,Component Replacement,9,18,8210,0.6736641510350652,4,Low,Turbofan,0.7783991921865858,South America,2601,3.31,1.97
AC-0808,6,12621.79055912884,13991,178,Routine Check,0,44,7982,0.6010383308975684,5,Low,Turbofan,0.8543642899524497,North America,1393,1.93,1.67
AC-0809,7,30243.627472529104,3808,279,Component Replacement,6,43,5586,0.7644659594304769,1,Low,Turbofan,0.567215541417867,Asia,1419,9.13,1.0
AC-0810,14,17650.895855222007,7642,146,Routine Check,10,6,8464,0.4020483198168112,4,Medium,Turbofan,0.9070334529756334,Africa,1860,3.32,1.57
AC-0811,13,21458.92358552013,4825,224,Major Overhaul,9,43,3165,0.7885959324698177,5,Medium,Turbofan,0.8030547999264865,North America,1554,5.62,1.0
AC-0812,8,29535.37833745176,4536,62,Routine Check,1,3,4013,0.48949037353737435,4,Medium,Turboprop,0.9747687185568259,Oceania,1348,7.47,3.62
AC-0813,10,37245.84437626143,16309,294,Routine Check,3,33,995,0.5357660484903372,3,High,Turbofan,0.6697644595653467,North America,1130,3.48,1.0
AC-0814,9,41233.96562299046,4802,239,Major Overhaul,8,1,6322,0.6832919145349643,2,High,Piston,0.5540729711685993,Oceania,1018,9.62,1.0
AC-0815,18,9630.520399736795,19354,195,Component Replacement,5,4,2572,0.11652254559930157,1,Medium,Turboprop,0.7532506005184627,Africa,1744,1.31,2.18
AC-0816,27,27677.51224364462,7142,166,Major Overhaul,7,9,8295,0.6885947992782235,3,Low,Turboprop,0.5429053858547195,North America,2611,4.91,1.0
AC-0817,26,39594.93603383521,10094,222,Routine Check,1,31,9029,0.6567266341649038,3,Medium,Turbofan,0.9847632616620035,Oceania,2119,4.83,1.66
AC-0818,2,8146.890612380594,1364,61,Major Overhaul,6,41,4449,0.378862405077952,5,Low,Turbofan,0.5193424791285958,South America,1000,6.79,2.53
AC-0819,5,28143.834940548473,16688,129,Routine Check,5,40,6533,0.17721485640954054,4,Medium,Turbofan,0.8767519505536541,Europe,1333,2.81,3.21
AC-0820,29,24979.162025798163,2863,173,Major Overhaul,8,12,8828,0.18184190492173702,1,Medium,Piston,0.762551199071122,Africa,2478,9.64,2.7
AC-0821,5,29145.418143797884,17499,156,Inspection,6,38,3055,0.9309013722867057,3,Low,Turbofan,0.6843103262491443,Oceania,1590,2.78,1.0
AC-0822,6,17276.959746735247,8084,110,Inspection,0,4,6870,0.7203513891032534,5,High,Turbofan,0.5329210822543273,Asia,1000,3.05,1.8
AC-0823,19,10643.8117178656,9016,269,Major Overhaul,7,9,4915,0.21439235239366636,1,Low,Turbofan,0.8110834620868039,North America,2031,2.06,1.41
AC-0824,8,5868.9357482097475,3384,278,Component Replacement,10,9,6459,0.42105085237801576,4,Medium,Turbofan,0.7926101646954776,Oceania,1524,2.92,1.0
AC-0825,16,34763.83953462103,16072,74,Routine Check,9,37,9607,0.6332346945114368,3,Low,Turbofan,0.6404416365337999,Oceania,2043,3.11,1.64
AC-0826,13,36040.491364833535,4935,207,Inspection,2,26,6493,0.8520145345815838,3,High,Turbofan,0.955110850705156,Oceania,1682,8.34,1.42
AC-0827,1,28026.85348995986,14127,279,Component Replacement,1,20,5521,0.13929483584170768,3,Low,Turbofan,0.6520550036714184,Europe,1000,3.03,2.11
AC-0828,22,19658.516503119034,15482,204,Routine Check,2,7,3407,0.31296981832300796,1,Low,Turbofan,0.724862705296053,Asia,2374,2.29,1.82
AC-0829,20,8769.541065342546,8742,161,Inspection,10,0,3414,0.900774091265842,1,Low,Turbofan,0.7718812279593279,Asia,1610,2.17,1.0
AC-0830,17,30633.45462505024,17165,28,Inspection,5,27,4370,0.10824899516543485,1,Low,Turboprop,0.550115939088143,South America,2348,2.85,3.26
AC-0831,7,13992.20717163315,3490,257,Major Overhaul,2,48,9690,0.28125919251449866,1,Low,Turbofan,0.9660808596068162,Europe,1607,4.97,2.33
AC-0832,25,17887.01375239462,14324,165,Routine Check,9,38,5585,0.9631217583756694,5,Medium,Turbofan,0.6872680762255206,Oceania,2032,2.39,1.0
AC-0833,13,19134.359204372813,19108,63,Component Replacement,4,13,7046,0.652061661869954,2,Low,Turbofan,0.5403896069371719,Africa,1669,1.87,1.48
AC-0834,4,23024.64774303032,2137,22,Component Replacement,5,20,895,0.33550422997375584,5,Low,Turbofan,0.693645586837665,Europe,1668,11.79,3.79
AC-0835,4,17409.595527913516,4420,70,Component Replacement,7,29,1438,0.16029198495626285,3,Low,Piston,0.8001012735462903,Europe,1495,5.12,3.17
AC-0836,6,25334.587709923027,6845,96,Routine Check,6,20,3010,0.12537220640249994,5,High,Turbofan,0.7568263359106648,Asia,1518,4.75,3.47
AC-0837,28,18781.81699493609,4906,163,Component Replacement,10,48,5136,0.3202705716732346,4,Medium,Turboprop,0.847270987018637,South America,2093,4.96,2.04
AC-0838,19,32013.73064839223,13413,79,Component Replacement,7,8,2149,0.8933372376300194,1,Medium,Turboprop,0.5277419710339553,South America,2416,3.45,1.0
AC-0839,29,35310.62913988053,1276,5,Component Replacement,2,16,4190,0.4743222888677585,4,Medium,Turboprop,0.6422703051360281,Europe,1996,28.81,3.08
AC-0840,12,26085.426760284383,19383,120,Major Overhaul,3,4,3935,0.7483000322493937,4,Low,Turbofan,0.9096152884200511,Europe,2077,2.52,2.05
AC-0841,22,29626.263353811024,18611,178,Major Overhaul,5,30,3701,0.926456531841962,3,Low,Turbofan,0.5399468438956805,North America,1941,2.5,1.0
AC-0842,7,46178.559496258895,7337,176,Routine Check,10,39,4679,0.4672364154425349,1,Low,Turboprop,0.9277429773479788,Oceania,1091,7.16,1.92
AC-0843,27,13273.96743138684,12944,217,Routine Check,6,37,8905,0.2721496339336574,4,High,Turbofan,0.5459480460385531,Asia,2371,2.02,1.52
AC-0844,10,12665.318987198943,16906,56,Component Replacement,8,42,3737,0.5654061377712275,3,High,Turboprop,0.9172271074458481,Oceania,1369,1.83,2.41
AC-0845,26,31949.97900776875,18079,187,Major Overhaul,0,18,4362,0.917275318353869,1,Low,Turboprop,0.6803942005393633,Africa,2600,2.66,1.0
AC-0846,19,44465.428375147654,13306,232,Inspection,7,35,558,0.8239369727239305,2,Low,Turboprop,0.806104531628608,Africa,2352,4.14,1.0
AC-0847,7,22395.014380612774,11503,255,Inspection,7,49,5438,0.1592468590268384,3,Low,Turbofan,0.576443557823999,South America,1000,2.88,1.25
AC-0848,30,42268.338422187604,5208,104,Component Replacement,5,32,3471,0.7233155200698236,5,Low,Turboprop,0.5330843608625904,Asia,2269,9.3,1.0
AC-0849,3,25964.3371879349,12590,77,Component Replacement,3,12,8814,0.6147077702130583,1,Medium,Turboprop,0.6079691020100675,Oceania,1589,3.14,1.43
AC-0850,13,18191.127179609182,11886,230,Major Overhaul,2,13,9854,0.9167168587117829,4,Low,Turboprop,0.5639269089543477,South America,1963,2.49,1.0
AC-0851,13,15093.076113622967,13866,258,Major Overhaul,10,32,3845,0.21023327516526752,4,High,Turbofan,0.6562029488398159,Africa,1210,1.97,1.21
AC-0852,18,31294.135848867874,2088,264,Major Overhaul,2,28,2986,0.5806325018841909,5,Low,Turbofan,0.75719162325551,Europe,1563,15.93,1.0
AC-0853,28,15850.409322173033,4363,182,Routine Check,5,42,1061,0.8915164241607031,5,High,Turbofan,0.7943797317825048,Asia,2424,4.5,1.0
AC-0854,30,25812.76842767028,1024,256,Routine Check,7,48,4481,0.46902140806756876,4,Medium,Turbofan,0.8949340536898714,Asia,2271,26.05,1.49
AC-0855,26,40834.65025384094,10764,38,Component Replacement,6,35,6761,0.5337954259595804,1,Medium,Turbofan,0.8281199466241793,Oceania,2519,4.96,3.1
AC-0856,20,21932.196071286297,10959,176,Routine Check,10,43,2237,0.16341460990026246,3,Medium,Piston,0.8043791625647765,North America,2257,3.2,2.38
AC-0857,28,38140.09474643899,13935,27,Major Overhaul,0,9,9596,0.3503292764040198,5,Medium,Turbofan,0.7058910137428873,Oceania,2032,3.6,3.86
AC-0858,8,12854.565102735933,9068,276,Major Overhaul,10,30,4054,0.39205598425205257,5,Medium,Turboprop,0.7369042174800693,Europe,1143,2.24,1.0
AC-0859,29,19660.908986832,19619,140,Routine Check,5,5,9626,0.9506102038703982,5,Medium,Turbofan,0.7072604146950905,Europe,2934,1.93,1.0
AC-0860,9,10928.559737850836,8295,299,Inspection,6,0,7595,0.3544006244870431,2,Medium,Turbofan,0.9210830150306916,South America,1755,2.3,1.51
AC-0861,7,25729.967559733577,9392,287,Component Replacement,6,6,8766,0.5147818617426868,1,High,Turbofan,0.6150002262741999,Asia,1847,3.62,1.0
AC-0862,1,32800.78179716583,12390,91,Inspection,8,26,794,0.7041739812078518,1,Medium,Turbofan,0.5028604657709823,South America,1000,3.57,1.0
AC-0863,3,25751.87087606186,9448,61,Component Replacement,10,20,8712,0.24596503516708967,1,Medium,Piston,0.8256599486131196,Europe,1000,3.61,2.92
AC-0864,13,37270.50059970152,11433,163,Inspection,10,27,9730,0.537798148427687,1,High,Turbofan,0.6012310918194157,North America,2020,4.37,1.0
AC-0865,28,17508.2075937087,16038,143,Routine Check,9,15,5830,0.7646851355283169,1,Low,Turboprop,0.9450575681549047,Asia,2467,2.18,1.49
AC-0866,30,27253.427536890675,12528,253,Component Replacement,4,45,5155,0.8801696917243594,4,Low,Turbofan,0.929523164853328,Europe,2318,3.23,1.0
AC-0867,25,19725.306763861438,16743,269,Component Replacement,0,22,1609,0.663633347196184,5,Low,Piston,0.538363685964103,North America,2259,2.13,1.0
AC-0868,28,28616.76585423655,9605,291,Component Replacement,1,19,4271,0.7021481637852531,4,Medium,Turbofan,0.5531942027070387,Oceania,2275,4.14,1.0
AC-0869,17,30037.360462124256,3014,187,Major Overhaul,3,37,9063,0.21365512532611208,2,High,Turbofan,0.7475857961233332,Africa,1909,11.15,2.75
AC-0870,25,30823.959599840626,2381,291,Major Overhaul,4,24,6623,0.9511988475217125,3,Low,Turbofan,0.8046113313846773,Europe,2366,13.82,1.0
AC-0871,24,14294.05661764398,2098,86,Inspection,8,27,8147,0.21931666973603414,5,Medium,Turbofan,0.6374541687411204,Africa,2173,7.7,2.92
AC-0872,1,16102.538982134312,10101,166,Routine Check,10,4,1674,0.7972056434636184,2,Medium,Turbofan,0.8583988583496853,South America,1000,2.6,1.0
AC-0873,6,17957.122918088113,1187,114,Major Overhaul,0,20,1664,0.33833468960048696,4,Low,Turboprop,0.7974580104594358,Africa,1388,15.96,2.92
AC-0874,21,22611.192521334026,12948,183,Component Replacement,2,17,9784,0.9402338293311264,3,Medium,Turboprop,0.6624120548742773,Europe,2489,2.72,1.0
AC-0875,6,25871.864042064302,11207,207,Major Overhaul,4,46,9975,0.7479635854325316,2,High,Turboprop,0.5126857440211579,Africa,1298,3.34,1.0
AC-0876,26,32080.891218566765,3092,256,Routine Check,2,5,9537,0.7784323416805321,3,Low,Turbofan,0.8750751406492588,Asia,2017,11.38,1.0
AC-0877,12,16519.01300660768,19514,235,Major Overhaul,3,28,9212,0.297153255753895,2,Medium,Turbofan,0.6073768329125413,Europe,1994,1.78,1.13
AC-0878,13,8989.807022982477,6242,3,Component Replacement,2,18,4966,0.4987359789716448,4,Medium,Turbofan,0.9172368717313142,North America,1716,2.46,3.59
AC-0879,13,46557.4316320679,9549,208,Inspection,3,32,6038,0.6560318751303578,3,Low,Piston,0.7101451300271275,Africa,1716,6.06,1.27
AC-0880,29,13685.4697934757,6185,197,Component Replacement,0,0,7611,0.7929762563859408,2,Low,Turboprop,0.7885387213158828,Asia,2078,3.1,1.0
AC-0881,15,33363.23722995551,16271,125,Routine Check,7,44,8934,0.19356343832115064,4,High,Turboprop,0.9364743652045009,South America,2153,3.11,3.44
