Flight ID,Aircraft ID,Pilot IDs,Flight Date/Time,Route,Duration (min),Weather Temperature (°C),Weather Wind Speed (km/h),Weather Precipitation (mm),Aircraft Age (years),Aircraft Maintenance Score,Pilot Experience (years),Pilot Fatigue Level (1-10),Fuel Consumption Rate (kg/min),Landing Rate (ft/min),Flight Safety Rating
799,23,"41,28",2024-01-30 12:41:37.012357,Vijayawada to Hyderabad,140,29.61,70,4.84,15,10,18,10,0.91,329,Critical
800,13,"5,41",2024-08-12 12:41:37.012358,Vijayawada to Hyderabad,126,33.49,57,1.38,20,6,12,2,1.04,286,Safe
801,33,"35,48",2024-02-25 12:41:37.012479,Vijayawada to Hyderabad,139,27.09,35,3.66,6,7,5,7,0.76,310,Safe
802,50,"29,17",2024-07-04 12:41:37.012481,Vijayawada to Hyderabad,147,35.74,39,3.85,26,8,24,1,1.17,326,Safe
803,21,"6,50",2024-08-10 12:41:37.012483,Vijayawada to Hyderabad,129,31.93,48,2.73,27,7,5,4,0.91,263,Critical
804,2,"30,5",2024-07-10 12:41:37.012484,Vijayawada to Hyderabad,147,34.47,40,2.23,29,7,10,3,1.14,304,Safe
805,44,"37,49",2024-01-16 12:41:37.012485,Vijayawada to Hyderabad,139,38.93,33,0.29,17,4,8,4,0.84,223,Safe
806,32,"37,37",2024-07-08 12:41:37.012486,Vijayawada to Hyderabad,156,36.58,45,1.34,20,10,12,10,0.87,371,Critical
807,50,"7,22",2024-03-08 12:41:37.012487,Vijayawada to Hyderabad,171,25.75,30,3.36,13,8,12,5,0.85,243,Critical
808,20,"17,35",2024-11-05 12:41:37.012489,Vijayawada to Hyderabad,161,37.52,37,3.58,18,2,21,1,0.9,382,Safe
809,38,"44,31",2024-02-07 12:41:37.012490,Vijayawada to Hyderabad,174,26.07,74,0.47,26,10,14,8,0.77,150,Safe
810,20,"40,22",2024-02-27 12:41:37.012491,Vijayawada to Hyderabad,165,26.29,43,2.03,16,6,20,8,0.95,245,Critical
811,36,"26,35",2024-07-26 12:41:37.012493,Vijayawada to Hyderabad,146,38.23,58,2.24,9,6,20,1,0.63,290,Safe
812,36,"19,41",2024-03-01 12:41:37.012494,Vijayawada to Hyderabad,156,34.49,73,0.4,28,2,16,6,0.65,157,Safe
813,28,"2,47",2024-04-20 12:41:37.012495,Vijayawada to Hyderabad,162,30.11,37,3.83,25,3,14,6,1.19,269,Safe
814,25,"11,3",2024-07-09 12:41:37.012496,Vijayawada to Hyderabad,155,34.09,36,0.05,5,9,5,9,0.99,390,Safe
815,3,"50,23",2024-01-08 12:41:37.012498,Vijayawada to Hyderabad,158,26.51,72,2.13,10,4,7,1,1.03,204,Safe
816,34,"47,34",2024-02-07 12:41:37.012499,Vijayawada to Hyderabad,123,33.31,71,2.03,25,5,18,1,0.79,384,Critical
817,21,"43,11",2024-01-22 12:41:37.012500,Vijayawada to Hyderabad,173,27.12,55,2.79,7,7,12,2,0.79,238,Safe
818,7,"40,42",2024-08-08 12:41:37.012501,Vijayawada to Hyderabad,158,36.18,32,0.78,14,2,5,10,0.99,183,Safe
819,3,"1,17",2024-08-08 12:41:37.012502,Vijayawada to Hyderabad,168,28.51,58,2.02,24,8,23,8,0.97,349,Safe
820,22,"43,2",2024-07-15 12:41:37.012504,Vijayawada to Hyderabad,156,28.46,32,1.16,7,10,17,9,0.88,233,Safe
821,5,"1,20",2024-06-04 12:41:37.012505,Vijayawada to Hyderabad,165,29.02,54,0.61,9,3,10,2,1.19,279,Safe
822,11,"37,45",2024-03-24 12:41:37.012506,Vijayawada to Hyderabad,143,32.99,62,1.42,9,5,18,3,0.78,151,Critical
823,10,"27,16",2024-04-04 12:41:37.012508,Vijayawada to Hyderabad,178,39.28,67,3.31,22,4,8,5,1.16,371,Safe
824,40,"12,31",2024-06-07 12:41:37.012509,Vijayawada to Hyderabad,138,26.79,47,3.03,23,5,19,3,1.17,367,Critical
825,16,"23,26",2024-09-17 12:41:37.012510,Vijayawada to Hyderabad,177,35.44,77,4.29,29,9,23,5,0.76,290,Safe
826,29,"45,45",2024-03-13 12:41:37.012512,Vijayawada to Hyderabad,137,26.35,43,1.32,30,8,17,5,1.05,248,Safe
827,2,"16,49",2024-11-24 12:41:37.012513,Vijayawada to Hyderabad,161,27.92,48,1.19,9,9,7,5,0.63,321,Critical
828,40,"41,9",2024-10-08 12:41:37.012514,Vijayawada to Hyderabad,176,25.93,34,4.64,24,4,21,9,0.65,395,Safe
829,21,"7,30",2024-07-21 12:41:37.012515,Vijayawada to Hyderabad,133,38.27,66,1.02,9,4,20,6,1.15,326,Safe
830,49,"4,31",2024-02-15 12:41:37.012517,Vijayawada to Hyderabad,169,25.28,34,4.83,7,9,8,2,1.11,233,Safe
831,50,"44,1",2024-03-29 12:41:37.012518,Vijayawada to Hyderabad,132,39.02,67,1.04,15,1,10,6,0.79,152,Safe
832,23,"19,49",2024-05-18 12:41:37.012519,Vijayawada to Hyderabad,148,31.87,75,1.62,14,9,11,8,0.8,298,Safe
833,14,"34,7",2024-05-30 12:41:37.012520,Vijayawada to Hyderabad,130,26.57,78,1.28,24,10,19,1,1.06,311,Safe
834,2,"18,1",2024-05-24 12:41:37.012522,Vijayawada to Hyderabad,141,30.07,34,0.79,16,2,13,9,0.93,363,Critical
835,21,"25,30",2024-03-05 12:41:37.012523,Vijayawada to Hyderabad,171,36.91,36,3.05,17,6,20,8,1.07,279,Safe
836,41,"50,24",2024-06-25 12:41:37.012524,Vijayawada to Hyderabad,120,38.62,33,3.28,20,3,10,5,1.04,290,Safe
837,18,"26,14",2024-05-17 12:41:37.012525,Vijayawada to Hyderabad,166,29.25,34,3.08,8,10,13,1,0.71,192,Safe
838,20,"33,23",2024-10-31 12:41:37.012527,Vijayawada to Hyderabad,178,37.29,37,2.96,15,6,15,8,0.61,388,Safe
839,7,"48,8",2024-07-04 12:41:37.012528,Vijayawada to Hyderabad,140,31.72,32,4.67,29,5,22,3,0.68,257,Critical
840,18,"5,49",2024-04-05 12:41:37.012529,Vijayawada to Hyderabad,134,34.84,39,3.16,19,10,14,8,1.17,166,Safe
841,16,"21,29",2024-10-04 12:41:37.012530,Vijayawada to Hyderabad,125,36.99,77,2.66,21,8,20,10,0.71,193,Safe
842,38,"27,24",2024-06-25 12:41:37.012531,Vijayawada to Hyderabad,124,31.94,45,2.91,9,9,12,7,0.7,375,Safe
843,39,"41,40",2024-03-27 12:41:37.012533,Vijayawada to Hyderabad,132,36.48,75,1.99,16,1,22,8,1.09,188,Safe
844,35,"25,14",2024-04-24 12:41:37.012534,Vijayawada to Hyderabad,135,29.11,42,0.68,25,8,10,3,0.94,231,Safe
845,29,"35,9",2024-07-16 12:41:37.012535,Vijayawada to Hyderabad,169,28.79,58,3.99,6,4,20,2,0.89,190,Safe
846,45,"50,25",2023-12-14 12:41:37.012536,Vijayawada to Hyderabad,166,33.68,61,3.99,12,3,19,10,1.16,229,Safe
847,38,"36,44",2023-12-12 12:41:37.012537,Vijayawada to Hyderabad,172,31.04,51,4.92,8,1,22,3,0.73,174,Safe
848,50,"18,34",2024-06-03 12:41:37.012539,Vijayawada to Hyderabad,166,34.38,54,4.72,29,6,18,2,1.2,232,Safe
849,37,"2,46",2024-07-05 12:41:37.012540,Vijayawada to Hyderabad,167,38.89,43,1.61,25,4,18,8,1.09,308,Critical
850,35,"28,7",2024-07-11 12:41:37.012541,Vijayawada to Hyderabad,157,38.78,41,2.08,24,9,20,5,0.89,237,Critical
851,39,"11,30",2024-08-11 12:41:37.012542,Vijayawada to Hyderabad,150,35.39,60,1.63,9,10,7,3,0.83,333,Safe
852,33,"8,31",2024-02-25 12:41:37.012544,Vijayawada to Hyderabad,157,27.62,32,2.53,14,10,20,9,1.12,163,Safe
853,41,"48,7",2024-07-14 12:41:37.012545,Vijayawada to Hyderabad,174,35.61,34,4.16,10,2,17,2,0.96,329,Safe
854,3,"3,26",2024-04-28 12:41:37.012546,Vijayawada to Hyderabad,161,38.95,41,0.94,15,4,11,3,1.19,318,Safe
855,20,"44,45",2023-12-10 12:41:37.012547,Vijayawada to Hyderabad,122,26.1,79,4.99,8,4,13,1,0.65,264,Critical
856,46,"41,13",2024-04-30 12:41:37.012549,Vijayawada to Hyderabad,169,34.71,69,0.3,18,2,7,6,0.63,180,Safe
857,24,"11,38",2024-06-04 12:41:37.012550,Vijayawada to Hyderabad,128,26.63,41,2.8,28,3,5,3,0.73,285,Safe
858,6,"33,5",2024-10-29 12:41:37.012551,Vijayawada to Hyderabad,140,35.01,74,3.43,26,5,10,10,1.18,341,Safe
859,47,"1,11",2024-02-09 12:41:37.012552,Vijayawada to Hyderabad,140,29.93,33,2.75,11,4,13,6,0.9,334,Safe
860,1,"30,44",2024-03-05 12:41:37.012554,Vijayawada to Hyderabad,155,26.73,49,0.8,20,9,20,1,0.93,249,Safe
861,23,"25,21",2023-12-03 12:41:37.012555,Vijayawada to Hyderabad,154,33.99,57,2.49,7,1,12,6,0.82,399,Safe
862,37,"23,43",2024-02-17 12:41:37.012557,Vijayawada to Hyderabad,155,26.95,43,0.73,12,5,18,3,0.87,346,Critical
863,28,"1,23",2024-08-09 12:41:37.012558,Vijayawada to Hyderabad,176,26.87,54,0.19,8,5,16,10,0.77,210,Safe
864,48,"20,21",2024-05-17 12:41:37.012559,Vijayawada to Hyderabad,124,38.41,59,4.49,10,4,8,6,1.04,299,Safe
865,48,"6,19",2024-09-14 12:41:37.012560,Vijayawada to Hyderabad,129,30.78,46,1.74,14,10,7,8,0.92,356,Safe
866,8,"27,21",2024-03-30 12:41:37.012562,Vijayawada to Hyderabad,124,37.14,43,1.13,30,3,12,10,0.72,196,Safe
867,16,"49,50",2024-05-13 12:41:37.012563,Vijayawada to Hyderabad,145,39.43,41,4.52,17,9,20,6,0.93,301,Critical
868,15,"24,1",2023-12-09 12:41:37.012564,Vijayawada to Hyderabad,149,32.26,46,3.19,26,4,7,5,0.61,270,Safe
869,50,"42,16",2024-08-23 12:41:37.012565,Vijayawada to Hyderabad,120,39.39,45,0.73,10,7,5,5,0.87,317,Safe
870,13,"2,11",2024-01-22 12:41:37.012566,Vijayawada to Hyderabad,176,37.43,75,3.84,5,6,15,9,0.99,178,Safe
871,24,"27,11",2024-11-29 12:41:37.012568,Vijayawada to Hyderabad,176,26.48,38,2.78,21,8,13,8,0.74,389,Safe
872,36,"35,7",2023-12-06 12:41:37.012569,Vijayawada to Hyderabad,151,36.22,46,4.35,30,2,14,3,0.65,295,Safe
873,44,"21,32",2024-02-09 12:41:37.012570,Vijayawada to Hyderabad,167,35.86,54,4.66,10,9,5,9,0.99,376,Critical
874,31,"15,34",2024-10-10 12:41:37.012571,Vijayawada to Hyderabad,163,34.23,44,3.18,21,1,15,2,1.0,393,Safe
875,5,"2,12",2024-05-02 12:41:37.012572,Vijayawada to Hyderabad,153,26.24,34,2.21,5,4,18,1,1.11,326,Critical
876,15,"17,25",2024-03-29 12:41:37.012574,Vijayawada to Hyderabad,165,39.36,47,2.34,30,1,14,8,0.71,253,Safe
877,24,"18,2",2024-10-30 12:41:37.012575,Vijayawada to Hyderabad,168,32.63,42,2.76,9,8,23,8,0.75,377,Safe
878,3,"3,12",2024-08-23 12:41:37.012576,Vijayawada to Hyderabad,149,39.09,69,1.73,11,9,23,1,1.18,290,Safe
879,48,"22,8",2024-03-01 12:41:37.012577,Vijayawada to Hyderabad,124,27.45,44,4.16,8,5,23,8,1.16,164,Safe
880,46,"32,35",2023-12-25 12:41:37.012578,Vijayawada to Hyderabad,120,38.14,72,2.73,16,3,16,4,0.93,317,Safe
881,9,"23,5",2024-02-16 12:41:37.012580,Vijayawada to Hyderabad,149,26.23,73,1.13,25,1,24,1,1.08,396,Safe
882,42,"35,25",2024-10-19 12:41:37.012581,Vijayawada to Hyderabad,177,29.65,71,3.85,6,7,8,5,1.06,256,Safe
883,50,"49,49",2024-08-30 12:41:37.012582,Vijayawada to Hyderabad,168,37.41,46,1.61,18,1,12,7,0.64,260,Safe
884,35,"47,35",2024-08-15 12:41:37.012583,Vijayawada to Hyderabad,166,39.27,52,2.1,12,2,18,9,0.67,174,Critical
885,40,"37,11",2024-01-27 12:41:37.012585,Vijayawada to Hyderabad,126,27.93,42,1.75,8,7,8,5,1.14,194,Safe
886,48,"44,29",2024-07-09 12:41:37.012586,Vijayawada to Hyderabad,134,35.83,47,1.92,17,3,8,4,1.18,236,Safe
887,29,"24,30",2024-04-22 12:41:37.012587,Vijayawada to Hyderabad,139,27.18,52,4.5,6,3,14,8,1.12,169,Safe
888,6,"15,11",2024-04-03 12:41:37.012588,Vijayawada to Hyderabad,174,39.03,77,1.85,12,6,18,1,0.62,252,Safe
889,22,"31,21",2023-12-03 12:41:37.012590,Vijayawada to Hyderabad,120,36.13,76,2.62,29,6,7,9,1.03,390,Safe
890,19,"8,25",2024-01-23 12:41:37.012591,Vijayawada to Hyderabad,174,25.11,52,4.13,28,8,16,2,1.19,370,Safe
891,20,"25,25",2024-05-11 12:41:37.012592,Vijayawada to Hyderabad,178,39.09,57,2.06,24,8,19,9,0.67,364,Safe
892,24,"45,16",2024-10-28 12:41:37.012593,Vijayawada to Hyderabad,123,37.85,63,4.33,27,5,10,1,0.89,396,Safe
893,33,"49,26",2024-11-25 12:41:37.012595,Vijayawada to Hyderabad,126,34.07,68,1.06,6,4,14,2,0.69,247,Safe
894,43,"17,11",2024-03-12 12:41:37.012596,Vijayawada to Hyderabad,155,37.66,63,3.61,26,1,19,7,1.06,248,Safe
895,19,"22,12",2023-12-11 12:41:37.012597,Vijayawada to Hyderabad,180,39.14,31,0.36,22,3,22,6,0.88,219,Critical
896,12,"18,38",2024-02-27 12:41:37.012598,Vijayawada to Hyderabad,167,29.55,50,3.12,25,6,18,7,0.91,170,Safe
897,25,"5,10",2024-03-07 12:41:37.012600,Vijayawada to Hyderabad,132,27.66,43,1.13,28,8,14,9,0.62,186,Safe
898,31,"46,39",2024-10-06 12:41:37.012601,Vijayawada to Hyderabad,173,39.39,60,2.07,18,9,15,5,0.87,202,Safe
899,47,"1,3",2024-09-20 12:41:37.012602,Vijayawada to Hyderabad,120,28.98,49,4.85,17,8,23,1,1.07,304,Safe
900,25,"26,11",2024-01-28 12:41:37.012603,Vijayawada to Hyderabad,120,27.76,74,0.87,16,9,18,7,0.71,317,Safe
901,41,"30,41",2024-03-20 12:41:37.012605,Vijayawada to Hyderabad,179,30.81,71,0.59,10,2,5,10,0.74,197,Safe
902,45,"21,24",2024-06-06 12:41:37.012606,Vijayawada to Hyderabad,157,29.06,48,3.02,21,7,8,3,1.17,158,Safe
903,15,"34,30",2024-06-06 12:41:37.012607,Vijayawada to Hyderabad,167,39.4,53,1.48,24,8,19,9,0.9,357,Safe
904,15,"28,29",2024-02-11 12:41:37.012608,Vijayawada to Hyderabad,179,37.51,56,1.32,23,2,22,4,1.15,158,Safe
905,45,"1,26",2024-09-05 12:41:37.012610,Vijayawada to Hyderabad,123,29.87,39,4.0,7,9,14,6,0.85,284,Safe
906,33,"9,47",2023-12-28 12:41:37.012611,Vijayawada to Hyderabad,143,37.44,62,4.32,18,10,17,10,0.82,267,Safe
907,9,"38,46",2024-04-27 12:41:37.012612,Vijayawada to Hyderabad,151,28.7,37,1.13,12,7,23,5,0.73,391,Safe
908,46,"36,26",2024-02-19 12:41:37.012613,Vijayawada to Hyderabad,152,36.78,52,4.42,20,9,20,7,0.75,191,Critical
909,39,"32,22",2024-10-03 12:41:37.012615,Vijayawada to Hyderabad,170,27.66,52,2.26,30,8,18,10,0.61,377,Safe
910,47,"12,12",2024-04-14 12:41:37.012616,Vijayawada to Hyderabad,142,36.81,67,2.01,20,7,24,7,0.85,259,Safe
911,40,"29,13",2024-02-24 12:41:37.012617,Vijayawada to Hyderabad,165,30.65,58,4.57,14,9,18,2,1.08,300,Safe
912,17,"21,31",2024-01-18 12:41:37.012618,Vijayawada to Hyderabad,161,31.04,60,1.44,26,7,5,3,0.76,307,Safe
913,8,"40,33",2024-02-21 12:41:37.012619,Vijayawada to Hyderabad,170,30.17,35,0.86,10,9,17,5,0.7,150,Critical
914,13,"20,19",2024-01-31 12:41:37.012621,Vijayawada to Hyderabad,163,34.18,79,3.61,20,9,14,3,0.62,357,Safe
915,37,"47,6",2024-01-26 12:41:37.012622,Vijayawada to Hyderabad,123,30.11,54,2.27,19,1,11,3,0.86,202,Safe
916,22,"33,40",2024-09-01 12:41:37.012623,Vijayawada to Hyderabad,148,35.41,39,1.65,6,7,11,4,0.67,332,Safe
917,5,"34,14",2023-12-13 12:41:37.012625,Vijayawada to Hyderabad,120,34.63,68,0.01,21,3,24,3,0.66,313,Safe
918,12,"40,17",2024-06-06 12:41:37.012626,Vijayawada to Hyderabad,128,39.34,32,2.8,12,3,21,9,1.16,381,Safe
919,4,"42,39",2024-05-05 12:41:37.012627,Vijayawada to Hyderabad,132,33.88,57,3.47,16,4,7,9,0.89,354,Safe
920,8,"8,47",2023-12-05 12:41:37.012628,Vijayawada to Hyderabad,125,37.84,41,0.2,30,10,8,8,0.8,232,Safe
921,28,"29,31",2024-01-06 12:41:37.012629,Vijayawada to Hyderabad,156,29.21,74,0.69,19,2,12,3,0.63,301,Safe
922,9,"50,7",2024-03-17 12:41:37.012631,Vijayawada to Hyderabad,180,31.41,40,3.39,7,2,5,4,1.19,362,Safe
923,35,"14,43",2024-10-20 12:41:37.012632,Vijayawada to Hyderabad,157,39.72,44,3.94,5,10,7,5,0.79,194,Safe
924,41,"10,42",2023-12-27 12:41:37.012633,Vijayawada to Hyderabad,124,36.95,44,1.76,25,2,12,5,0.75,287,Critical
925,42,"18,16",2024-04-02 12:41:37.012634,Vijayawada to Hyderabad,148,38.55,56,3.04,25,6,20,1,0.69,301,Safe
926,50,"22,29",2024-08-17 12:41:37.012636,Vijayawada to Hyderabad,177,36.89,41,1.22,17,8,5,9,0.78,365,Safe
927,28,"24,10",2024-06-22 12:41:37.012637,Vijayawada to Hyderabad,124,33.81,36,1.83,16,4,24,9,0.93,258,Safe
928,22,"49,48",2024-06-23 12:41:37.012638,Vijayawada to Hyderabad,174,27.95,35,4.24,8,2,12,1,0.99,159,Critical
929,42,"23,33",2024-02-25 12:41:37.012639,Vijayawada to Hyderabad,136,34.83,43,3.26,10,7,14,10,0.93,351,Safe
930,35,"27,7",2024-09-04 12:41:37.012640,Vijayawada to Hyderabad,179,39.66,53,0.58,24,4,20,7,1.15,161,Safe
931,35,"49,28",2024-02-21 12:41:37.012642,Vijayawada to Hyderabad,175,38.67,42,0.76,19,6,25,1,1.18,279,Safe
932,29,"31,17",2024-01-08 12:41:37.012643,Vijayawada to Hyderabad,131,25.05,43,0.43,19,8,24,2,0.9,386,Critical
933,14,"18,34",2024-09-17 12:41:37.012644,Vijayawada to Hyderabad,156,31.12,62,0.44,23,7,20,8,0.96,187,Safe
934,20,"9,44",2024-07-22 12:41:37.012645,Vijayawada to Hyderabad,128,36.27,65,3.13,26,1,8,7,1.16,167,Safe
935,6,"6,27",2024-07-05 12:41:37.012646,Vijayawada to Hyderabad,152,31.49,77,3.94,24,6,25,4,0.72,253,Safe
936,7,"23,13",2024-10-25 12:41:37.012648,Vijayawada to Hyderabad,171,29.28,68,4.84,19,1,18,3,0.81,162,Safe
937,48,"3,45",2024-05-29 12:41:37.012649,Vijayawada to Hyderabad,128,31.65,57,3.72,20,5,12,1,0.78,359,Safe
938,33,"43,1",2024-10-06 12:41:37.012650,Vijayawada to Hyderabad,162,29.1,71,4.75,20,10,10,9,0.63,249,Safe
939,41,"6,26",2024-04-20 12:41:37.012651,Vijayawada to Hyderabad,130,28.31,78,3.03,25,1,9,3,0.79,160,Safe
940,24,"11,13",2024-09-11 12:41:37.012653,Vijayawada to Hyderabad,152,27.34,72,2.18,7,1,11,5,0.77,163,Safe
941,36,"49,37",2024-05-04 12:41:37.012654,Vijayawada to Hyderabad,144,30.57,71,2.51,22,10,14,5,0.72,255,Safe
942,15,"4,11",2024-04-12 12:41:37.012655,Vijayawada to Hyderabad,129,29.9,62,1.46,20,1,25,5,0.66,243,Critical
943,47,"38,28",2024-05-04 12:41:37.012657,Vijayawada to Hyderabad,156,38.67,60,0.5,5,2,19,6,0.67,241,Safe
944,23,"4,11",2024-06-28 12:41:37.012659,Vijayawada to Hyderabad,154,34.08,66,3.41,5,5,6,10,0.66,386,Safe
945,18,"36,6",2024-11-26 12:41:37.012660,Vijayawada to Hyderabad,136,25.22,46,3.33,9,1,19,2,0.74,271,Critical
946,8,"35,34",2024-08-20 12:41:37.012661,Vijayawada to Hyderabad,147,37.78,34,2.92,7,8,9,8,1.16,287,Safe
947,19,"4,24",2024-02-20 12:41:37.012662,Vijayawada to Hyderabad,179,33.96,69,1.46,28,6,10,5,0.61,287,Safe
948,13,"3,34",2024-09-25 12:41:37.012664,Vijayawada to Hyderabad,130,28.31,55,4.18,25,8,13,9,0.98,282,Safe
949,4,"27,20",2024-08-28 12:41:37.012665,Vijayawada to Hyderabad,167,31.45,69,4.82,10,5,12,4,1.15,383,Critical
950,26,"41,31",2024-08-20 12:41:37.012666,Vijayawada to Hyderabad,121,34.82,70,4.5,19,3,12,7,0.63,294,Safe
951,2,"20,16",2024-09-28 12:41:37.012667,Vijayawada to Hyderabad,138,30.01,75,3.52,19,3,19,3,1.15,214,Safe
952,46,"32,14",2024-07-13 12:41:37.012668,Vijayawada to Hyderabad,168,28.57,77,3.8,13,10,14,5,1.09,198,Safe
953,45,"26,46",2024-08-10 12:41:37.012670,Vijayawada to Hyderabad,159,29.3,32,0.39,27,5,18,2,1.01,284,Safe
954,40,"19,8",2024-11-07 12:41:37.012671,Vijayawada to Hyderabad,162,33.8,53,0.41,5,2,14,7,1.05,350,Safe
955,11,"22,4",2024-04-19 12:41:37.012672,Vijayawada to Hyderabad,173,28.79,66,1.16,26,9,15,6,0.87,357,Critical
956,39,"22,22",2024-08-09 12:41:37.012673,Vijayawada to Hyderabad,178,29.7,35,4.59,19,8,7,8,1.11,213,Safe
957,46,"27,30",2024-06-10 12:41:37.012675,Vijayawada to Hyderabad,142,39.35,56,3.58,26,7,9,2,0.94,207,Critical
958,30,"1,12",2024-02-21 12:41:37.012676,Vijayawada to Hyderabad,146,36.93,60,2.27,11,1,21,7,1.0,333,Safe
959,12,"44,29",2024-08-21 12:41:37.012677,Vijayawada to Hyderabad,145,32.93,66,4.29,20,6,11,8,0.86,367,Safe
960,9,"2,47",2024-11-17 12:41:37.012678,Vijayawada to Hyderabad,132,36.52,51,0.62,27,5,13,9,0.94,355,Critical
961,46,"20,21",2024-01-21 12:41:37.012680,Vijayawada to Hyderabad,127,38.26,79,3.2,5,5,7,4,0.89,276,Safe
962,41,"15,19",2024-08-03 12:41:37.012681,Vijayawada to Hyderabad,170,26.55,60,1.93,25,10,23,7,1.12,365,Safe
963,16,"22,25",2024-11-12 12:41:37.012682,Vijayawada to Hyderabad,132,35.1,52,3.36,12,3,8,10,0.9,358,Safe
964,42,"25,45",2023-12-03 12:41:37.012683,Vijayawada to Hyderabad,175,25.96,54,4.67,18,6,18,3,0.76,189,Safe
965,37,"16,41",2024-11-22 12:41:37.012684,Vijayawada to Hyderabad,138,38.6,55,4.3,6,6,17,3,1.15,293,Safe
966,7,"45,50",2024-05-15 12:41:37.012686,Vijayawada to Hyderabad,171,39.76,63,0.74,18,10,25,5,1.03,256,Critical
967,7,"23,4",2024-09-17 12:41:37.012687,Vijayawada to Hyderabad,163,35.83,66,4.55,22,8,6,10,1.09,222,Safe
968,49,"28,35",2024-03-13 12:41:37.012688,Vijayawada to Hyderabad,155,32.53,76,0.47,8,6,16,5,0.65,303,Safe
969,34,"23,22",2024-10-21 12:41:37.012689,Vijayawada to Hyderabad,151,32.23,67,2.35,10,1,12,9,0.78,340,Safe
970,16,"14,18",2024-01-06 12:41:37.012691,Vijayawada to Hyderabad,156,25.31,61,0.59,6,4,23,5,1.13,293,Critical
971,21,"45,19",2024-08-25 12:41:37.012692,Vijayawada to Hyderabad,137,34.43,78,4.55,12,8,18,8,0.85,224,Safe
972,5,"4,28",2024-07-18 12:41:37.012693,Vijayawada to Hyderabad,155,27.46,53,3.65,29,7,9,10,1.0,317,Safe
973,14,"24,16",2024-07-01 12:41:37.012694,Vijayawada to Hyderabad,139,27.93,79,0.07,30,2,14,9,0.97,320,Safe
974,27,"27,46",2023-12-27 12:41:37.012696,Vijayawada to Hyderabad,177,31.99,39,3.85,13,4,13,2,0.86,258,Safe
975,13,"21,34",2024-01-30 12:41:37.012697,Vijayawada to Hyderabad,146,28.34,49,2.53,29,7,13,10,0.87,199,Safe
976,28,"12,4",2024-02-19 12:41:37.012699,Vijayawada to Hyderabad,164,34.51,44,4.77,25,1,11,10,0.68,304,Safe
977,13,"45,50",2024-01-02 12:41:37.012700,Vijayawada to Hyderabad,173,37.48,66,0.97,12,8,12,1,0.87,297,Safe
978,31,"9,48",2023-12-09 12:41:37.012701,Vijayawada to Hyderabad,142,32.02,77,4.17,14,10,12,4,0.81,269,Safe
979,50,"35,33",2024-07-01 12:41:37.012703,Vijayawada to Hyderabad,166,27.99,79,3.8,12,8,23,8,0.79,359,Safe
980,15,"38,26",2024-03-07 12:41:37.012704,Vijayawada to Hyderabad,145,28.05,56,1.65,5,4,17,7,0.92,355,Safe
981,41,"45,33",2024-04-10 12:41:37.012705,Vijayawada to Hyderabad,123,32.49,56,4.68,7,1,15,10,0.73,315,Safe
982,46,"10,41",2024-11-29 12:41:37.012706,Vijayawada to Hyderabad,153,31.93,54,1.32,6,1,23,4,1.06,382,Safe
983,27,"31,35",2024-08-27 12:41:37.012707,Vijayawada to Hyderabad,158,29.67,58,3.16,10,10,23,9,0.91,339,Safe
984,36,"39,12",2024-07-03 12:41:37.012709,Vijayawada to Hyderabad,146,39.05,78,1.71,19,8,10,10,1.15,244,Safe
985,15,"29,43",2024-07-26 12:41:37.012710,Vijayawada to Hyderabad,144,39.0,32,0.42,9,10,9,7,1.0,226,Safe
986,48,"24,13",2024-03-10 12:41:37.012711,Vijayawada to Hyderabad,159,28.32,80,4.09,12,10,19,8,0.87,375,Critical
987,47,"50,32",2023-12-12 12:41:37.012712,Vijayawada to Hyderabad,171,28.15,72,3.32,17,4,18,4,0.87,258,Safe
988,30,"1,12",2024-03-29 12:41:37.012713,Vijayawada to Hyderabad,178,39.37,71,2.26,19,5,5,6,0.91,336,Safe
989,15,"24,9",2024-04-30 12:41:37.012715,Vijayawada to Hyderabad,163,37.48,47,4.42,18,5,11,6,0.92,276,Safe
990,8,"43,18",2024-03-18 12:41:37.012716,Vijayawada to Hyderabad,162,27.88,64,2.92,30,1,22,9,1.01,363,Safe
991,44,"33,49",2024-09-04 12:41:37.012717,Vijayawada to Hyderabad,123,30.1,65,4.04,28,9,10,10,1.19,261,Safe
992,41,"49,5",2024-11-05 12:41:37.012718,Vijayawada to Hyderabad,134,39.64,44,0.22,13,10,12,2,1.16,354,Safe
993,41,"29,35",2024-11-11 12:41:37.012719,Vijayawada to Hyderabad,133,38.05,39,3.91,9,8,12,3,0.87,201,Safe
994,35,"9,2",2024-04-06 12:41:37.012721,Vijayawada to Hyderabad,171,32.53,75,2.83,5,7,21,3,0.67,220,Safe
995,34,"36,45",2024-06-30 12:41:37.012722,Vijayawada to Hyderabad,141,32.39,38,3.25,5,10,13,6,0.85,205,Safe
996,34,"50,14",2024-08-28 12:41:37.012723,Vijayawada to Hyderabad,176,38.34,58,0.29,12,7,14,4,0.7,199,Safe
997,46,"23,22",2024-09-12 12:41:37.012724,Vijayawada to Hyderabad,158,39.79,46,2.36,18,1,8,7,0.96,397,Safe
998,43,"30,41",2024-04-22 12:41:37.012725,Vijayawada to Hyderabad,124,29.14,41,4.67,17,5,19,6,0.7,294,Safe
