Flight ID,Origin,Destination,Route Distance (km),Waypoints (List),Traffic (Intersecting Flights),Tailwind (knots),Headwind (knots),Jet Stream Impact,Restrictions (Details),Drones/Air Taxis,Bird Movement,Airspace Density,Seasonal Pattern,Fuel Cost (Segment),Historical Delay (mins)
FL1620,DEL,HYD,1155,"[{""lat"": 10.4706, ""long"": 25.8772, ""alt"": 15000, ""time"": ""13:23""}, {""lat"": -87.2942, ""long"": -79.2841, ""alt"": 25000, ""time"": ""2:15""}, {""lat"": -6.6924, ""long"": 88.3365, ""alt"": 15000, ""time"": ""22:18""}, {""lat"": 34.2872, ""long"": -40.73, ""alt"": 20000, ""time"": ""22:41""}, {""lat"": -60.893, ""long"": 77.1737, ""alt"": 30000, ""time"": ""18:39""}, {""lat"": 50.1407, ""long"": 129.7419, ""alt"": 15000, ""time"": ""10:08""}]","[{""flight_id"": ""INT4592"", ""alt"": 25000, ""time"": ""19:37"", ""wp"": ""WP3""}, {""flight_id"": ""INT1809"", ""alt"": 10000, ""time"": ""23:02"", ""wp"": ""WP4""}, {""flight_id"": ""INT9053"", ""alt"": 25000, ""time"": ""2:24"", ""wp"": ""WP2""}, {""flight_id"": ""INT1189"", ""alt"": 15000, ""time"": ""0:02"", ""wp"": ""WP1""}]",18,10,Negative,"[{""type"": ""War Zone"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 111, ""time"": ""19:26""}, {""alt"": 285, ""time"": ""12:53""}, {""alt"": 109, ""time"": ""3:28""}]","[{""zone"": ""City Area"", ""alt"": [2826, 5695], ""time_range"": ""10:06-20:15""}]",Low,Summer,0.67,9
FL1621,BOM,DEL,424,"[{""lat"": -11.61, ""long"": -156.0075, ""alt"": 30000, ""time"": ""7:47""}, {""lat"": 67.2556, ""long"": -175.4752, ""alt"": 10000, ""time"": ""4:32""}, {""lat"": -75.8182, ""long"": 68.9063, ""alt"": 20000, ""time"": ""12:09""}, {""lat"": -65.2273, ""long"": -78.2682, ""alt"": 25000, ""time"": ""10:10""}, {""lat"": 42.8595, ""long"": -120.8135, ""alt"": 30000, ""time"": ""0:00""}, {""lat"": -42.172, ""long"": -157.7631, ""alt"": 10000, ""time"": ""7:57""}, {""lat"": -87.7277, ""long"": -147.7769, ""alt"": 10000, ""time"": ""3:47""}, {""lat"": 17.212, ""long"": 152.3586, ""alt"": 30000, ""time"": ""18:13""}, {""lat"": -33.9507, ""long"": 48.1188, ""alt"": 30000, ""time"": ""1:40""}, {""lat"": -1.2817, ""long"": -121.0104, ""alt"": 10000, ""time"": ""15:42""}, {""lat"": 45.6523, ""long"": -176.6458, ""alt"": 10000, ""time"": ""13:52""}, {""lat"": 11.3791, ""long"": -34.6472, ""alt"": 20000, ""time"": ""19:31""}, {""lat"": -74.0094, ""long"": 136.5101, ""alt"": 30000, ""time"": ""16:24""}, {""lat"": 85.0559, ""long"": 33.5459, ""alt"": 25000, ""time"": ""3:01""}]","[{""flight_id"": ""INT3175"", ""alt"": 25000, ""time"": ""21:00"", ""wp"": ""WP1""}, {""flight_id"": ""INT6416"", ""alt"": 15000, ""time"": ""14:04"", ""wp"": ""WP1""}]",0,2,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP2""}]","[{""alt"": 434, ""time"": ""9:19""}, {""alt"": 157, ""time"": ""9:36""}]","[{""zone"": ""Near Airport"", ""alt"": [2014, 3677], ""time_range"": ""7:03-21:20""}]",Medium,Summer,0.44,18
FL1622,BOM,MAA,1231,"[{""lat"": -57.4405, ""long"": -175.2344, ""alt"": 25000, ""time"": ""20:35""}, {""lat"": -28.184, ""long"": 115.4618, ""alt"": 15000, ""time"": ""0:28""}, {""lat"": -43.5752, ""long"": 155.7819, ""alt"": 25000, ""time"": ""11:24""}, {""lat"": -34.4183, ""long"": -94.0196, ""alt"": 30000, ""time"": ""12:22""}, {""lat"": 7.104, ""long"": -2.5389, ""alt"": 15000, ""time"": ""22:46""}, {""lat"": 43.032, ""long"": 175.2561, ""alt"": 20000, ""time"": ""4:01""}, {""lat"": 2.5429, ""long"": -149.6664, ""alt"": 20000, ""time"": ""19:38""}, {""lat"": 12.8525, ""long"": -140.0583, ""alt"": 20000, ""time"": ""9:44""}, {""lat"": -14.9801, ""long"": -127.3361, ""alt"": 20000, ""time"": ""15:27""}, {""lat"": 53.0803, ""long"": 70.036, ""alt"": 30000, ""time"": ""7:28""}, {""lat"": 13.5874, ""long"": 14.1262, ""alt"": 10000, ""time"": ""23:58""}, {""lat"": -30.851, ""long"": 151.3876, ""alt"": 25000, ""time"": ""5:41""}, {""lat"": -25.4844, ""long"": 17.6692, ""alt"": 15000, ""time"": ""8:24""}]","[{""flight_id"": ""INT5300"", ""alt"": 20000, ""time"": ""22:08"", ""wp"": ""WP3""}]",2,3,No Impact,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}, {""type"": ""Govt"", ""wp"": ""WP1""}]",[],"[{""zone"": ""City Area"", ""alt"": [2452, 5133], ""time_range"": ""9:10-18:29""}]",Low,Monsoon,0.69,29
FL1623,VGA,BOM,1050,"[{""lat"": 83.1526, ""long"": -107.7591, ""alt"": 30000, ""time"": ""1:09""}, {""lat"": -45.6863, ""long"": -6.8464, ""alt"": 10000, ""time"": ""4:50""}, {""lat"": 7.0534, ""long"": -43.3048, ""alt"": 15000, ""time"": ""16:30""}, {""lat"": 39.0408, ""long"": 56.8136, ""alt"": 30000, ""time"": ""20:21""}, {""lat"": 48.6827, ""long"": -94.3583, ""alt"": 25000, ""time"": ""16:34""}, {""lat"": -80.0725, ""long"": -121.127, ""alt"": 25000, ""time"": ""8:40""}, {""lat"": 73.0593, ""long"": 165.5696, ""alt"": 20000, ""time"": ""22:15""}]","[{""flight_id"": ""INT3889"", ""alt"": 15000, ""time"": ""14:17"", ""wp"": ""WP3""}, {""flight_id"": ""INT5490"", ""alt"": 25000, ""time"": ""5:33"", ""wp"": ""WP4""}, {""flight_id"": ""INT1162"", ""alt"": 20000, ""time"": ""6:45"", ""wp"": ""WP3""}]",7,28,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP1""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 475, ""time"": ""3:52""}, {""alt"": 147, ""time"": ""21:45""}, {""alt"": 341, ""time"": ""14:48""}]","[{""zone"": ""City Area"", ""alt"": [2950, 3805], ""time_range"": ""8:09-19:20""}]",Medium,Winter,0.48,3
FL1624,DEL,MAA,331,"[{""lat"": 3.4823, ""long"": -111.6586, ""alt"": 15000, ""time"": ""20:20""}, {""lat"": -34.5108, ""long"": -127.845, ""alt"": 15000, ""time"": ""2:06""}, {""lat"": 10.9565, ""long"": 150.1878, ""alt"": 10000, ""time"": ""6:02""}, {""lat"": -38.2011, ""long"": 47.7442, ""alt"": 25000, ""time"": ""17:28""}, {""lat"": -52.0373, ""long"": -65.1596, ""alt"": 15000, ""time"": ""9:56""}]","[{""flight_id"": ""INT4974"", ""alt"": 20000, ""time"": ""17:37"", ""wp"": ""WP4""}, {""flight_id"": ""INT5910"", ""alt"": 15000, ""time"": ""8:44"", ""wp"": ""WP4""}, {""flight_id"": ""INT2623"", ""alt"": 10000, ""time"": ""21:55"", ""wp"": ""WP1""}, {""flight_id"": ""INT5965"", ""alt"": 10000, ""time"": ""21:09"", ""wp"": ""WP3""}, {""flight_id"": ""INT4691"", ""alt"": 10000, ""time"": ""20:28"", ""wp"": ""WP1""}]",9,21,Positive,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP3""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 287, ""time"": ""22:21""}, {""alt"": 224, ""time"": ""2:11""}]","[{""zone"": ""Near Airport"", ""alt"": [1531, 4460], ""time_range"": ""9:04-19:23""}]",High,Summer,0.62,15
FL1625,VGA,BLR,330,"[{""lat"": -54.9998, ""long"": -33.3031, ""alt"": 10000, ""time"": ""4:06""}, {""lat"": 26.6962, ""long"": 26.281, ""alt"": 30000, ""time"": ""9:08""}, {""lat"": 30.2306, ""long"": 44.9464, ""alt"": 25000, ""time"": ""19:15""}, {""lat"": -31.0962, ""long"": -144.2907, ""alt"": 15000, ""time"": ""17:31""}, {""lat"": -28.1495, ""long"": 158.1771, ""alt"": 30000, ""time"": ""10:08""}, {""lat"": 57.4997, ""long"": 114.1804, ""alt"": 30000, ""time"": ""17:15""}]","[{""flight_id"": ""INT7697"", ""alt"": 20000, ""time"": ""8:16"", ""wp"": ""WP1""}, {""flight_id"": ""INT2202"", ""alt"": 15000, ""time"": ""10:56"", ""wp"": ""WP3""}, {""flight_id"": ""INT9867"", ""alt"": 15000, ""time"": ""23:41"", ""wp"": ""WP2""}, {""flight_id"": ""INT6319"", ""alt"": 15000, ""time"": ""9:07"", ""wp"": ""WP1""}]",11,1,Negative,"[{""type"": ""Govt"", ""wp"": ""WP5""}, {""type"": ""War Zone"", ""wp"": ""WP3""}]","[{""alt"": 495, ""time"": ""22:48""}, {""alt"": 319, ""time"": ""17:11""}]","[{""zone"": ""Near Airport"", ""alt"": [1518, 4125], ""time_range"": ""8:30-19:04""}]",Medium,Winter,0.64,17
FL1626,BOM,MAA,838,"[{""lat"": 34.1544, ""long"": 32.1357, ""alt"": 30000, ""time"": ""15:36""}, {""lat"": 65.9615, ""long"": 147.1594, ""alt"": 15000, ""time"": ""21:34""}, {""lat"": 29.9065, ""long"": -10.0378, ""alt"": 30000, ""time"": ""15:00""}, {""lat"": -4.4522, ""long"": 64.7158, ""alt"": 15000, ""time"": ""4:19""}, {""lat"": 61.75, ""long"": 18.0111, ""alt"": 25000, ""time"": ""18:24""}]","[{""flight_id"": ""INT5545"", ""alt"": 20000, ""time"": ""1:23"", ""wp"": ""WP4""}]",19,4,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP1""}]","[{""alt"": 183, ""time"": ""11:00""}, {""alt"": 435, ""time"": ""9:29""}, {""alt"": 246, ""time"": ""5:34""}]","[{""zone"": ""City Area"", ""alt"": [1118, 4523], ""time_range"": ""9:07-22:27""}]",Medium,Summer,0.63,1
FL1627,DEL,BOM,886,"[{""lat"": -20.9244, ""long"": 70.1991, ""alt"": 25000, ""time"": ""17:37""}, {""lat"": 67.0278, ""long"": -0.2288, ""alt"": 25000, ""time"": ""0:26""}, {""lat"": 57.7652, ""long"": 126.9969, ""alt"": 20000, ""time"": ""2:43""}, {""lat"": 76.3377, ""long"": 174.8522, ""alt"": 15000, ""time"": ""22:44""}, {""lat"": -28.6984, ""long"": -71.4986, ""alt"": 25000, ""time"": ""5:36""}, {""lat"": 80.2931, ""long"": -109.6725, ""alt"": 25000, ""time"": ""17:18""}, {""lat"": 68.2902, ""long"": -132.2356, ""alt"": 10000, ""time"": ""6:43""}, {""lat"": 47.3185, ""long"": 157.2459, ""alt"": 15000, ""time"": ""22:16""}, {""lat"": -21.8258, ""long"": -59.5799, ""alt"": 25000, ""time"": ""14:29""}, {""lat"": 32.5109, ""long"": -91.2653, ""alt"": 15000, ""time"": ""0:33""}, {""lat"": -18.2762, ""long"": 154.6559, ""alt"": 20000, ""time"": ""15:01""}, {""lat"": 24.6669, ""long"": 26.3154, ""alt"": 20000, ""time"": ""7:22""}, {""lat"": -29.2118, ""long"": 63.4167, ""alt"": 30000, ""time"": ""6:11""}]","[{""flight_id"": ""INT4902"", ""alt"": 25000, ""time"": ""16:44"", ""wp"": ""WP3""}, {""flight_id"": ""INT1753"", ""alt"": 25000, ""time"": ""13:45"", ""wp"": ""WP2""}, {""flight_id"": ""INT9378"", ""alt"": 10000, ""time"": ""15:43"", ""wp"": ""WP3""}]",0,7,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP2""}, {""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}]",[],"[{""zone"": ""City Area"", ""alt"": [2113, 4739], ""time_range"": ""8:34-19:08""}]",Medium,Monsoon,0.75,22
FL1628,DEL,BLR,733,"[{""lat"": 27.4088, ""long"": 7.7627, ""alt"": 30000, ""time"": ""21:49""}, {""lat"": -63.8633, ""long"": 141.6718, ""alt"": 25000, ""time"": ""16:59""}, {""lat"": -10.8761, ""long"": 175.6401, ""alt"": 10000, ""time"": ""10:03""}, {""lat"": -22.4424, ""long"": -107.833, ""alt"": 15000, ""time"": ""21:18""}, {""lat"": 11.0501, ""long"": -16.2449, ""alt"": 20000, ""time"": ""5:08""}]","[{""flight_id"": ""INT5482"", ""alt"": 15000, ""time"": ""16:51"", ""wp"": ""WP2""}]",18,15,Negative,"[{""type"": ""Govt"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP2""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP1""}]","[{""alt"": 457, ""time"": ""23:10""}, {""alt"": 208, ""time"": ""0:42""}]","[{""zone"": ""City Area"", ""alt"": [1694, 5209], ""time_range"": ""7:35-20:41""}]",Medium,Monsoon,0.48,16
FL1629,HYD,DEL,455,"[{""lat"": -87.8863, ""long"": -34.5788, ""alt"": 20000, ""time"": ""7:59""}, {""lat"": -1.2461, ""long"": 43.789, ""alt"": 25000, ""time"": ""18:52""}, {""lat"": 72.6356, ""long"": 86.3521, ""alt"": 25000, ""time"": ""16:29""}, {""lat"": 7.3562, ""long"": -8.313, ""alt"": 15000, ""time"": ""16:00""}, {""lat"": -12.8713, ""long"": 31.8303, ""alt"": 25000, ""time"": ""20:22""}, {""lat"": 10.8383, ""long"": -42.9467, ""alt"": 20000, ""time"": ""21:04""}, {""lat"": 19.3227, ""long"": -71.8661, ""alt"": 30000, ""time"": ""11:51""}, {""lat"": 26.6285, ""long"": 111.2784, ""alt"": 30000, ""time"": ""14:19""}, {""lat"": 17.9519, ""long"": 43.9144, ""alt"": 15000, ""time"": ""19:01""}, {""lat"": -19.2236, ""long"": -164.5408, ""alt"": 30000, ""time"": ""16:13""}]","[{""flight_id"": ""INT5448"", ""alt"": 20000, ""time"": ""18:31"", ""wp"": ""WP4""}, {""flight_id"": ""INT2744"", ""alt"": 20000, ""time"": ""12:16"", ""wp"": ""WP1""}, {""flight_id"": ""INT8258"", ""alt"": 10000, ""time"": ""1:00"", ""wp"": ""WP3""}, {""flight_id"": ""INT8569"", ""alt"": 25000, ""time"": ""14:27"", ""wp"": ""WP4""}, {""flight_id"": ""INT3767"", ""alt"": 10000, ""time"": ""19:36"", ""wp"": ""WP4""}]",10,9,Positive,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP3""}]","[{""alt"": 114, ""time"": ""20:12""}, {""alt"": 354, ""time"": ""11:15""}]","[{""zone"": ""Near Airport"", ""alt"": [2058, 5092], ""time_range"": ""6:44-19:43""}]",Medium,Summer,0.69,19
FL1630,VGA,HYD,1444,"[{""lat"": 51.3667, ""long"": -167.123, ""alt"": 20000, ""time"": ""6:23""}, {""lat"": -6.8403, ""long"": -98.623, ""alt"": 25000, ""time"": ""16:41""}, {""lat"": -88.8098, ""long"": 85.3128, ""alt"": 20000, ""time"": ""18:06""}, {""lat"": -14.7812, ""long"": 162.3443, ""alt"": 20000, ""time"": ""4:33""}, {""lat"": -81.1467, ""long"": -28.3717, ""alt"": 15000, ""time"": ""6:01""}, {""lat"": 74.1332, ""long"": -108.793, ""alt"": 30000, ""time"": ""5:24""}, {""lat"": 80.8307, ""long"": -47.2966, ""alt"": 30000, ""time"": ""23:52""}, {""lat"": -45.0277, ""long"": 131.1288, ""alt"": 15000, ""time"": ""23:29""}, {""lat"": 40.4982, ""long"": 175.9529, ""alt"": 30000, ""time"": ""17:20""}, {""lat"": -32.1679, ""long"": 102.8185, ""alt"": 10000, ""time"": ""14:21""}, {""lat"": 70.7111, ""long"": -144.8306, ""alt"": 30000, ""time"": ""17:20""}, {""lat"": -66.9119, ""long"": 94.3084, ""alt"": 25000, ""time"": ""8:02""}, {""lat"": 77.5396, ""long"": -20.9048, ""alt"": 30000, ""time"": ""13:12""}, {""lat"": -32.5947, ""long"": -127.5576, ""alt"": 15000, ""time"": ""23:19""}]","[{""flight_id"": ""INT8846"", ""alt"": 20000, ""time"": ""20:02"", ""wp"": ""WP2""}, {""flight_id"": ""INT2669"", ""alt"": 15000, ""time"": ""2:42"", ""wp"": ""WP2""}, {""flight_id"": ""INT8229"", ""alt"": 20000, ""time"": ""1:12"", ""wp"": ""WP4""}, {""flight_id"": ""INT4021"", ""alt"": 10000, ""time"": ""10:52"", ""wp"": ""WP3""}, {""flight_id"": ""INT2647"", ""alt"": 10000, ""time"": ""7:08"", ""wp"": ""WP4""}]",22,24,Negative,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 288, ""time"": ""18:08""}, {""alt"": 268, ""time"": ""6:46""}, {""alt"": 278, ""time"": ""7:35""}]","[{""zone"": ""Near Airport"", ""alt"": [2708, 4670], ""time_range"": ""10:35-20:03""}]",Low,Summer,0.45,24
FL1631,BOM,HYD,1369,"[{""lat"": -33.0357, ""long"": 74.1896, ""alt"": 20000, ""time"": ""14:55""}, {""lat"": -53.296, ""long"": 154.3652, ""alt"": 30000, ""time"": ""8:57""}, {""lat"": -71.8892, ""long"": -46.2247, ""alt"": 25000, ""time"": ""16:13""}, {""lat"": 56.9546, ""long"": -124.1517, ""alt"": 20000, ""time"": ""23:04""}, {""lat"": 43.3688, ""long"": 113.546, ""alt"": 20000, ""time"": ""1:19""}, {""lat"": 58.0099, ""long"": 56.6315, ""alt"": 25000, ""time"": ""18:54""}, {""lat"": 61.5905, ""long"": -144.8384, ""alt"": 20000, ""time"": ""15:10""}, {""lat"": -13.5287, ""long"": 41.2294, ""alt"": 15000, ""time"": ""17:13""}, {""lat"": -36.2357, ""long"": 163.6896, ""alt"": 25000, ""time"": ""20:38""}, {""lat"": -35.9772, ""long"": -139.3978, ""alt"": 30000, ""time"": ""19:08""}]","[{""flight_id"": ""INT1188"", ""alt"": 20000, ""time"": ""5:15"", ""wp"": ""WP3""}, {""flight_id"": ""INT9307"", ""alt"": 15000, ""time"": ""8:34"", ""wp"": ""WP1""}]",25,3,Positive,"[{""type"": ""War Zone"", ""wp"": ""WP5""}]","[{""alt"": 130, ""time"": ""6:17""}, {""alt"": 210, ""time"": ""18:01""}]","[{""zone"": ""City Area"", ""alt"": [1193, 3067], ""time_range"": ""8:13-19:29""}]",High,Summer,0.6,11
FL1632,HYD,BLR,1418,"[{""lat"": 22.1363, ""long"": 77.1896, ""alt"": 20000, ""time"": ""5:23""}, {""lat"": 13.1743, ""long"": -65.7236, ""alt"": 30000, ""time"": ""18:04""}, {""lat"": 49.5684, ""long"": 48.4371, ""alt"": 20000, ""time"": ""7:34""}, {""lat"": 41.7016, ""long"": 115.1584, ""alt"": 30000, ""time"": ""1:04""}, {""lat"": -79.5403, ""long"": 112.6087, ""alt"": 15000, ""time"": ""10:33""}, {""lat"": 45.3461, ""long"": -51.2704, ""alt"": 25000, ""time"": ""17:54""}, {""lat"": -3.1682, ""long"": -121.9269, ""alt"": 10000, ""time"": ""21:48""}, {""lat"": -13.1123, ""long"": 58.8532, ""alt"": 30000, ""time"": ""2:49""}, {""lat"": 25.2206, ""long"": 22.2497, ""alt"": 30000, ""time"": ""22:58""}, {""lat"": -67.6452, ""long"": 116.6446, ""alt"": 30000, ""time"": ""0:39""}, {""lat"": 28.986, ""long"": -133.9919, ""alt"": 25000, ""time"": ""13:37""}, {""lat"": 80.1936, ""long"": -143.2121, ""alt"": 20000, ""time"": ""8:53""}, {""lat"": 2.8312, ""long"": -143.3811, ""alt"": 15000, ""time"": ""15:56""}]","[{""flight_id"": ""INT9631"", ""alt"": 15000, ""time"": ""12:14"", ""wp"": ""WP2""}, {""flight_id"": ""INT3210"", ""alt"": 25000, ""time"": ""9:55"", ""wp"": ""WP1""}, {""flight_id"": ""INT4266"", ""alt"": 10000, ""time"": ""2:39"", ""wp"": ""WP1""}, {""flight_id"": ""INT6113"", ""alt"": 25000, ""time"": ""1:52"", ""wp"": ""WP1""}, {""flight_id"": ""INT4631"", ""alt"": 20000, ""time"": ""12:57"", ""wp"": ""WP1""}]",15,18,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP2""}]","[{""alt"": 205, ""time"": ""0:33""}, {""alt"": 429, ""time"": ""6:21""}]","[{""zone"": ""City Area"", ""alt"": [2607, 3217], ""time_range"": ""6:01-18:30""}]",Low,Summer,0.33,6
FL1633,BOM,DEL,540,"[{""lat"": -38.6213, ""long"": -10.1504, ""alt"": 15000, ""time"": ""18:24""}, {""lat"": -56.9059, ""long"": -13.5742, ""alt"": 25000, ""time"": ""2:28""}, {""lat"": 61.3061, ""long"": -148.4951, ""alt"": 20000, ""time"": ""9:29""}, {""lat"": -69.4988, ""long"": -135.5995, ""alt"": 25000, ""time"": ""19:59""}, {""lat"": 36.7082, ""long"": 117.1769, ""alt"": 20000, ""time"": ""8:11""}, {""lat"": 53.7096, ""long"": -168.5312, ""alt"": 20000, ""time"": ""11:10""}, {""lat"": -36.4349, ""long"": 126.3804, ""alt"": 30000, ""time"": ""22:50""}, {""lat"": 57.1188, ""long"": -19.9065, ""alt"": 30000, ""time"": ""10:24""}, {""lat"": 25.9458, ""long"": -106.7396, ""alt"": 30000, ""time"": ""15:11""}, {""lat"": 71.9669, ""long"": 134.621, ""alt"": 10000, ""time"": ""17:08""}, {""lat"": -50.1555, ""long"": -108.3929, ""alt"": 25000, ""time"": ""3:05""}, {""lat"": -44.0549, ""long"": -160.3318, ""alt"": 30000, ""time"": ""10:38""}, {""lat"": -71.6692, ""long"": 120.5208, ""alt"": 10000, ""time"": ""17:36""}, {""lat"": 1.99, ""long"": 91.2959, ""alt"": 20000, ""time"": ""16:32""}, {""lat"": -82.363, ""long"": 178.1766, ""alt"": 25000, ""time"": ""7:28""}]","[{""flight_id"": ""INT9327"", ""alt"": 10000, ""time"": ""0:37"", ""wp"": ""WP1""}]",23,2,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP1""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP4""}]","[{""alt"": 380, ""time"": ""12:45""}, {""alt"": 439, ""time"": ""10:39""}]","[{""zone"": ""Near Airport"", ""alt"": [2481, 5019], ""time_range"": ""6:27-19:03""}]",High,Monsoon,0.79,11
FL1634,BOM,DEL,1411,"[{""lat"": 87.1983, ""long"": 128.5348, ""alt"": 15000, ""time"": ""17:41""}, {""lat"": 84.6927, ""long"": -54.8798, ""alt"": 10000, ""time"": ""21:58""}, {""lat"": -19.323, ""long"": 116.6306, ""alt"": 10000, ""time"": ""9:15""}, {""lat"": -28.182, ""long"": 131.3736, ""alt"": 25000, ""time"": ""11:16""}, {""lat"": -25.6374, ""long"": -96.1023, ""alt"": 20000, ""time"": ""19:30""}, {""lat"": 68.694, ""long"": 26.283, ""alt"": 15000, ""time"": ""21:39""}, {""lat"": 85.9779, ""long"": -95.5292, ""alt"": 25000, ""time"": ""16:30""}, {""lat"": 85.6546, ""long"": -37.4992, ""alt"": 30000, ""time"": ""17:24""}, {""lat"": -10.2277, ""long"": 109.1906, ""alt"": 20000, ""time"": ""12:57""}, {""lat"": 3.5746, ""long"": -48.3154, ""alt"": 15000, ""time"": ""15:00""}, {""lat"": -14.9946, ""long"": -48.5217, ""alt"": 10000, ""time"": ""5:35""}, {""lat"": -0.0482, ""long"": 80.2302, ""alt"": 25000, ""time"": ""18:09""}, {""lat"": -57.4639, ""long"": -95.7902, ""alt"": 25000, ""time"": ""21:25""}]","[{""flight_id"": ""INT5993"", ""alt"": 10000, ""time"": ""18:07"", ""wp"": ""WP1""}, {""flight_id"": ""INT8899"", ""alt"": 10000, ""time"": ""12:27"", ""wp"": ""WP1""}]",6,14,No Impact,"[{""type"": ""War Zone"", ""wp"": ""WP1""}]",[],"[{""zone"": ""Near Airport"", ""alt"": [1177, 4717], ""time_range"": ""6:54-21:41""}]",High,Summer,0.72,21
FL1635,HYD,BLR,409,"[{""lat"": -82.1795, ""long"": 71.955, ""alt"": 15000, ""time"": ""13:20""}, {""lat"": -57.9444, ""long"": -174.2643, ""alt"": 20000, ""time"": ""12:32""}, {""lat"": 66.0244, ""long"": 93.0864, ""alt"": 20000, ""time"": ""17:05""}, {""lat"": -70.1563, ""long"": 47.8001, ""alt"": 30000, ""time"": ""19:26""}, {""lat"": 83.9858, ""long"": -173.7581, ""alt"": 20000, ""time"": ""6:24""}, {""lat"": -63.3804, ""long"": 51.9276, ""alt"": 10000, ""time"": ""15:58""}, {""lat"": 79.1175, ""long"": 42.0706, ""alt"": 20000, ""time"": ""21:17""}, {""lat"": 82.4685, ""long"": 176.6692, ""alt"": 30000, ""time"": ""22:12""}, {""lat"": -14.6719, ""long"": 124.7915, ""alt"": 30000, ""time"": ""19:56""}, {""lat"": -46.3789, ""long"": -116.7518, ""alt"": 15000, ""time"": ""17:44""}, {""lat"": -1.7802, ""long"": -173.7887, ""alt"": 15000, ""time"": ""13:38""}]","[{""flight_id"": ""INT1425"", ""alt"": 15000, ""time"": ""9:40"", ""wp"": ""WP3""}, {""flight_id"": ""INT7053"", ""alt"": 20000, ""time"": ""5:25"", ""wp"": ""WP3""}]",27,1,Negative,"[{""type"": ""Noise Sensitive"", ""wp"": ""WP3""}, {""type"": ""Govt"", ""wp"": ""WP4""}, {""type"": ""Noise Sensitive"", ""wp"": ""WP5""}]","[{""alt"": 497, ""time"": ""14:40""}, {""alt"": 407, ""time"": ""20:36""}]","[{""zone"": ""City Area"", ""alt"": [2031, 5937], ""time_range"": ""7:33-18:43""}]",High,Summer,0.42,12
FL1636,VGA,BLR,939,"[{""lat"": -71.1733, ""long"": 152.7129, ""alt"": 25000, ""time"": ""18:28""}, {""lat"": -48.8195, ""long"": 132.0578, ""alt"": 15000, ""time"": ""5:15""}, {""lat"": -34.7584, ""long"": -124.1413, ""alt"": 30000, ""time"": ""16:29""}, {""lat"": 14.1366, ""long"": 116.6527, ""alt"": 20000, ""time"": ""16:14""}, {""lat"": -38.8282, ""long"": -135.54, ""alt"": 30000, ""time"": ""18:04""}, {""lat"": 54.3017, ""long"": -130.5972, ""alt"": 20000, ""time"": ""10:01""}, {""lat"": 62.7222, ""long"": -100.66, ""alt"": 20000, ""time"": ""7:59""}, {""lat"": -68.2236, ""long"": 136.7901, ""alt"": 10000, ""time"": ""4:00""}, {""lat"": 81.9567, ""long"": 15.8826, ""alt"": 10000, ""time"": ""8:55""}, {""lat"": 10.5794, ""long"": -144.4981, ""alt"": 10000, ""time"": ""5:15""}, {""lat"": -15.0805, ""long"": -105.7709, ""alt"": 30000, ""time"": ""20:34""}, {""lat"": -44.1216, ""long"": -140.0159, ""alt"": 25000, ""time"": ""17:13""}, {""lat"": -47.7794, ""long"": 154.4089, ""alt"": 25000, ""time"": ""21:35""}, {""lat"": 8.09, ""long"": 166.9679, ""alt"": 20000, ""time"": ""8:24""}, {""lat"": 51.8473, ""long"": 71.9968, ""alt"": 25000, ""time"": ""15:32""}]","[{""flight_id"": ""INT3199"", ""alt"": 10000, ""time"": ""12:14"", ""wp"": ""WP1""}]",8,19,No Impact,"[{""type"": ""Govt"", ""wp"": ""WP4""}]","[{""alt"": 298, ""time"": ""19:42""}]","[{""zone"": ""Near Airport"", ""alt"": [2680, 3517], ""time_range"": ""10:55-20:50""}]",Medium,Winter,0.73,13
