Flight ID,Destination,Airline,Aircraft Type,Scheduled Departure,Scheduled Arrival,Actual Departure,Actual Arrival,Traffic Volume (Nearby Flights ±5 mins),Sector Congestion (Intersections),Special Event (Rating out of 10),Day of the Week,Time of the Day,Weather Condition,Airport Operating Hours (Origin),Airport Operating Hours (Destination),Actual Travel Distance (Time Taken in mins),Suggested Travel Distance (Optimal Time in mins)
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:36 PM,9:26 PM,10:47 PM,3 flights scheduled within +/-5 mins,7:44 - Flight XYZ-ABC at 15174 ft,7,Friday,Morning,Rain,05:00-23:00,05:00-23:00,55,49
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:04 PM,12:46 PM,1:50 PM,2 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 21666 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,48
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,1:56 PM,3:37 PM,5:36 PM,2 flights scheduled within +/-5 mins,7:56 - Flight XYZ-ABC at 15882 ft,10,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,61,45
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:31 PM,2:21 PM,3:47 PM,5 flights scheduled within +/-5 mins,10:20 - Flight XYZ-ABC at 22143 ft,0,Sunday,Evening,Fog,05:00-23:00,05:00-23:00,62,47
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:25 PM,3:03 PM,4:14 PM,3 flights scheduled within +/-5 mins,8:42 - Flight XYZ-ABC at 21108 ft,10,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,63,52
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:18 PM,4:48 PM,6:02 PM,6 flights scheduled within +/-5 mins,10:32 - Flight XYZ-ABC at 27818 ft,0,Friday,Morning,Clear,05:00-23:00,05:00-23:00,56,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:10 PM,6:18 PM,7:21 PM,4 flights scheduled within +/-5 mins,8:18 - Flight XYZ-ABC at 24637 ft,10,Monday,Evening,Rain,05:00-23:00,05:00-23:00,65,48
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:20 PM,6:08 PM,7:58 PM,1 flights scheduled within +/-5 mins,9:56 - Flight XYZ-ABC at 22465 ft,7,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,51,54
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:16 PM,6:59 PM,8:16 PM,3 flights scheduled within +/-5 mins,10:30 - Flight XYZ-ABC at 25845 ft,10,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,65,55
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:37 PM,7:04 PM,8:36 PM,4 flights scheduled within +/-5 mins,7:52 - Flight XYZ-ABC at 24075 ft,5,Monday,Evening,Rain,05:00-23:00,05:00-23:00,48,49
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:35 PM,7:19 PM,8:59 PM,5 flights scheduled within +/-5 mins,8:34 - Flight XYZ-ABC at 19740 ft,10,Wednesday,Morning,Clear,05:00-23:00,05:00-23:00,56,45
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:14 PM,7:53 PM,9:20 PM,1 flights scheduled within +/-5 mins,10:16 - Flight XYZ-ABC at 15784 ft,0,Friday,Morning,Rain,05:00-23:00,05:00-23:00,56,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:35 PM,8:37 PM,10:20 PM,4 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 20601 ft,5,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,49,52
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:46 PM,9:10 PM,10:48 PM,5 flights scheduled within +/-5 mins,7:43 - Flight XYZ-ABC at 21411 ft,5,Saturday,Afternoon,Clear,05:00-23:00,05:00-23:00,46,54
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:45 PM,9:21 PM,10:29 PM,4 flights scheduled within +/-5 mins,10:55 - Flight XYZ-ABC at 24646 ft,0,Friday,Evening,Fog,05:00-23:00,05:00-23:00,54,54
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:52 PM,9:26 PM,10:36 PM,2 flights scheduled within +/-5 mins,8:39 - Flight XYZ-ABC at 21672 ft,0,Monday,Evening,Rain,05:00-23:00,05:00-23:00,50,46
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:11 PM,12:46 PM,2:21 PM,6 flights scheduled within +/-5 mins,7:11 - Flight XYZ-ABC at 17782 ft,0,Friday,Morning,Clear,05:00-23:00,05:00-23:00,46,51
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:27 PM,3:37 PM,4:45 PM,4 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 27489 ft,10,Saturday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,50
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:54 PM,2:21 PM,3:27 PM,4 flights scheduled within +/-5 mins,8:55 - Flight XYZ-ABC at 23341 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,59,52
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:15 PM,3:03 PM,4:38 PM,6 flights scheduled within +/-5 mins,9:25 - Flight XYZ-ABC at 22084 ft,7,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,62,49
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:07 PM,4:48 PM,6:34 PM,2 flights scheduled within +/-5 mins,8:53 - Flight XYZ-ABC at 16743 ft,10,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,60,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:45 PM,6:18 PM,7:26 PM,1 flights scheduled within +/-5 mins,9:17 - Flight XYZ-ABC at 27785 ft,7,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,53,54
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:30 PM,6:08 PM,7:30 PM,6 flights scheduled within +/-5 mins,9:18 - Flight XYZ-ABC at 27206 ft,10,Monday,Afternoon,Fog,05:00-23:00,05:00-23:00,58,51
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:18 PM,6:59 PM,8:08 PM,2 flights scheduled within +/-5 mins,10:22 - Flight XYZ-ABC at 26714 ft,7,Friday,Evening,Clear,05:00-23:00,05:00-23:00,52,54
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:13 PM,7:04 PM,8:11 PM,3 flights scheduled within +/-5 mins,7:56 - Flight XYZ-ABC at 20028 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:15 PM,7:19 PM,8:55 PM,4 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 26808 ft,10,Monday,Evening,Fog,05:00-23:00,05:00-23:00,46,46
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:43 PM,7:53 PM,9:25 PM,4 flights scheduled within +/-5 mins,7:39 - Flight XYZ-ABC at 24882 ft,0,Tuesday,Evening,Rain,05:00-23:00,05:00-23:00,56,54
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:45 PM,8:37 PM,9:50 PM,6 flights scheduled within +/-5 mins,7:35 - Flight XYZ-ABC at 28905 ft,0,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,55,50
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:33 PM,9:10 PM,10:48 PM,6 flights scheduled within +/-5 mins,8:29 - Flight XYZ-ABC at 16416 ft,7,Friday,Evening,Fog,05:00-23:00,05:00-23:00,56,47
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:35 PM,9:21 PM,10:39 PM,4 flights scheduled within +/-5 mins,10:20 - Flight XYZ-ABC at 28770 ft,5,Saturday,Afternoon,Fog,05:00-23:00,05:00-23:00,45,55
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:28 PM,9:26 PM,11:20 PM,1 flights scheduled within +/-5 mins,9:49 - Flight XYZ-ABC at 20523 ft,7,Monday,Morning,Clear,05:00-23:00,05:00-23:00,61,54
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:47 PM,12:46 PM,2:32 PM,2 flights scheduled within +/-5 mins,8:26 - Flight XYZ-ABC at 24711 ft,5,Wednesday,Afternoon,Clear,05:00-23:00,05:00-23:00,64,47
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:40 PM,3:37 PM,5:27 PM,6 flights scheduled within +/-5 mins,10:11 - Flight XYZ-ABC at 17863 ft,10,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,53,52
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:26 PM,2:21 PM,4:13 PM,5 flights scheduled within +/-5 mins,7:56 - Flight XYZ-ABC at 17445 ft,0,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,55,46
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,3:54 PM,3:03 PM,4:20 PM,3 flights scheduled within +/-5 mins,8:50 - Flight XYZ-ABC at 25776 ft,7,Sunday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,47
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:04 PM,4:48 PM,6:05 PM,6 flights scheduled within +/-5 mins,9:36 - Flight XYZ-ABC at 24501 ft,10,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,47,46
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:04 PM,6:18 PM,7:49 PM,3 flights scheduled within +/-5 mins,8:36 - Flight XYZ-ABC at 16249 ft,10,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,55,46
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:11 PM,6:08 PM,7:18 PM,1 flights scheduled within +/-5 mins,10:13 - Flight XYZ-ABC at 16231 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,49,50
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:21 PM,6:59 PM,8:00 PM,2 flights scheduled within +/-5 mins,9:28 - Flight XYZ-ABC at 21060 ft,7,Sunday,Evening,Rain,05:00-23:00,05:00-23:00,48,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:29 PM,7:04 PM,8:13 PM,1 flights scheduled within +/-5 mins,10:33 - Flight XYZ-ABC at 23214 ft,5,Tuesday,Afternoon,Fog,05:00-23:00,05:00-23:00,64,50
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:10 PM,7:19 PM,8:22 PM,3 flights scheduled within +/-5 mins,8:27 - Flight XYZ-ABC at 24710 ft,7,Friday,Evening,Fog,05:00-23:00,05:00-23:00,58,47
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:17 PM,7:53 PM,9:14 PM,5 flights scheduled within +/-5 mins,8:43 - Flight XYZ-ABC at 27668 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,50,55
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:53 PM,8:37 PM,10:13 PM,4 flights scheduled within +/-5 mins,7:29 - Flight XYZ-ABC at 20607 ft,5,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,45,45
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:47 PM,9:10 PM,10:19 PM,5 flights scheduled within +/-5 mins,7:13 - Flight XYZ-ABC at 17559 ft,5,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,64,51
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:29 PM,9:21 PM,10:47 PM,6 flights scheduled within +/-5 mins,10:17 - Flight XYZ-ABC at 23717 ft,5,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,50,51
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:58 PM,9:26 PM,10:51 PM,4 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 21643 ft,0,Tuesday,Morning,Clear,05:00-23:00,05:00-23:00,59,46
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:08 PM,12:46 PM,2:00 PM,5 flights scheduled within +/-5 mins,7:53 - Flight XYZ-ABC at 18206 ft,0,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,60,46
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:52 PM,3:37 PM,5:15 PM,2 flights scheduled within +/-5 mins,8:15 - Flight XYZ-ABC at 15730 ft,0,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,54,50
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:57 PM,2:21 PM,4:11 PM,4 flights scheduled within +/-5 mins,8:46 - Flight XYZ-ABC at 19787 ft,7,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,48,54
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:23 PM,3:03 PM,4:09 PM,3 flights scheduled within +/-5 mins,8:33 - Flight XYZ-ABC at 15587 ft,10,Monday,Afternoon,Clear,05:00-23:00,05:00-23:00,51,48
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:08 PM,4:48 PM,6:41 PM,6 flights scheduled within +/-5 mins,10:12 - Flight XYZ-ABC at 24319 ft,5,Thursday,Evening,Clear,05:00-23:00,05:00-23:00,53,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:11 PM,6:18 PM,7:49 PM,2 flights scheduled within +/-5 mins,8:37 - Flight XYZ-ABC at 24024 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,46,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:27 PM,6:08 PM,7:26 PM,1 flights scheduled within +/-5 mins,7:14 - Flight XYZ-ABC at 29273 ft,0,Thursday,Afternoon,Clear,05:00-23:00,05:00-23:00,47,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:30 PM,6:59 PM,8:15 PM,5 flights scheduled within +/-5 mins,10:18 - Flight XYZ-ABC at 18065 ft,5,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,60,46
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:16 PM,7:04 PM,8:39 PM,5 flights scheduled within +/-5 mins,9:13 - Flight XYZ-ABC at 17722 ft,0,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,49,46
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:36 PM,7:19 PM,9:15 PM,3 flights scheduled within +/-5 mins,9:13 - Flight XYZ-ABC at 22740 ft,5,Friday,Morning,Rain,05:00-23:00,05:00-23:00,65,46
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:45 PM,7:53 PM,9:38 PM,2 flights scheduled within +/-5 mins,7:28 - Flight XYZ-ABC at 27330 ft,7,Friday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,51
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:32 PM,8:37 PM,10:30 PM,1 flights scheduled within +/-5 mins,7:27 - Flight XYZ-ABC at 18254 ft,0,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,50,52
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:34 PM,9:10 PM,10:24 PM,5 flights scheduled within +/-5 mins,10:10 - Flight XYZ-ABC at 25135 ft,7,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,61,51
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:54 PM,9:21 PM,11:17 PM,4 flights scheduled within +/-5 mins,9:29 - Flight XYZ-ABC at 16573 ft,5,Saturday,Morning,Fog,05:00-23:00,05:00-23:00,65,55
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,10:56 PM,9:26 PM,10:39 PM,1 flights scheduled within +/-5 mins,7:10 - Flight XYZ-ABC at 21390 ft,0,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,62,49
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,1:52 PM,12:46 PM,2:28 PM,1 flights scheduled within +/-5 mins,9:48 - Flight XYZ-ABC at 26135 ft,0,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,45,50
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:16 PM,3:37 PM,5:00 PM,3 flights scheduled within +/-5 mins,7:47 - Flight XYZ-ABC at 29333 ft,5,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,48,45
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:38 PM,2:21 PM,3:47 PM,1 flights scheduled within +/-5 mins,9:23 - Flight XYZ-ABC at 17509 ft,7,Friday,Morning,Fog,05:00-23:00,05:00-23:00,49,55
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:00 PM,3:03 PM,4:24 PM,1 flights scheduled within +/-5 mins,7:50 - Flight XYZ-ABC at 28024 ft,10,Tuesday,Afternoon,Rain,05:00-23:00,05:00-23:00,45,52
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:36 PM,4:48 PM,6:37 PM,1 flights scheduled within +/-5 mins,10:28 - Flight XYZ-ABC at 19097 ft,10,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,52,49
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:23 PM,6:18 PM,7:44 PM,3 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 23360 ft,5,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,63,50
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,8:03 PM,6:08 PM,8:02 PM,1 flights scheduled within +/-5 mins,8:33 - Flight XYZ-ABC at 20884 ft,0,Tuesday,Afternoon,Clear,05:00-23:00,05:00-23:00,50,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:57 PM,6:59 PM,8:01 PM,6 flights scheduled within +/-5 mins,9:32 - Flight XYZ-ABC at 16364 ft,7,Saturday,Morning,Rain,05:00-23:00,05:00-23:00,57,51
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:55 PM,7:04 PM,8:20 PM,3 flights scheduled within +/-5 mins,10:56 - Flight XYZ-ABC at 29001 ft,7,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,51,45
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,8:53 PM,7:19 PM,8:50 PM,3 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 15555 ft,0,Sunday,Morning,Fog,05:00-23:00,05:00-23:00,55,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:27 PM,7:53 PM,9:03 PM,1 flights scheduled within +/-5 mins,9:47 - Flight XYZ-ABC at 17921 ft,0,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,53,55
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,10:15 PM,8:37 PM,10:35 PM,6 flights scheduled within +/-5 mins,9:12 - Flight XYZ-ABC at 27488 ft,5,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,47,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:46 PM,9:10 PM,11:10 PM,5 flights scheduled within +/-5 mins,9:24 - Flight XYZ-ABC at 26840 ft,0,Friday,Evening,Clear,05:00-23:00,05:00-23:00,46,53
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:57 PM,9:21 PM,10:45 PM,6 flights scheduled within +/-5 mins,10:44 - Flight XYZ-ABC at 15363 ft,10,Wednesday,Evening,Rain,05:00-23:00,05:00-23:00,51,50
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:02 PM,9:26 PM,10:57 PM,5 flights scheduled within +/-5 mins,10:57 - Flight XYZ-ABC at 25940 ft,10,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,47,45
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:10 PM,12:46 PM,2:01 PM,2 flights scheduled within +/-5 mins,10:38 - Flight XYZ-ABC at 16461 ft,10,Friday,Evening,Rain,05:00-23:00,05:00-23:00,51,52
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:45 PM,3:37 PM,5:02 PM,2 flights scheduled within +/-5 mins,10:42 - Flight XYZ-ABC at 25936 ft,10,Sunday,Afternoon,Fog,05:00-23:00,05:00-23:00,57,54
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:18 PM,2:21 PM,3:35 PM,1 flights scheduled within +/-5 mins,9:18 - Flight XYZ-ABC at 20086 ft,5,Thursday,Evening,Fog,05:00-23:00,05:00-23:00,56,54
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:01 PM,3:03 PM,4:40 PM,6 flights scheduled within +/-5 mins,9:56 - Flight XYZ-ABC at 25309 ft,10,Thursday,Morning,Fog,05:00-23:00,05:00-23:00,62,47
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:01 PM,4:48 PM,6:02 PM,6 flights scheduled within +/-5 mins,8:35 - Flight XYZ-ABC at 22267 ft,5,Friday,Afternoon,Clear,05:00-23:00,05:00-23:00,57,47
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:31 PM,6:18 PM,7:21 PM,1 flights scheduled within +/-5 mins,9:14 - Flight XYZ-ABC at 21369 ft,7,Thursday,Afternoon,Fog,05:00-23:00,05:00-23:00,47,53
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:51 PM,6:08 PM,7:15 PM,3 flights scheduled within +/-5 mins,9:13 - Flight XYZ-ABC at 29037 ft,5,Monday,Morning,Rain,05:00-23:00,05:00-23:00,46,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,8:34 PM,6:59 PM,8:08 PM,2 flights scheduled within +/-5 mins,7:38 - Flight XYZ-ABC at 24633 ft,7,Sunday,Evening,Clear,05:00-23:00,05:00-23:00,57,49
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,8:26 PM,7:04 PM,8:29 PM,3 flights scheduled within +/-5 mins,10:41 - Flight XYZ-ABC at 23647 ft,0,Thursday,Evening,Rain,05:00-23:00,05:00-23:00,54,51
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:00 PM,7:19 PM,9:13 PM,5 flights scheduled within +/-5 mins,9:35 - Flight XYZ-ABC at 22897 ft,5,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,56,49
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:29 PM,7:53 PM,9:33 PM,2 flights scheduled within +/-5 mins,8:21 - Flight XYZ-ABC at 18922 ft,7,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,59,47
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:20 PM,8:37 PM,9:50 PM,5 flights scheduled within +/-5 mins,7:34 - Flight XYZ-ABC at 22427 ft,0,Friday,Evening,Rain,05:00-23:00,05:00-23:00,49,48
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:33 PM,9:10 PM,10:45 PM,2 flights scheduled within +/-5 mins,10:21 - Flight XYZ-ABC at 29843 ft,0,Thursday,Afternoon,Rain,05:00-23:00,05:00-23:00,58,54
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:57 PM,9:21 PM,10:47 PM,1 flights scheduled within +/-5 mins,9:59 - Flight XYZ-ABC at 29180 ft,7,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,49,48
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:11 PM,9:26 PM,11:10 PM,1 flights scheduled within +/-5 mins,9:27 - Flight XYZ-ABC at 25293 ft,5,Friday,Morning,Fog,05:00-23:00,05:00-23:00,48,49
6E7224,Bengaluru (BLR),IndiGo,AT76,12:45 PM,2:15 PM,12:46 PM,2:33 PM,6 flights scheduled within +/-5 mins,9:21 - Flight XYZ-ABC at 24966 ft,0,Friday,Afternoon,Fog,05:00-23:00,05:00-23:00,55,55
IX2883,Hyderabad (HYD),Air India Express,B38M,12:55 PM,2:17 PM,3:37 PM,5:27 PM,5 flights scheduled within +/-5 mins,7:18 - Flight XYZ-ABC at 26862 ft,7,Saturday,Evening,Rain,05:00-23:00,05:00-23:00,51,50
6E2264,Delhi (DEL),SmartLynx,A320,2:10 PM,3:12 PM,2:21 PM,3:34 PM,2 flights scheduled within +/-5 mins,10:34 - Flight XYZ-ABC at 23511 ft,7,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,60,51
6E7439,Tirupati (TIR),IndiGo,AT76,2:45 PM,4:01 PM,3:03 PM,4:06 PM,4 flights scheduled within +/-5 mins,9:32 - Flight XYZ-ABC at 27065 ft,7,Tuesday,Morning,Rain,05:00-23:00,05:00-23:00,54,46
6E7288,Hyderabad (HYD),IndiGo,AT76,4:50 PM,6:04 PM,4:48 PM,6:32 PM,5 flights scheduled within +/-5 mins,8:40 - Flight XYZ-ABC at 28779 ft,0,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,58,45
6E7251,Visakhapatnam (VTZ),IndiGo,AT76,5:45 PM,7:42 PM,6:18 PM,8:13 PM,4 flights scheduled within +/-5 mins,8:22 - Flight XYZ-ABC at 29630 ft,5,Tuesday,Evening,Clear,05:00-23:00,05:00-23:00,54,52
6E7392,Hyderabad (HYD),IndiGo,AT76,6:10 PM,7:33 PM,6:08 PM,7:19 PM,3 flights scheduled within +/-5 mins,8:39 - Flight XYZ-ABC at 20401 ft,5,Sunday,Morning,Clear,05:00-23:00,05:00-23:00,63,45
6E5184,Mumbai (BOM),IndiGo,A20N,6:40 PM,7:45 PM,6:59 PM,7:59 PM,5 flights scheduled within +/-5 mins,7:37 - Flight XYZ-ABC at 20705 ft,10,Wednesday,Evening,Clear,05:00-23:00,05:00-23:00,50,50
AI599,Mumbai (BOM),Air India,A20N,7:10 PM,9:03 PM,7:04 PM,8:37 PM,6 flights scheduled within +/-5 mins,10:50 - Flight XYZ-ABC at 26840 ft,5,Saturday,Morning,Clear,05:00-23:00,05:00-23:00,59,47
6E7704,Bengaluru (BLR),IndiGo,AT76,7:15 PM,9:07 PM,7:19 PM,8:36 PM,3 flights scheduled within +/-5 mins,7:48 - Flight XYZ-ABC at 23447 ft,7,Thursday,Morning,Rain,05:00-23:00,05:00-23:00,65,52
IX2516,Visakhapatnam (VTZ),Air India Express,B38M,7:55 PM,9:03 PM,7:53 PM,8:59 PM,6 flights scheduled within +/-5 mins,7:53 - Flight XYZ-ABC at 21190 ft,7,Tuesday,Morning,Fog,05:00-23:00,05:00-23:00,54,46
6E7206,Hyderabad (HYD),IndiGo,AT76,8:15 PM,9:39 PM,8:37 PM,10:33 PM,2 flights scheduled within +/-5 mins,7:23 - Flight XYZ-ABC at 26918 ft,5,Wednesday,Afternoon,Rain,05:00-23:00,05:00-23:00,64,47
6E7139,Chennai (MAA),IndiGo,AT76,9:05 PM,10:11 PM,9:10 PM,10:28 PM,5 flights scheduled within +/-5 mins,8:54 - Flight XYZ-ABC at 27174 ft,5,Saturday,Evening,Fog,05:00-23:00,05:00-23:00,59,51
AI468,Delhi (DEL),Air India,A319,9:10 PM,10:44 PM,9:21 PM,11:11 PM,6 flights scheduled within +/-5 mins,10:48 - Flight XYZ-ABC at 29250 ft,5,Tuesday,Evening,Fog,05:00-23:00,05:00-23:00,46,50
6E7284,Hyderabad (HYD),IndiGo,AT76,9:25 PM,11:08 PM,9:26 PM,11:05 PM,6 flights scheduled within +/-5 mins,10:14 - Flight XYZ-ABC at 25727 ft,7,Wednesday,Morning,Fog,05:00-23:00,05:00-23:00,47,47
