Pilot ID,Performance Level,Training Hours,Simulator Hours,Flight Experience (Years),Training Score,Performance Score,Incidents,Accidents,Aircraft Types Flown,Last Check Ride Score,Reaction Time (ms),Stress Level,Sleep Quality,Cognitive Flexibility Score,Psychological Condition Index
P003,Needs Improvement,1114.97,327.94,19.89,47.1,27.17,3.48,1.25,1.65,44.31,335.96,6.3,4.58,63.77,57.58
P003,Needs Improvement,240.36,424.98,7.0,71.19,52.3,0.95,0.0,7.19,40.18,161.76,5.21,7.02,39.89,51.24
P003,Needs Improvement,932.52,276.51,9.15,48.21,64.68,0.28,0.7,3.18,61.77,235.95,2.86,4.54,74.73,75.83
P003,Needs Improvement,771.96,391.1,22.14,65.35,32.26,2.72,0.41,2.83,48.35,191.43,2.69,1.29,46.34,49.66
P003,Needs Improvement,1135.6,379.4,25.29,52.67,30.83,1.02,0.75,1.5,61.23,208.55,1.7,4.06,40.11,55.03
P003,Needs Improvement,319.03,539.57,18.94,49.02,48.03,3.17,0.48,5.19,43.64,268.86,7.61,1.6,38.48,56.1
P003,Needs Improvement,391.2,171.01,15.9,52.76,76.32,1.95,0.02,6.35,52.24,283.0,2.78,2.59,45.72,39.81
P003,Needs Improvement,722.91,455.07,14.55,54.73,1.16,0.33,0.13,2.23,38.28,191.97,1.47,4.55,71.23,49.04
P003,Needs Improvement,1056.7,249.94,21.76,63.53,66.19,1.01,0.79,5.91,54.92,221.13,2.06,1.2,56.32,37.65
P003,Needs Improvement,606.3,155.48,12.83,62.51,17.09,1.85,0.24,0.78,61.43,209.68,1.51,1.06,66.85,70.35
P003,Needs Improvement,664.14,334.64,2.35,58.17,72.17,2.48,1.33,6.08,63.06,282.78,3.94,3.32,40.54,54.39
P003,Needs Improvement,513.88,598.21,30.57,55.05,51.76,0.07,0.03,1.87,52.74,234.77,6.81,4.14,48.33,45.16
P003,Needs Improvement,479.95,446.67,10.64,57.34,48.92,2.69,0.38,3.25,50.42,176.25,6.21,4.96,63.83,70.65
P003,Needs Improvement,994.86,427.74,28.68,43.18,57.78,1.78,1.34,2.26,71.87,282.17,6.26,3.91,72.95,45.36
P003,Needs Improvement,837.59,456.91,26.78,46.09,52.77,3.45,0.81,2.66,54.57,319.23,1.69,4.75,57.16,54.37
P003,Needs Improvement,952.09,591.49,15.02,55.88,53.93,0.74,0.18,6.98,67.65,221.5,1.64,4.46,63.9,66.85
P003,Needs Improvement,399.93,207.12,3.01,63.92,75.15,2.73,0.39,1.99,76.2,240.0,4.54,1.3,56.97,41.02
P003,Needs Improvement,443.03,605.54,28.17,61.21,62.68,1.04,1.05,3.93,59.17,324.8,4.54,5.76,50.35,70.07
P003,Needs Improvement,466.18,491.22,8.34,63.87,28.93,3.3,0.22,7.35,77.76,161.43,2.71,2.58,69.3,65.88
P003,Needs Improvement,321.3,419.43,6.91,68.26,37.55,2.67,1.13,1.27,67.2,171.91,2.36,6.61,40.94,64.7
P003,Needs Improvement,712.18,369.69,21.6,53.92,54.9,1.76,0.36,2.69,36.47,352.67,4.79,5.1,64.72,60.78
P003,Needs Improvement,903.72,298.71,20.6,65.68,29.82,1.93,1.44,4.1,51.71,207.42,3.02,5.53,54.79,67.1
P003,Needs Improvement,966.35,311.43,27.29,60.4,20.2,3.5,0.28,4.55,62.99,302.72,3.46,2.82,64.25,70.45
P003,Needs Improvement,454.68,264.79,14.14,65.0,67.01,1.74,0.38,5.13,61.66,170.31,2.6,2.14,51.5,53.27
P003,Needs Improvement,618.0,332.34,2.75,60.63,59.72,2.91,0.12,3.55,48.9,325.32,6.42,4.87,66.01,49.66
P003,Needs Improvement,844.09,347.79,12.14,62.9,62.34,1.51,0.42,5.5,59.43,204.67,0.75,3.66,65.35,44.97
P003,Needs Improvement,530.19,293.83,4.27,50.98,18.2,2.33,1.38,1.0,62.68,286.73,3.69,0.82,44.26,61.33
P003,Needs Improvement,1016.74,155.28,24.3,72.84,65.58,2.99,1.03,4.3,46.75,181.36,6.9,1.19,56.58,74.4
P003,Needs Improvement,730.77,383.2,9.17,65.05,47.11,0.55,0.47,1.67,58.98,208.92,6.36,6.62,51.71,39.97
P003,Needs Improvement,817.47,222.56,5.95,48.47,46.24,2.09,1.3,6.37,41.88,165.87,6.21,1.12,73.54,70.57
P003,Needs Improvement,1102.25,450.97,2.51,51.74,22.77,1.42,1.38,3.21,60.88,285.19,5.79,4.13,67.16,55.79
P003,Needs Improvement,985.54,284.73,17.41,62.14,75.69,1.34,1.36,2.24,62.73,208.79,2.51,5.57,48.39,53.08
P003,Needs Improvement,680.09,84.72,2.96,65.97,66.56,3.15,0.99,4.15,65.7,166.14,6.18,4.1,70.9,68.44
P003,Needs Improvement,529.2,487.49,25.61,49.41,47.85,2.9,0.75,6.54,46.01,349.81,5.1,2.73,71.25,54.11
P003,Needs Improvement,271.14,101.84,12.35,54.84,37.66,0.26,1.26,5.9,64.84,335.16,4.11,5.02,47.67,55.22
P003,Needs Improvement,1160.42,526.56,22.1,69.71,7.95,2.21,1.24,1.85,48.27,301.61,5.51,2.94,66.09,66.5
P003,Needs Improvement,1034.22,264.77,5.71,56.8,55.2,0.91,0.58,5.33,52.74,176.84,2.27,1.9,60.0,40.95
P003,Needs Improvement,306.27,201.02,10.28,65.15,5.9,2.16,0.01,2.55,57.18,379.92,1.87,2.58,52.84,68.4
P003,Needs Improvement,876.48,468.59,14.45,53.85,20.36,3.31,0.82,3.61,47.73,290.66,2.99,2.52,53.36,40.64
P003,Needs Improvement,441.6,111.52,26.58,43.81,30.35,1.05,0.89,2.5,74.62,318.07,1.01,3.04,60.18,72.03
P003,Needs Improvement,1197.73,171.01,15.29,64.65,52.21,0.4,0.25,2.78,38.92,181.87,4.22,4.43,62.41,53.03
P003,Needs Improvement,951.61,367.24,21.57,69.61,76.13,2.96,0.71,1.08,64.16,248.9,2.88,2.3,69.04,55.2
P003,Needs Improvement,857.85,435.48,26.04,59.02,44.52,2.75,1.41,3.21,48.16,373.88,3.78,3.13,41.5,55.54
P003,Needs Improvement,621.16,146.15,26.08,70.05,63.86,0.95,0.68,5.81,66.4,346.09,4.03,5.82,76.79,66.19
P003,Needs Improvement,1031.15,122.57,3.47,65.34,33.08,3.51,1.3,4.5,55.23,312.8,6.62,1.76,45.15,76.56
P003,Needs Improvement,248.47,459.19,2.38,58.37,23.99,3.3,0.93,2.62,78.58,319.18,6.19,3.05,38.05,53.9
P003,Needs Improvement,979.68,133.16,1.53,64.21,61.03,2.32,0.16,4.5,73.59,366.37,3.24,4.19,62.32,72.54
P003,Needs Improvement,572.66,504.47,9.16,61.38,19.8,1.78,0.23,5.76,38.55,374.09,1.52,6.37,59.51,47.19
P003,Needs Improvement,912.8,188.4,17.73,47.65,6.45,3.1,0.31,1.71,67.24,233.41,1.6,5.51,59.51,36.29
P003,Needs Improvement,1048.59,412.73,22.31,50.43,48.39,0.75,0.24,4.0,63.69,214.82,2.68,1.82,48.06,63.16
P003,Needs Improvement,967.26,385.39,9.5,44.8,51.1,0.7,0.87,5.93,39.15,221.47,1.76,4.2,56.71,47.12
P003,Needs Improvement,302.87,262.35,9.91,69.02,13.73,2.29,0.29,1.76,59.06,170.8,5.29,1.97,71.28,59.76
P003,Needs Improvement,215.65,574.03,14.4,76.34,65.37,0.66,0.31,3.94,53.11,229.31,7.06,7.82,56.71,71.85
P003,Needs Improvement,1051.51,525.87,9.07,50.78,44.85,3.05,0.76,1.31,61.09,300.81,6.95,7.58,75.97,60.71
P003,Needs Improvement,451.55,392.07,27.69,57.19,70.69,2.86,0.99,6.77,42.84,277.19,5.94,3.05,68.05,51.14
P003,Needs Improvement,867.02,585.58,21.25,69.7,20.1,2.99,0.68,0.96,71.52,226.58,5.89,6.16,52.8,73.83
P003,Needs Improvement,322.84,353.82,15.74,65.64,17.65,2.89,0.93,2.69,52.56,218.41,1.47,5.09,48.11,48.54
P003,Needs Improvement,675.85,452.58,22.32,66.07,27.66,3.14,0.71,1.12,78.77,326.78,2.38,2.68,65.32,75.05
P003,Needs Improvement,1023.65,559.37,17.87,74.9,33.29,2.25,1.47,2.08,42.21,233.65,3.11,3.31,55.51,60.23
P003,Needs Improvement,1029.06,529.6,4.55,76.36,3.4,0.83,0.91,4.11,62.44,353.59,6.49,1.93,61.59,71.46
P003,Needs Improvement,956.31,246.72,1.72,69.28,54.88,1.28,1.48,7.08,46.93,343.45,4.7,5.74,45.61,62.56
P003,Needs Improvement,761.01,156.91,16.9,61.56,65.2,2.52,0.05,5.65,46.95,241.24,1.34,3.59,55.8,44.04
P003,Needs Improvement,359.5,102.43,5.63,65.55,4.07,2.64,1.16,7.12,52.82,277.48,5.72,1.89,44.24,73.4
P003,Needs Improvement,587.47,86.83,4.48,73.07,39.29,2.67,0.91,0.8,62.58,367.2,4.48,6.55,50.0,67.8
P003,Needs Improvement,1018.31,476.65,22.49,74.27,22.02,1.05,0.63,4.23,50.55,369.83,6.78,1.82,60.4,49.51
P003,Needs Improvement,647.89,238.3,28.73,62.96,17.74,2.3,0.68,4.79,58.45,309.63,4.53,4.72,69.31,53.11
P003,Needs Improvement,560.25,471.07,16.55,54.0,62.65,1.49,1.04,5.59,48.32,166.17,1.58,2.55,53.95,58.19
P003,Needs Improvement,862.07,281.81,1.19,56.11,13.59,3.59,0.93,5.67,63.4,152.16,2.23,3.67,41.09,58.61
P003,Needs Improvement,869.99,569.72,18.22,50.24,52.96,3.58,0.59,3.42,69.12,242.05,2.76,5.88,69.24,64.38
P003,Needs Improvement,848.92,475.32,14.86,47.83,68.4,1.16,0.9,4.72,42.31,237.12,0.99,1.48,78.82,39.64
P003,Needs Improvement,776.75,159.33,31.0,70.19,24.79,0.3,1.23,7.27,72.43,325.45,2.67,6.47,39.45,63.65
P003,Needs Improvement,411.47,197.55,1.9,54.9,1.34,3.06,1.12,2.83,51.86,221.6,1.72,7.01,62.09,59.07
P003,Needs Improvement,501.51,449.02,11.56,47.45,4.88,0.35,0.09,6.35,56.33,226.41,2.66,2.07,50.71,56.32
P003,Needs Improvement,389.99,503.39,2.53,58.55,68.65,2.82,1.22,1.1,76.6,178.64,6.0,4.04,51.18,67.48
P003,Needs Improvement,841.89,252.03,19.1,67.24,32.06,3.36,0.01,6.04,44.24,293.11,2.9,4.64,60.79,71.83
P003,Needs Improvement,954.36,540.03,16.08,67.97,17.67,0.87,0.2,6.83,62.18,214.13,5.81,7.59,72.88,45.66
P003,Needs Improvement,799.28,456.55,14.53,65.53,62.8,3.17,1.08,0.92,40.23,317.63,4.3,4.52,63.87,49.9
P003,Needs Improvement,836.03,528.55,11.76,63.25,8.36,2.88,0.37,2.19,42.6,275.34,1.64,4.6,57.58,68.71
P003,Needs Improvement,252.44,140.34,19.25,49.2,52.15,3.54,0.19,6.43,36.18,241.43,4.12,2.94,36.38,60.35
P003,Needs Improvement,424.05,478.01,21.09,61.17,66.2,1.58,0.69,4.1,72.26,377.5,5.59,1.5,76.44,75.26
P003,Needs Improvement,359.37,243.22,18.89,67.15,0.33,1.93,0.17,2.59,38.83,147.73,5.37,3.9,52.14,38.45
P003,Needs Improvement,974.61,433.19,8.51,46.05,9.53,0.79,0.75,0.96,60.71,268.89,1.22,3.89,72.12,40.92
P003,Needs Improvement,357.1,162.95,1.53,72.05,10.08,2.65,0.67,5.72,59.59,357.28,5.25,0.88,54.8,42.66
P003,Needs Improvement,972.85,491.63,20.0,67.28,75.0,1.35,0.24,1.4,50.58,298.18,5.43,4.76,39.87,50.91
P003,Needs Improvement,724.71,214.54,10.71,59.48,8.78,0.05,0.07,6.28,57.18,337.22,6.16,3.26,55.35,78.42
P003,Needs Improvement,514.65,414.72,21.02,70.41,4.7,2.62,0.8,2.65,53.71,221.33,4.44,6.4,64.35,48.24
P003,Needs Improvement,1124.23,603.19,5.54,61.15,21.51,1.34,1.33,3.3,68.7,153.99,4.19,7.75,70.06,69.07
P003,Needs Improvement,386.66,272.62,20.23,59.75,20.66,0.01,0.05,1.03,55.55,188.88,5.79,1.28,39.72,47.8
P003,Needs Improvement,489.95,229.43,9.37,66.06,72.63,2.66,1.22,5.91,66.25,311.47,1.4,5.18,38.47,37.23
P004,Good,1350.65,546.57,28.84,71.82,10.4,1.43,0.27,1.15,53.23,466.82,8.18,3.77,51.4,89.29
P004,Good,1022.94,548.1,28.89,74.17,91.22,2.23,0.09,4.48,59.11,236.12,7.87,1.87,80.89,66.95
P004,Good,1330.01,350.88,21.51,62.27,93.05,3.25,0.25,5.93,89.0,413.58,9.68,3.82,58.31,73.12
P004,Good,597.86,532.11,37.43,85.2,7.51,1.45,1.8,2.37,64.03,261.58,6.44,2.69,59.77,49.94
P004,Good,455.05,627.86,11.96,85.91,59.05,4.2,0.69,0.96,86.09,440.06,6.06,4.94,63.89,68.13
P004,Good,1299.68,767.83,20.2,63.09,58.15,3.13,1.49,3.15,67.79,446.95,9.62,5.97,74.39,63.69
P004,Good,765.41,462.9,12.84,78.6,63.61,4.56,0.21,5.26,69.41,344.63,1.06,9.34,46.46,74.63
P004,Good,347.02,437.88,2.14,76.74,13.95,4.52,1.95,4.41,68.34,281.3,5.16,7.31,58.23,62.36
P004,Good,1314.63,394.23,24.92,83.76,89.36,3.11,1.21,7.33,85.8,197.94,3.29,8.15,82.71,95.5
P004,Good,1013.03,241.06,16.07,87.74,90.72,2.27,0.23,3.29,59.19,379.49,6.4,5.29,83.24,58.51
P004,Good,1215.57,234.02,28.11,81.54,74.58,1.19,0.13,3.19,93.92,313.71,5.65,3.69,62.47,66.29
P004,Good,626.26,382.91,1.48,61.42,34.03,2.45,0.66,1.15,67.93,407.52,3.71,5.82,59.09,69.67
P004,Good,1056.53,145.45,23.41,61.93,29.71,1.14,0.6,6.69,66.48,354.58,5.66,6.21,86.03,60.81
P004,Good,1230.67,322.31,20.57,57.77,17.64,4.79,0.12,5.0,90.64,469.47,5.89,4.7,89.8,88.69
P004,Good,1195.39,403.6,25.12,62.75,87.65,0.75,1.68,8.3,96.09,340.5,0.97,4.57,55.65,57.84
P004,Good,631.43,409.14,35.96,66.86,30.54,1.73,1.69,1.83,65.66,204.29,1.16,2.29,78.07,54.76
P004,Good,1261.68,439.02,1.18,87.86,10.2,3.31,0.38,7.41,78.99,425.22,1.89,7.68,59.7,94.95
P004,Good,595.55,213.87,30.78,58.39,20.01,3.61,1.23,9.37,85.96,241.33,5.75,6.08,58.0,81.69
P004,Good,1054.27,276.87,29.48,79.18,69.04,3.27,0.88,6.8,73.91,475.37,4.17,1.29,60.6,88.53
P004,Good,882.46,194.33,30.44,75.66,83.13,3.7,1.11,7.01,53.05,227.44,5.46,3.94,48.33,59.48
P004,Good,310.45,358.41,27.36,90.82,40.5,2.02,0.93,4.89,89.71,229.74,9.27,4.2,79.53,78.61
P004,Good,1241.28,565.27,30.76,91.04,79.47,2.34,1.3,7.11,51.91,401.19,7.95,4.84,80.07,81.48
P004,Good,681.82,164.62,31.99,77.35,77.52,3.67,0.29,2.52,94.59,313.12,3.29,7.6,50.13,73.45
P004,Good,1024.47,258.82,17.48,97.38,68.93,3.43,0.48,6.98,60.03,415.74,7.62,9.01,72.07,56.37
P004,Good,764.31,141.69,29.02,83.82,59.67,3.02,0.59,5.48,90.22,252.31,3.33,3.78,59.74,50.33
P004,Good,1004.48,462.48,33.74,56.91,15.36,3.18,1.83,3.79,86.73,360.63,4.91,8.07,54.8,69.79
P004,Good,445.64,431.23,7.1,91.01,23.08,3.58,1.21,3.65,61.04,372.12,4.21,7.94,71.48,67.03
P004,Good,404.35,581.29,3.11,63.68,30.91,1.87,1.6,2.08,66.53,267.52,7.99,7.36,59.64,82.22
P004,Good,1377.74,272.02,16.75,65.57,75.22,4.46,0.43,7.22,52.81,475.43,3.5,8.6,89.59,95.2
P004,Good,1030.52,411.2,31.91,75.34,43.01,2.84,0.98,1.21,58.78,201.24,7.49,8.39,59.3,81.83
P004,Good,1329.93,435.58,35.51,67.31,49.83,2.1,1.92,2.58,62.86,449.74,2.1,6.88,77.09,65.14
P004,Good,1289.2,340.48,24.27,68.58,38.88,1.12,0.57,5.39,57.42,233.84,5.75,1.32,88.41,59.87
P004,Good,801.26,639.24,29.75,79.71,83.56,0.14,1.92,5.91,92.2,373.04,1.57,6.8,75.86,84.15
P004,Good,433.31,346.11,30.47,65.33,8.93,0.26,0.17,1.34,64.59,383.4,2.24,0.99,75.76,89.59
P004,Good,1441.93,444.91,11.57,71.66,92.58,2.79,0.3,4.79,77.74,443.19,6.13,2.02,88.63,60.55
P004,Good,658.66,561.26,12.88,60.9,42.34,2.12,1.39,3.48,64.03,216.66,3.69,6.4,50.52,81.66
P004,Good,443.4,571.05,3.79,73.46,59.28,3.26,1.59,5.76,50.83,349.87,9.54,5.88,53.22,49.83
P004,Good,372.42,185.49,30.49,67.22,25.45,1.21,1.9,3.33,73.07,235.54,7.54,2.22,55.28,77.56
P004,Good,928.02,136.74,12.06,60.03,37.1,2.22,0.19,3.76,89.37,364.29,5.45,8.79,73.17,80.65
P004,Good,295.29,655.05,12.98,60.98,64.29,3.26,0.46,9.01,60.27,231.78,1.54,4.98,78.39,59.56
P004,Good,1052.11,671.06,2.89,91.75,72.71,2.29,1.49,2.92,88.01,303.58,9.6,6.84,57.8,66.02
P004,Good,858.0,354.72,30.46,69.3,94.16,3.2,1.69,8.14,78.57,402.21,6.38,5.1,69.63,92.58
P004,Good,892.49,728.03,28.04,74.2,91.11,1.27,1.63,5.84,49.71,350.98,5.9,6.92,67.12,54.26
P004,Good,952.02,318.87,3.88,60.6,43.52,1.16,0.5,6.47,81.35,447.65,1.91,2.63,72.85,90.82
P004,Good,1450.49,670.26,5.99,80.94,13.92,0.08,0.14,7.43,74.25,254.9,3.85,5.64,67.55,85.78
P004,Good,1231.79,578.79,23.73,85.51,43.54,4.02,0.68,6.74,88.82,295.79,6.17,2.93,51.57,87.29
P004,Good,1130.77,573.12,29.85,83.6,46.84,1.25,1.3,5.21,48.69,229.79,1.29,1.34,80.02,46.49
P004,Good,385.23,460.22,19.46,94.13,29.91,1.16,1.84,3.53,60.39,340.91,3.22,1.17,63.88,79.62
P004,Good,836.63,538.62,32.83,99.58,84.47,1.86,0.02,7.17,86.72,241.39,3.85,9.76,69.19,82.27
P004,Good,1161.25,482.84,2.67,78.96,83.43,4.12,0.62,4.31,75.37,480.09,6.34,1.22,81.4,82.01
P004,Good,468.85,421.39,30.53,81.51,56.07,1.06,0.69,2.51,55.91,487.3,7.58,9.31,60.17,82.03
P004,Good,817.16,701.66,38.23,81.64,33.38,0.62,0.86,3.36,67.73,278.08,1.13,6.22,76.16,82.46
P004,Good,644.49,779.09,35.81,88.0,8.13,3.11,0.16,1.55,65.2,448.99,6.08,5.4,84.85,64.1
P004,Good,1235.64,767.64,30.59,56.18,70.81,0.83,0.64,8.43,86.13,320.22,4.36,2.03,78.59,93.83
P004,Good,534.63,534.04,3.93,92.87,89.12,0.72,0.81,7.0,58.49,422.51,3.83,3.91,85.53,75.82
P004,Good,325.89,374.55,17.68,82.05,89.81,0.05,1.3,5.72,60.37,473.77,9.39,2.68,87.32,75.91
P004,Good,291.9,507.76,5.2,58.84,88.25,3.31,0.94,3.74,90.28,351.25,2.01,6.92,61.4,86.27
P004,Good,1280.85,213.1,12.91,77.96,53.55,4.1,0.68,7.44,48.9,199.4,6.38,3.92,98.59,65.61
P004,Good,614.62,453.99,18.87,64.91,32.55,3.25,0.88,3.22,75.18,390.55,9.2,1.09,81.15,50.06
P004,Good,466.87,106.97,16.52,60.7,11.7,3.07,1.23,3.5,94.49,282.15,8.95,8.56,67.92,70.14
P004,Good,846.96,262.59,16.38,76.73,77.93,2.34,1.27,4.95,65.94,254.18,4.75,5.7,69.35,68.05
P004,Good,875.37,675.47,6.14,57.04,16.93,2.52,0.16,7.68,77.06,398.28,2.86,4.83,83.08,81.91
P004,Good,892.79,570.72,35.66,83.63,16.14,1.35,0.47,8.49,71.23,359.84,4.14,6.08,72.36,50.65
P004,Good,723.96,329.65,19.36,84.68,12.65,0.49,1.74,9.14,92.91,267.84,2.45,3.2,73.55,87.53
P004,Good,1433.87,128.98,31.44,88.6,44.91,2.64,1.18,6.26,70.96,399.82,6.8,9.28,51.15,90.17
P004,Good,711.84,618.23,6.49,87.8,26.16,0.38,0.01,1.0,65.89,435.56,4.48,4.63,52.88,69.72
P004,Good,569.64,648.88,3.26,68.79,27.89,1.65,0.07,9.25,82.68,312.38,9.19,8.44,86.43,47.84
P004,Good,862.74,292.24,18.02,81.96,70.45,3.56,0.11,4.15,67.67,295.7,2.11,5.5,54.25,73.92
P004,Good,579.5,132.78,25.16,66.61,75.45,1.48,0.47,7.85,95.96,281.92,4.63,3.57,75.6,77.28
P004,Good,1225.98,118.73,33.22,88.92,27.14,2.6,0.3,5.4,72.11,243.09,4.01,8.08,64.11,96.67
P004,Good,1437.38,575.92,16.35,92.27,58.25,0.71,0.49,8.6,48.05,281.81,3.67,3.13,72.5,67.39
P004,Good,292.68,450.04,34.65,58.05,41.96,4.07,0.39,8.57,74.63,409.81,3.08,1.67,54.28,86.5
P004,Good,423.66,631.4,26.73,78.35,44.41,3.64,0.13,1.52,84.94,355.32,3.22,2.43,83.05,63.19
P004,Good,1230.05,728.46,36.08,63.93,81.68,3.52,0.08,8.16,63.79,270.76,9.24,8.23,48.9,61.1
P004,Good,1049.44,411.02,15.17,71.85,58.93,1.84,0.04,3.61,59.17,356.25,5.46,4.21,58.47,67.09
P004,Good,528.34,400.09,31.94,63.17,80.58,3.21,0.3,2.99,70.86,364.48,4.92,3.69,76.08,72.02
P004,Good,1343.02,325.14,17.21,56.74,65.89,1.27,1.16,4.21,94.92,314.57,1.9,1.14,63.31,50.08
P004,Good,956.86,356.93,27.2,87.15,70.04,0.79,0.9,5.35,79.91,337.09,4.24,3.83,71.84,56.33
P004,Good,612.62,663.3,28.04,83.38,60.32,0.33,0.85,6.85,59.6,321.38,6.08,5.75,61.85,87.61
P004,Good,706.03,644.81,35.87,60.08,80.13,0.32,1.36,1.98,48.63,205.65,7.92,6.87,77.3,79.93
P004,Good,1273.13,345.47,22.07,91.41,9.48,1.32,0.32,5.71,70.07,348.59,8.07,5.22,54.35,66.99
P004,Good,344.61,150.05,1.69,63.74,25.42,1.56,0.56,1.18,67.78,254.14,9.54,3.03,75.03,89.86
P004,Good,1423.94,576.14,33.06,85.04,15.5,2.3,0.9,4.11,75.36,462.81,5.27,4.26,76.86,77.33
P004,Good,312.58,518.87,21.39,80.94,5.86,1.44,1.45,3.89,62.41,357.66,7.29,6.39,64.11,87.7
P004,Good,848.95,208.51,35.69,62.16,53.78,0.21,0.78,1.27,85.66,332.06,2.12,7.06,81.26,84.55
P004,Good,779.33,169.15,19.99,72.32,11.22,2.12,0.36,6.71,71.6,499.31,7.5,3.17,69.99,51.02
P004,Good,909.49,237.34,29.4,67.52,23.57,3.4,0.92,3.54,56.35,425.5,5.72,5.07,55.97,88.31
P004,Good,486.79,617.89,10.49,73.77,7.86,2.32,1.22,5.02,54.91,407.51,2.98,3.52,70.82,50.65
P004,Good,1260.91,94.34,13.58,95.98,77.22,4.52,0.65,5.44,51.35,437.72,4.59,6.53,86.31,90.33
P004,Good,503.84,160.2,6.08,70.03,83.07,4.42,0.62,3.2,72.59,310.14,8.36,5.68,81.69,77.48
P004,Good,998.97,613.03,20.96,82.84,51.95,1.06,0.28,7.08,50.46,435.14,5.12,5.24,85.44,85.77
P004,Good,997.0,536.93,32.05,61.87,44.97,0.07,0.16,3.28,69.37,484.99,3.04,8.97,62.22,81.27
P004,Good,1190.4,471.14,5.9,73.47,23.67,0.5,0.53,1.39,55.46,267.73,5.58,9.66,70.71,48.37
P004,Good,1098.62,130.77,17.33,71.02,45.94,0.51,1.34,7.21,57.76,467.34,1.0,9.01,48.92,91.76
P004,Good,762.88,115.68,20.12,93.99,38.84,3.84,1.86,2.02,65.99,208.09,6.53,8.67,69.58,86.68
P004,Good,1339.93,382.17,25.06,83.41,10.71,0.41,0.27,1.1,83.02,397.96,3.04,2.54,52.17,51.34
P004,Good,1246.02,419.78,21.8,60.25,40.11,0.98,1.08,4.04,58.43,273.8,6.42,4.14,59.01,92.93
P004,Good,1173.53,313.71,23.23,80.61,72.89,2.47,1.6,8.91,66.53,233.88,9.16,1.25,85.27,47.84
P004,Good,807.37,282.95,4.72,81.46,29.2,0.05,0.73,6.8,70.37,320.24,5.7,1.12,74.2,76.98
P004,Good,678.31,321.19,24.16,95.15,0.11,2.67,1.56,1.28,72.18,264.09,2.68,6.65,74.8,85.19
P005,Good,587.08,366.65,10.29,57.41,68.68,2.92,0.1,1.37,60.69,315.95,8.03,3.7,61.58,61.43
P005,Good,337.13,512.01,12.46,94.27,78.13,1.35,0.28,7.33,54.5,425.63,1.08,1.14,74.82,80.08
P005,Good,1196.34,577.75,13.54,71.91,57.51,4.52,0.99,7.79,52.64,434.48,6.91,9.1,74.57,55.14
P005,Good,1362.19,117.97,1.55,89.53,8.36,1.16,0.42,1.5,52.63,254.22,7.28,4.15,62.25,80.63
P005,Good,648.82,404.6,14.32,72.4,42.88,0.62,0.51,8.92,70.05,212.71,6.32,8.87,63.5,54.0
P005,Good,1009.25,553.9,22.47,68.98,24.26,3.15,1.14,6.71,67.59,403.98,9.31,8.47,65.95,50.09
P005,Good,656.56,518.93,26.85,84.84,76.58,1.32,0.83,3.95,70.26,232.02,3.64,3.49,77.96,81.01
P005,Good,768.66,204.4,20.36,76.19,75.03,0.54,0.48,5.81,77.49,369.96,7.27,9.52,53.12,93.24
P005,Good,410.47,587.75,12.97,89.05,10.87,2.32,1.12,8.78,64.08,307.3,8.15,4.49,73.88,80.21
P005,Good,651.38,501.74,8.01,63.37,32.29,1.7,1.07,3.83,49.99,315.02,5.89,2.07,76.06,87.16
P005,Good,1155.59,238.97,18.75,68.56,11.16,0.21,0.66,2.66,86.08,390.82,1.32,2.14,73.14,71.05
P005,Good,306.81,587.63,9.83,90.04,52.63,1.52,1.58,3.1,78.72,435.29,3.5,7.25,81.28,51.28
P005,Good,1287.22,668.02,13.94,90.42,38.64,1.44,0.14,6.14,67.65,320.56,5.8,1.55,76.65,89.99
P005,Good,1201.67,182.6,20.44,86.15,36.47,3.15,0.47,5.48,83.08,198.32,5.01,4.22,93.77,54.97
P005,Good,646.22,695.1,2.09,89.86,37.36,0.79,1.08,1.7,58.41,279.34,2.02,1.78,79.53,63.41
P005,Good,1232.05,198.45,7.98,77.7,94.09,3.09,0.73,1.51,53.95,345.22,4.13,6.27,74.17,56.78
P005,Good,1098.93,112.85,8.39,76.41,12.34,1.98,1.77,3.43,91.02,329.79,5.89,8.99,57.49,52.43
P005,Good,1046.69,390.69,23.59,88.39,8.42,2.35,1.61,6.38,80.67,465.84,5.52,8.86,50.25,54.04
P005,Good,461.81,235.88,37.88,80.48,71.3,3.04,0.83,6.84,75.0,387.85,7.06,7.45,61.76,90.79
P005,Good,854.56,582.93,36.0,85.15,54.82,1.04,1.48,1.73,78.61,251.57,2.01,3.15,58.67,73.08
P005,Good,1272.89,683.54,31.4,61.45,40.98,2.47,1.13,9.66,90.62,357.92,8.93,4.46,83.13,79.92
P005,Good,1089.14,508.65,23.95,86.41,67.73,2.24,0.06,2.36,58.26,228.85,1.0,2.04,97.52,69.54
P005,Good,953.37,372.4,29.6,74.35,55.05,3.34,0.96,4.6,97.09,244.16,4.66,7.41,73.76,50.43
P005,Good,906.26,594.8,12.3,62.41,42.0,4.11,1.01,8.08,67.53,410.7,7.26,8.58,55.01,82.05
P005,Good,462.26,300.69,6.87,55.42,83.13,1.5,1.32,1.29,54.52,459.72,5.58,6.2,60.31,87.79
P005,Good,1235.33,343.92,27.57,79.2,9.89,1.89,1.88,4.24,50.08,438.13,4.2,9.69,70.27,76.22
